cell_id,lat,lon,lat_min,lon_min,land_frac
03945_01655,39.45,16.55,39.4,16.5,1.0
03945_01665,39.45,16.65,39.4,16.6,1.0
03945_01675,39.45,16.75,39.4,16.7,1.0
03945_01685,39.45,16.85,39.4,16.8,1.0
03945_01695,39.45,16.95,39.4,16.9,0.9635
03945_01705,39.45,17.05,39.4,17.0,0.4955
03955_00845,39.55,8.45,39.5,8.4,0.5173
03955_00855,39.55,8.55,39.5,8.5,1.0
03955_00865,39.55,8.65,39.5,8.6,1.0
03955_00875,39.55,8.75,39.5,8.7,1.0
03955_00885,39.55,8.85,39.5,8.8,1.0
03955_00895,39.55,8.95,39.5,8.9,1.0
03955_00905,39.55,9.05,39.5,9.0,1.0
03955_00915,39.55,9.15,39.5,9.1,1.0
03955_00925,39.55,9.25,39.5,9.2,1.0
03955_00935,39.55,9.35,39.5,9.3,1.0
03955_00945,39.55,9.45,39.5,9.4,1.0
03955_00955,39.55,9.55,39.5,9.5,1.0
03955_00965,39.55,9.65,39.5,9.6,0.4604
03955_01585,39.55,15.85,39.5,15.8,0.1852
03955_01595,39.55,15.95,39.5,15.9,0.8915
03955_01605,39.55,16.05,39.5,16.0,1.0
03955_01615,39.55,16.15,39.5,16.1,1.0
03955_01625,39.55,16.25,39.5,16.2,1.0
03955_01635,39.55,16.35,39.5,16.3,1.0
03955_01645,39.55,16.45,39.5,16.4,1.0
03955_01655,39.55,16.55,39.5,16.5,1.0
03955_01665,39.55,16.65,39.5,16.6,1.0
03955_01675,39.55,16.75,39.5,16.7,1.0
03955_01685,39.55,16.85,39.5,16.8,0.5519
03955_01695,39.55,16.95,39.5,16.9,0.0647
03965_00845,39.65,8.45,39.6,8.4,0.4542
03965_00855,39.65,8.55,39.6,8.5,1.0
03965_00865,39.65,8.65,39.6,8.6,1.0
03965_00875,39.65,8.75,39.6,8.7,1.0
03965_00885,39.65,8.85,39.6,8.8,1.0
03965_00895,39.65,8.95,39.6,8.9,1.0
03965_00905,39.65,9.05,39.6,9.0,1.0
03965_00915,39.65,9.15,39.6,9.1,1.0
03965_00925,39.65,9.25,39.6,9.2,1.0
03965_00935,39.65,9.35,39.6,9.3,1.0
03965_00945,39.65,9.45,39.6,9.4,1.0
03965_00955,39.65,9.55,39.6,9.5,1.0
03965_00965,39.65,9.65,39.6,9.6,0.5459
03965_01585,39.65,15.85,39.6,15.8,0.6437
03965_01595,39.65,15.95,39.6,15.9,1.0
03965_01605,39.65,16.05,39.6,16.0,1.0
03965_01615,39.65,16.15,39.6,16.1,1.0
03965_01625,39.65,16.25,39.6,16.2,1.0
03965_01635,39.65,16.35,39.6,16.3,1.0
03965_01645,39.65,16.45,39.6,16.4,1.0
03965_01655,39.65,16.55,39.6,16.5,0.5785
03965_01665,39.65,16.65,39.6,16.6,0.2104
03965_01675,39.65,16.75,39.6,16.7,0.1683
03975_00845,39.75,8.45,39.7,8.4,0.2423
03975_00855,39.75,8.55,39.7,8.5,0.7986
03975_00865,39.75,8.65,39.7,8.6,1.0
03975_00875,39.75,8.75,39.7,8.7,1.0
03975_00885,39.75,8.85,39.7,8.8,1.0
03975_00895,39.75,8.95,39.7,8.9,1.0
03975_00905,39.75,9.05,39.7,9.0,1.0
03975_00915,39.75,9.15,39.7,9.1,1.0
03975_00925,39.75,9.25,39.7,9.2,1.0
03975_00935,39.75,9.35,39.7,9.3,1.0
03975_00945,39.75,9.45,39.7,9.4,1.0
03975_00955,39.75,9.55,39.7,9.5,1.0
03975_00965,39.75,9.65,39.7,9.6,0.7267
03975_01585,39.75,15.85,39.7,15.8,0.9634
03975_01595,39.75,15.95,39.7,15.9,1.0
03975_01605,39.75,16.05,39.7,16.0,1.0
03975_01615,39.75,16.15,39.7,16.1,1.0
03975_01625,39.75,16.25,39.7,16.2,1.0
03975_01635,39.75,16.35,39.7,16.3,1.0
03975_01645,39.75,16.45,39.7,16.4,0.9391
03975_01655,39.75,16.55,39.7,16.5,0.0922
03985_00845,39.85,8.45,39.8,8.4,0.0629
03985_00855,39.85,8.55,39.8,8.5,0.5187
03985_00865,39.85,8.65,39.8,8.6,1.0
03985_00875,39.85,8.75,39.8,8.7,1.0
03985_00885,39.85,8.85,39.8,8.8,1.0
03985_00895,39.85,8.95,39.8,8.9,1.0
03985_00905,39.85,9.05,39.8,9.0,1.0
03985_00915,39.85,9.15,39.8,9.1,1.0
03985_00925,39.85,9.25,39.8,9.2,1.0
03985_00935,39.85,9.35,39.8,9.3,1.0
03985_00945,39.85,9.45,39.8,9.4,1.0
03985_00955,39.85,9.55,39.8,9.5,1.0
03985_00965,39.85,9.65,39.8,9.6,0.8278
03985_01575,39.85,15.75,39.8,15.7,0.1774
03985_01585,39.85,15.85,39.8,15.8,1.0
03985_01595,39.85,15.95,39.8,15.9,1.0
03985_01605,39.85,16.05,39.8,16.0,1.0
03985_01615,39.85,16.15,39.8,16.1,1.0
03985_01625,39.85,16.25,39.8,16.2,1.0
03985_01635,39.85,16.35,39.8,16.3,1.0
03985_01645,39.85,16.45,39.8,16.4,0.9871
03985_01655,39.85,16.55,39.8,16.5,0.2464
03985_01815,39.85,18.15,39.8,18.1,0.3389
03985_01825,39.85,18.25,39.8,18.2,0.6676
03985_01835,39.85,18.35,39.8,18.3,0.8762
03995_00845,39.95,8.45,39.9,8.4,0.9714
03995_00855,39.95,8.55,39.9,8.5,0.9849
03995_00865,39.95,8.65,39.9,8.6,1.0
03995_00875,39.95,8.75,39.9,8.7,1.0
03995_00885,39.95,8.85,39.9,8.8,1.0
03995_00895,39.95,8.95,39.9,8.9,1.0
03995_00905,39.95,9.05,39.9,9.0,1.0
03995_00915,39.95,9.15,39.9,9.1,1.0
03995_00925,39.95,9.25,39.9,9.2,1.0
03995_00935,39.95,9.35,39.9,9.3,1.0
03995_00945,39.95,9.45,39.9,9.4,1.0
03995_00955,39.95,9.55,39.9,9.5,1.0
03995_00965,39.95,9.65,39.9,9.6,0.9025
03995_01575,39.95,15.75,39.9,15.7,0.6332
03995_01585,39.95,15.85,39.9,15.8,1.0
03995_01595,39.95,15.95,39.9,15.9,1.0
03995_01605,39.95,16.05,39.9,16.0,1.0
03995_01615,39.95,16.15,39.9,16.1,1.0
03995_01625,39.95,16.25,39.9,16.2,1.0
03995_01635,39.95,16.35,39.9,16.3,1.0
03995_01645,39.95,16.45,39.9,16.4,1.0
03995_01655,39.95,16.55,39.9,16.5,0.9586
03995_01665,39.95,16.65,39.9,16.6,0.1214
03995_01805,39.95,18.05,39.9,18.0,0.6474
03995_01815,39.95,18.15,39.9,18.1,1.0
03995_01825,39.95,18.25,39.9,18.2,1.0
03995_01835,39.95,18.35,39.9,18.3,0.9775
04005_00845,40.05,8.45,40.0,8.4,0.5529
04005_00855,40.05,8.55,40.0,8.5,1.0
04005_00865,40.05,8.65,40.0,8.6,1.0
04005_00875,40.05,8.75,40.0,8.7,1.0
04005_00885,40.05,8.85,40.0,8.8,1.0
04005_00895,40.05,8.95,40.0,8.9,1.0
04005_00905,40.05,9.05,40.0,9.0,1.0
04005_00915,40.05,9.15,40.0,9.1,1.0
04005_00925,40.05,9.25,40.0,9.2,1.0
04005_00935,40.05,9.35,40.0,9.3,1.0
04005_00945,40.05,9.45,40.0,9.4,1.0
04005_00955,40.05,9.55,40.0,9.5,1.0
04005_00965,40.05,9.65,40.0,9.6,0.9996
04005_00975,40.05,9.75,40.0,9.7,0.1642
04005_01525,40.05,15.25,40.0,15.2,0.2285
04005_01535,40.05,15.35,40.0,15.3,0.8979
04005_01545,40.05,15.45,40.0,15.4,0.7756
04005_01555,40.05,15.55,40.0,15.5,0.2659
04005_01565,40.05,15.65,40.0,15.6,0.5927
04005_01575,40.05,15.75,40.0,15.7,1.0
04005_01585,40.05,15.85,40.0,15.8,1.0
04005_01595,40.05,15.95,40.0,15.9,1.0
04005_01605,40.05,16.05,40.0,16.0,1.0
04005_01615,40.05,16.15,40.0,16.1,1.0
04005_01625,40.05,16.25,40.0,16.2,1.0
04005_01635,40.05,16.35,40.0,16.3,1.0
04005_01645,40.05,16.45,40.0,16.4,1.0
04005_01655,40.05,16.55,40.0,16.5,0.9991
04005_01665,40.05,16.65,40.0,16.6,0.0643
04005_01805,40.05,18.05,40.0,18.0,0.8934
04005_01815,40.05,18.15,40.0,18.1,1.0
04005_01825,40.05,18.25,40.0,18.2,1.0
04005_01835,40.05,18.35,40.0,18.3,1.0
04005_01845,40.05,18.45,40.0,18.4,0.6704
04015_00845,40.15,8.45,40.1,8.4,0.3109
04015_00855,40.15,8.55,40.1,8.5,1.0
04015_00865,40.15,8.65,40.1,8.6,1.0
04015_00875,40.15,8.75,40.1,8.7,1.0
04015_00885,40.15,8.85,40.1,8.8,1.0
04015_00895,40.15,8.95,40.1,8.9,1.0
04015_00905,40.15,9.05,40.1,9.0,1.0
04015_00915,40.15,9.15,40.1,9.1,1.0
04015_00925,40.15,9.25,40.1,9.2,1.0
04015_00935,40.15,9.35,40.1,9.3,1.0
04015_00945,40.15,9.45,40.1,9.4,1.0
04015_00955,40.15,9.55,40.1,9.5,1.0
04015_00965,40.15,9.65,40.1,9.6,0.5755
04015_01505,40.15,15.05,40.1,15.0,0.2302
04015_01515,40.15,15.15,40.1,15.1,0.4677
04015_01525,40.15,15.25,40.1,15.2,0.9567
04015_01535,40.15,15.35,40.1,15.3,1.0
04015_01545,40.15,15.45,40.1,15.4,1.0
04015_01555,40.15,15.55,40.1,15.5,1.0
04015_01565,40.15,15.65,40.1,15.6,1.0
04015_01575,40.15,15.75,40.1,15.7,1.0
04015_01585,40.15,15.85,40.1,15.8,1.0
04015_01595,40.15,15.95,40.1,15.9,1.0
04015_01605,40.15,16.05,40.1,16.0,1.0
04015_01615,40.15,16.15,40.1,16.1,1.0
04015_01625,40.15,16.25,40.1,16.2,1.0
04015_01635,40.15,16.35,40.1,16.3,1.0
04015_01645,40.15,16.45,40.1,16.4,1.0
04015_01655,40.15,16.55,40.1,16.5,1.0
04015_01665,40.15,16.65,40.1,16.6,0.7672
04015_01795,40.15,17.95,40.1,17.9,0.3533
04015_01805,40.15,18.05,40.1,18.0,0.9854
04015_01815,40.15,18.15,40.1,18.1,1.0
04015_01825,40.15,18.25,40.1,18.2,1.0
04015_01835,40.15,18.35,40.1,18.3,1.0
04015_01845,40.15,18.45,40.1,18.4,0.8831
04015_01855,40.15,18.55,40.1,18.5,0.0568
04025_00845,40.25,8.45,40.2,8.4,0.2784
04025_00855,40.25,8.55,40.2,8.5,1.0
04025_00865,40.25,8.65,40.2,8.6,1.0
04025_00875,40.25,8.75,40.2,8.7,1.0
04025_00885,40.25,8.85,40.2,8.8,1.0
04025_00895,40.25,8.95,40.2,8.9,1.0
04025_00905,40.25,9.05,40.2,9.0,1.0
04025_00915,40.25,9.15,40.2,9.1,1.0
04025_00925,40.25,9.25,40.2,9.2,1.0
04025_00935,40.25,9.35,40.2,9.3,1.0
04025_00945,40.25,9.45,40.2,9.4,1.0
04025_00955,40.25,9.55,40.2,9.5,1.0
04025_00965,40.25,9.65,40.2,9.6,0.3002
04025_01495,40.25,14.95,40.2,14.9,0.5332
04025_01505,40.25,15.05,40.2,15.0,0.9923
04025_01515,40.25,15.15,40.2,15.1,1.0
04025_01525,40.25,15.25,40.2,15.2,1.0
04025_01535,40.25,15.35,40.2,15.3,1.0
04025_01545,40.25,15.45,40.2,15.4,1.0
04025_01555,40.25,15.55,40.2,15.5,1.0
04025_01565,40.25,15.65,40.2,15.6,1.0
04025_01575,40.25,15.75,40.2,15.7,1.0
04025_01585,40.25,15.85,40.2,15.8,1.0
04025_01595,40.25,15.95,40.2,15.9,1.0
04025_01605,40.25,16.05,40.2,16.0,1.0
04025_01615,40.25,16.15,40.2,16.1,1.0
04025_01625,40.25,16.25,40.2,16.2,1.0
04025_01635,40.25,16.35,40.2,16.3,1.0
04025_01645,40.25,16.45,40.2,16.4,1.0
04025_01655,40.25,16.55,40.2,16.5,1.0
04025_01665,40.25,16.65,40.2,16.6,1.0
04025_01675,40.25,16.75,40.2,16.7,0.5548
04025_01785,40.25,17.85,40.2,17.8,0.2076
04025_01795,40.25,17.95,40.2,17.9,0.9116
04025_01805,40.25,18.05,40.2,18.0,1.0
04025_01815,40.25,18.15,40.2,18.1,1.0
04025_01825,40.25,18.25,40.2,18.2,1.0
04025_01835,40.25,18.35,40.2,18.3,1.0
04025_01845,40.25,18.45,40.2,18.4,0.4597
04035_00835,40.35,8.35,40.3,8.3,0.0731
04035_00845,40.35,8.45,40.3,8.4,0.817
04035_00855,40.35,8.55,40.3,8.5,1.0
04035_00865,40.35,8.65,40.3,8.6,1.0
04035_00875,40.35,8.75,40.3,8.7,1.0
04035_00885,40.35,8.85,40.3,8.8,1.0
04035_00895,40.35,8.95,40.3,8.9,1.0
04035_00905,40.35,9.05,40.3,9.0,1.0
04035_00915,40.35,9.15,40.3,9.1,1.0
04035_00925,40.35,9.25,40.3,9.2,1.0
04035_00935,40.35,9.35,40.3,9.3,1.0
04035_00945,40.35,9.45,40.3,9.4,1.0
04035_00955,40.35,9.55,40.3,9.5,1.0
04035_00965,40.35,9.65,40.3,9.6,0.8653
04035_00975,40.35,9.75,40.3,9.7,0.1727
04035_01495,40.35,14.95,40.3,14.9,0.2632
04035_01505,40.35,15.05,40.3,15.0,0.999
04035_01515,40.35,15.15,40.3,15.1,1.0
04035_01525,40.35,15.25,40.3,15.2,1.0
04035_01535,40.35,15.35,40.3,15.3,1.0
04035_01545,40.35,15.45,40.3,15.4,1.0
04035_01555,40.35,15.55,40.3,15.5,1.0
04035_01565,40.35,15.65,40.3,15.6,1.0
04035_01575,40.35,15.75,40.3,15.7,1.0
04035_01585,40.35,15.85,40.3,15.8,1.0
04035_01595,40.35,15.95,40.3,15.9,1.0
04035_01605,40.35,16.05,40.3,16.0,1.0
04035_01615,40.35,16.15,40.3,16.1,1.0
04035_01625,40.35,16.25,40.3,16.2,1.0
04035_01635,40.35,16.35,40.3,16.3,1.0
04035_01645,40.35,16.45,40.3,16.4,1.0
04035_01655,40.35,16.55,40.3,16.5,1.0
04035_01665,40.35,16.65,40.3,16.6,1.0
04035_01675,40.35,16.75,40.3,16.7,0.9872
04035_01685,40.35,16.85,40.3,16.8,0.3007
04035_01725,40.35,17.25,40.3,17.2,0.0753
04035_01735,40.35,17.35,40.3,17.3,0.4557
04035_01745,40.35,17.45,40.3,17.4,0.7723
04035_01755,40.35,17.55,40.3,17.5,0.9984
04035_01765,40.35,17.65,40.3,17.6,0.9699
04035_01775,40.35,17.75,40.3,17.7,0.9953
04035_01785,40.35,17.85,40.3,17.8,1.0
04035_01795,40.35,17.95,40.3,17.9,1.0
04035_01805,40.35,18.05,40.3,18.0,1.0
04035_01815,40.35,18.15,40.3,18.1,1.0
04035_01825,40.35,18.25,40.3,18.2,0.9979
04035_01835,40.35,18.35,40.3,18.3,0.4884
04045_00835,40.45,8.35,40.4,8.3,0.1273
04045_00845,40.45,8.45,40.4,8.4,0.9995
04045_00855,40.45,8.55,40.4,8.5,1.0
04045_00865,40.45,8.65,40.4,8.6,1.0
04045_00875,40.45,8.75,40.4,8.7,1.0
04045_00885,40.45,8.85,40.4,8.8,1.0
04045_00895,40.45,8.95,40.4,8.9,1.0
04045_00905,40.45,9.05,40.4,9.0,1.0
04045_00915,40.45,9.15,40.4,9.1,1.0
04045_00925,40.45,9.25,40.4,9.2,1.0
04045_00935,40.45,9.35,40.4,9.3,1.0
04045_00945,40.45,9.45,40.4,9.4,1.0
04045_00955,40.45,9.55,40.4,9.5,1.0
04045_00965,40.45,9.65,40.4,9.6,1.0
04045_00975,40.45,9.75,40.4,9.7,0.8903
04045_01495,40.45,14.95,40.4,14.9,0.3578
04045_01505,40.45,15.05,40.4,15.0,1.0
04045_01515,40.45,15.15,40.4,15.1,1.0
04045_01525,40.45,15.25,40.4,15.2,1.0
04045_01535,40.45,15.35,40.4,15.3,1.0
04045_01545,40.45,15.45,40.4,15.4,1.0
04045_01555,40.45,15.55,40.4,15.5,1.0
04045_01565,40.45,15.65,40.4,15.6,1.0
04045_01575,40.45,15.75,40.4,15.7,1.0
04045_01585,40.45,15.85,40.4,15.8,1.0
04045_01595,40.45,15.95,40.4,15.9,1.0
04045_01605,40.45,16.05,40.4,16.0,1.0
04045_01615,40.45,16.15,40.4,16.1,1.0
04045_01625,40.45,16.25,40.4,16.2,1.0
04045_01635,40.45,16.35,40.4,16.3,1.0
04045_01645,40.45,16.45,40.4,16.4,1.0
04045_01655,40.45,16.55,40.4,16.5,1.0
04045_01665,40.45,16.65,40.4,16.6,1.0
04045_01675,40.45,16.75,40.4,16.7,1.0
04045_01685,40.45,16.85,40.4,16.8,0.9452
04045_01695,40.45,16.95,40.4,16.9,0.3154
04045_01715,40.45,17.15,40.4,17.1,0.0667
04045_01725,40.45,17.25,40.4,17.2,0.7271
04045_01735,40.45,17.35,40.4,17.3,1.0
04045_01745,40.45,17.45,40.4,17.4,1.0
04045_01755,40.45,17.55,40.4,17.5,1.0
04045_01765,40.45,17.65,40.4,17.6,1.0
04045_01775,40.45,17.75,40.4,17.7,1.0
04045_01785,40.45,17.85,40.4,17.8,1.0
04045_01795,40.45,17.95,40.4,17.9,1.0
04045_01805,40.45,18.05,40.4,18.0,1.0
04045_01815,40.45,18.15,40.4,18.1,0.8485
04045_01825,40.45,18.25,40.4,18.2,0.3306
04055_00815,40.55,8.15,40.5,8.1,0.0613
04055_00825,40.55,8.25,40.5,8.2,0.1769
04055_00835,40.55,8.35,40.5,8.3,0.7993
04055_00845,40.55,8.45,40.5,8.4,1.0
04055_00855,40.55,8.55,40.5,8.5,1.0
04055_00865,40.55,8.65,40.5,8.6,1.0
04055_00875,40.55,8.75,40.5,8.7,1.0
04055_00885,40.55,8.85,40.5,8.8,1.0
04055_00895,40.55,8.95,40.5,8.9,1.0
04055_00905,40.55,9.05,40.5,9.0,1.0
04055_00915,40.55,9.15,40.5,9.1,1.0
04055_00925,40.55,9.25,40.5,9.2,1.0
04055_00935,40.55,9.35,40.5,9.3,1.0
04055_00945,40.55,9.45,40.5,9.4,1.0
04055_00955,40.55,9.55,40.5,9.5,1.0
04055_00965,40.55,9.65,40.5,9.6,1.0
04055_00975,40.55,9.75,40.5,9.7,0.8922
04055_00985,40.55,9.85,40.5,9.8,0.0957
04055_01425,40.55,14.25,40.5,14.2,0.1071
04055_01435,40.55,14.35,40.5,14.3,0.1254
04055_01485,40.55,14.85,40.5,14.8,0.0702
04055_01495,40.55,14.95,40.5,14.9,0.9053
04055_01505,40.55,15.05,40.5,15.0,1.0
04055_01515,40.55,15.15,40.5,15.1,1.0
04055_01525,40.55,15.25,40.5,15.2,1.0
04055_01535,40.55,15.35,40.5,15.3,1.0
04055_01545,40.55,15.45,40.5,15.4,1.0
04055_01555,40.55,15.55,40.5,15.5,1.0
04055_01565,40.55,15.65,40.5,15.6,1.0
04055_01575,40.55,15.75,40.5,15.7,1.0
04055_01585,40.55,15.85,40.5,15.8,1.0
04055_01595,40.55,15.95,40.5,15.9,1.0
04055_01605,40.55,16.05,40.5,16.0,1.0
04055_01615,40.55,16.15,40.5,16.1,1.0
04055_01625,40.55,16.25,40.5,16.2,1.0
04055_01635,40.55,16.35,40.5,16.3,1.0
04055_01645,40.55,16.45,40.5,16.4,1.0
04055_01655,40.55,16.55,40.5,16.5,1.0
04055_01665,40.55,16.65,40.5,16.6,1.0
04055_01675,40.55,16.75,40.5,16.7,1.0
04055_01685,40.55,16.85,40.5,16.8,1.0
04055_01695,40.55,16.95,40.5,16.9,1.0
04055_01705,40.55,17.05,40.5,17.0,0.8785
04055_01715,40.55,17.15,40.5,17.1,0.9151
04055_01725,40.55,17.25,40.5,17.2,1.0
04055_01735,40.55,17.35,40.5,17.3,1.0
04055_01745,40.55,17.45,40.5,17.4,1.0
04055_01755,40.55,17.55,40.5,17.5,1.0
04055_01765,40.55,17.65,40.5,17.6,1.0
04055_01775,40.55,17.75,40.5,17.7,1.0
04055_01785,40.55,17.85,40.5,17.8,1.0
04055_01795,40.55,17.95,40.5,17.9,1.0
04055_01805,40.55,18.05,40.5,18.0,0.6219
04065_00815,40.65,8.15,40.6,8.1,0.2156
04065_00825,40.65,8.25,40.6,8.2,0.9707
04065_00835,40.65,8.35,40.6,8.3,1.0
04065_00845,40.65,8.45,40.6,8.4,1.0
04065_00855,40.65,8.55,40.6,8.5,1.0
04065_00865,40.65,8.65,40.6,8.6,1.0
04065_00875,40.65,8.75,40.6,8.7,1.0
04065_00885,40.65,8.85,40.6,8.8,1.0
04065_00895,40.65,8.95,40.6,8.9,1.0
04065_00905,40.65,9.05,40.6,9.0,1.0
04065_00915,40.65,9.15,40.6,9.1,1.0
04065_00925,40.65,9.25,40.6,9.2,1.0
04065_00935,40.65,9.35,40.6,9.3,1.0
04065_00945,40.65,9.45,40.6,9.4,1.0
04065_00955,40.65,9.55,40.6,9.5,1.0
04065_00965,40.65,9.65,40.6,9.6,1.0
04065_00975,40.65,9.75,40.6,9.7,0.4608
04065_01435,40.65,14.35,40.6,14.3,0.1972
04065_01445,40.65,14.45,40.6,14.4,0.645
04065_01455,40.65,14.55,40.6,14.5,0.8309
04065_01465,40.65,14.65,40.6,14.6,0.5985
04065_01475,40.65,14.75,40.6,14.7,0.3227
04065_01485,40.65,14.85,40.6,14.8,0.7972
04065_01495,40.65,14.95,40.6,14.9,1.0
04065_01505,40.65,15.05,40.6,15.0,1.0
04065_01515,40.65,15.15,40.6,15.1,1.0
04065_01525,40.65,15.25,40.6,15.2,1.0
04065_01535,40.65,15.35,40.6,15.3,1.0
04065_01545,40.65,15.45,40.6,15.4,1.0
04065_01555,40.65,15.55,40.6,15.5,1.0
04065_01565,40.65,15.65,40.6,15.6,1.0
04065_01575,40.65,15.75,40.6,15.7,1.0
04065_01585,40.65,15.85,40.6,15.8,1.0
04065_01595,40.65,15.95,40.6,15.9,1.0
04065_01605,40.65,16.05,40.6,16.0,1.0
04065_01615,40.65,16.15,40.6,16.1,1.0
04065_01625,40.65,16.25,40.6,16.2,1.0
04065_01635,40.65,16.35,40.6,16.3,1.0
04065_01645,40.65,16.45,40.6,16.4,1.0
04065_01655,40.65,16.55,40.6,16.5,1.0
04065_01665,40.65,16.65,40.6,16.6,1.0
04065_01675,40.65,16.75,40.6,16.7,1.0
04065_01685,40.65,16.85,40.6,16.8,1.0
04065_01695,40.65,16.95,40.6,16.9,1.0
04065_01705,40.65,17.05,40.6,17.0,1.0
04065_01715,40.65,17.15,40.6,17.1,1.0
04065_01725,40.65,17.25,40.6,17.2,1.0
04065_01735,40.65,17.35,40.6,17.3,1.0
04065_01745,40.65,17.45,40.6,17.4,1.0
04065_01755,40.65,17.55,40.6,17.5,1.0
04065_01765,40.65,17.65,40.6,17.6,1.0
04065_01775,40.65,17.75,40.6,17.7,1.0
04065_01785,40.65,17.85,40.6,17.8,0.9068
04065_01795,40.65,17.95,40.6,17.9,0.6457
04065_01805,40.65,18.05,40.6,18.0,0.0967
04075_00815,40.75,8.15,40.7,8.1,0.423
04075_00825,40.75,8.25,40.7,8.2,1.0
04075_00835,40.75,8.35,40.7,8.3,1.0
04075_00845,40.75,8.45,40.7,8.4,1.0
04075_00855,40.75,8.55,40.7,8.5,1.0
04075_00865,40.75,8.65,40.7,8.6,1.0
04075_00875,40.75,8.75,40.7,8.7,1.0
04075_00885,40.75,8.85,40.7,8.8,1.0
04075_00895,40.75,8.95,40.7,8.9,1.0
04075_00905,40.75,9.05,40.7,9.0,1.0
04075_00915,40.75,9.15,40.7,9.1,1.0
04075_00925,40.75,9.25,40.7,9.2,1.0
04075_00935,40.75,9.35,40.7,9.3,1.0
04075_00945,40.75,9.45,40.7,9.4,1.0
04075_00955,40.75,9.55,40.7,9.5,1.0
04075_00965,40.75,9.65,40.7,9.6,0.9107
04075_00975,40.75,9.75,40.7,9.7,0.0853
04075_01385,40.75,13.85,40.7,13.8,0.2225
04075_01395,40.75,13.95,40.7,13.9,0.2738
04075_01405,40.75,14.05,40.7,14.0,0.092
04075_01435,40.75,14.35,40.7,14.3,0.1179
04075_01445,40.75,14.45,40.7,14.4,0.6309
04075_01455,40.75,14.55,40.7,14.5,1.0
04075_01465,40.75,14.65,40.7,14.6,1.0
04075_01475,40.75,14.75,40.7,14.7,1.0
04075_01485,40.75,14.85,40.7,14.8,1.0
04075_01495,40.75,14.95,40.7,14.9,1.0
04075_01505,40.75,15.05,40.7,15.0,1.0
04075_01515,40.75,15.15,40.7,15.1,1.0
04075_01525,40.75,15.25,40.7,15.2,1.0
04075_01535,40.75,15.35,40.7,15.3,1.0
04075_01545,40.75,15.45,40.7,15.4,1.0
04075_01555,40.75,15.55,40.7,15.5,1.0
04075_01565,40.75,15.65,40.7,15.6,1.0
04075_01575,40.75,15.75,40.7,15.7,1.0
04075_01585,40.75,15.85,40.7,15.8,1.0
04075_01595,40.75,15.95,40.7,15.9,1.0
04075_01605,40.75,16.05,40.7,16.0,1.0
04075_01615,40.75,16.15,40.7,16.1,1.0
04075_01625,40.75,16.25,40.7,16.2,1.0
04075_01635,40.75,16.35,40.7,16.3,1.0
04075_01645,40.75,16.45,40.7,16.4,1.0
04075_01655,40.75,16.55,40.7,16.5,1.0
04075_01665,40.75,16.65,40.7,16.6,1.0
04075_01675,40.75,16.75,40.7,16.7,1.0
04075_01685,40.75,16.85,40.7,16.8,1.0
04075_01695,40.75,16.95,40.7,16.9,1.0
04075_01705,40.75,17.05,40.7,17.0,1.0
04075_01715,40.75,17.15,40.7,17.1,1.0
04075_01725,40.75,17.25,40.7,17.2,1.0
04075_01735,40.75,17.35,40.7,17.3,1.0
04075_01745,40.75,17.45,40.7,17.4,1.0
04075_01755,40.75,17.55,40.7,17.5,0.9735
04075_01765,40.75,17.65,40.7,17.6,0.7523
04075_01775,40.75,17.75,40.7,17.7,0.3494
04085_00815,40.85,8.15,40.8,8.1,0.0507
04085_00825,40.85,8.25,40.8,8.2,0.7605
04085_00835,40.85,8.35,40.8,8.3,0.4178
04085_00845,40.85,8.45,40.8,8.4,0.265
04085_00855,40.85,8.55,40.8,8.5,0.3047
04085_00865,40.85,8.65,40.8,8.6,0.8318
04085_00875,40.85,8.75,40.8,8.7,1.0
04085_00885,40.85,8.85,40.8,8.8,1.0
04085_00895,40.85,8.95,40.8,8.9,1.0
04085_00905,40.85,9.05,40.8,9.0,1.0
04085_00915,40.85,9.15,40.8,9.1,1.0
04085_00925,40.85,9.25,40.8,9.2,1.0
04085_00935,40.85,9.35,40.8,9.3,1.0
04085_00945,40.85,9.45,40.8,9.4,1.0
04085_00955,40.85,9.55,40.8,9.5,0.9999
04085_00965,40.85,9.65,40.8,9.6,0.6938
04085_00975,40.85,9.75,40.8,9.7,0.0695
04085_01405,40.85,14.05,40.8,14.0,0.5029
04085_01415,40.85,14.15,40.8,14.1,0.8517
04085_01425,40.85,14.25,40.8,14.2,0.6909
04085_01435,40.85,14.35,40.8,14.3,0.915
04085_01445,40.85,14.45,40.8,14.4,1.0
04085_01455,40.85,14.55,40.8,14.5,1.0
04085_01465,40.85,14.65,40.8,14.6,1.0
04085_01475,40.85,14.75,40.8,14.7,1.0
04085_01485,40.85,14.85,40.8,14.8,1.0
04085_01495,40.85,14.95,40.8,14.9,1.0
04085_01505,40.85,15.05,40.8,15.0,1.0
04085_01515,40.85,15.15,40.8,15.1,1.0
04085_01525,40.85,15.25,40.8,15.2,1.0
04085_01535,40.85,15.35,40.8,15.3,1.0
04085_01545,40.85,15.45,40.8,15.4,1.0
04085_01555,40.85,15.55,40.8,15.5,1.0
04085_01565,40.85,15.65,40.8,15.6,1.0
04085_01575,40.85,15.75,40.8,15.7,1.0
04085_01585,40.85,15.85,40.8,15.8,1.0
04085_01595,40.85,15.95,40.8,15.9,1.0
