cell_id,lat,lon,lat_min,lon_min,land_frac
04085_01605,40.85,16.05,40.8,16.0,1.0
04085_01615,40.85,16.15,40.8,16.1,1.0
04085_01625,40.85,16.25,40.8,16.2,1.0
04085_01635,40.85,16.35,40.8,16.3,1.0
04085_01645,40.85,16.45,40.8,16.4,1.0
04085_01655,40.85,16.55,40.8,16.5,1.0
04085_01665,40.85,16.65,40.8,16.6,1.0
04085_01675,40.85,16.75,40.8,16.7,1.0
04085_01685,40.85,16.85,40.8,16.8,1.0
04085_01695,40.85,16.95,40.8,16.9,1.0
04085_01705,40.85,17.05,40.8,17.0,1.0
04085_01715,40.85,17.15,40.8,17.1,1.0
04085_01725,40.85,17.25,40.8,17.2,1.0
04085_01735,40.85,17.35,40.8,17.3,0.9773
04085_01745,40.85,17.45,40.8,17.4,0.5001
04085_01755,40.85,17.55,40.8,17.5,0.0556
04095_00815,40.95,8.15,40.9,8.1,0.0727
04095_00825,40.95,8.25,40.9,8.2,0.27
04095_00875,40.95,8.75,40.9,8.7,0.176
04095_00885,40.95,8.85,40.9,8.8,0.7027
04095_00895,40.95,8.95,40.9,8.9,1.0
04095_00905,40.95,9.05,40.9,9.0,1.0
04095_00915,40.95,9.15,40.9,9.1,1.0
04095_00925,40.95,9.25,40.9,9.2,1.0
04095_00935,40.95,9.35,40.9,9.3,1.0
04095_00945,40.95,9.45,40.9,9.4,1.0
04095_00955,40.95,9.55,40.9,9.5,0.7327
04095_00965,40.95,9.65,40.9,9.6,0.1166
04095_01295,40.95,12.95,40.9,12.9,0.0554
04095_01395,40.95,13.95,40.9,13.9,0.1169
04095_01405,40.95,14.05,40.9,14.0,0.9133
04095_01415,40.95,14.15,40.9,14.1,1.0
04095_01425,40.95,14.25,40.9,14.2,1.0
04095_01435,40.95,14.35,40.9,14.3,1.0
04095_01445,40.95,14.45,40.9,14.4,1.0
04095_01455,40.95,14.55,40.9,14.5,1.0
04095_01465,40.95,14.65,40.9,14.6,1.0
04095_01475,40.95,14.75,40.9,14.7,1.0
04095_01485,40.95,14.85,40.9,14.8,1.0
04095_01495,40.95,14.95,40.9,14.9,1.0
04095_01505,40.95,15.05,40.9,15.0,1.0
04095_01515,40.95,15.15,40.9,15.1,1.0
04095_01525,40.95,15.25,40.9,15.2,1.0
04095_01535,40.95,15.35,40.9,15.3,1.0
04095_01545,40.95,15.45,40.9,15.4,1.0
04095_01555,40.95,15.55,40.9,15.5,1.0
04095_01565,40.95,15.65,40.9,15.6,1.0
04095_01575,40.95,15.75,40.9,15.7,1.0
04095_01585,40.95,15.85,40.9,15.8,1.0
04095_01595,40.95,15.95,40.9,15.9,1.0
04095_01605,40.95,16.05,40.9,16.0,1.0
04095_01615,40.95,16.15,40.9,16.1,1.0
04095_01625,40.95,16.25,40.9,16.2,1.0
04095_01635,40.95,16.35,40.9,16.3,1.0
04095_01645,40.95,16.45,40.9,16.4,1.0
04095_01655,40.95,16.55,40.9,16.5,1.0
04095_01665,40.95,16.65,40.9,16.6,1.0
04095_01675,40.95,16.75,40.9,16.7,1.0
04095_01685,40.95,16.85,40.9,16.8,1.0
04095_01695,40.95,16.95,40.9,16.9,1.0
04095_01705,40.95,17.05,40.9,17.0,1.0
04095_01715,40.95,17.15,40.9,17.1,1.0
04095_01725,40.95,17.25,40.9,17.2,0.8312
04095_01735,40.95,17.35,40.9,17.3,0.1767
04105_00825,41.05,8.25,41.0,8.2,0.268
04105_00835,41.05,8.35,41.0,8.3,0.1755
04105_00885,41.05,8.85,41.0,8.8,0.062
04105_00895,41.05,8.95,41.0,8.9,0.6358
04105_00905,41.05,9.05,41.0,9.0,1.0
04105_00915,41.05,9.15,41.0,9.1,1.0
04105_00925,41.05,9.25,41.0,9.2,1.0
04105_00935,41.05,9.35,41.0,9.3,1.0
04105_00945,41.05,9.45,41.0,9.4,1.0
04105_00955,41.05,9.55,41.0,9.5,0.4598
04105_01395,41.05,13.95,41.0,13.9,0.84
04105_01405,41.05,14.05,41.0,14.0,1.0
04105_01415,41.05,14.15,41.0,14.1,1.0
04105_01425,41.05,14.25,41.0,14.2,1.0
04105_01435,41.05,14.35,41.0,14.3,1.0
04105_01445,41.05,14.45,41.0,14.4,1.0
04105_01455,41.05,14.55,41.0,14.5,1.0
04105_01465,41.05,14.65,41.0,14.6,1.0
04105_01475,41.05,14.75,41.0,14.7,1.0
04105_01485,41.05,14.85,41.0,14.8,1.0
04105_01495,41.05,14.95,41.0,14.9,1.0
04105_01505,41.05,15.05,41.0,15.0,1.0
04105_01515,41.05,15.15,41.0,15.1,1.0
04105_01525,41.05,15.25,41.0,15.2,1.0
04105_01535,41.05,15.35,41.0,15.3,1.0
04105_01545,41.05,15.45,41.0,15.4,1.0
04105_01555,41.05,15.55,41.0,15.5,1.0
04105_01565,41.05,15.65,41.0,15.6,1.0
04105_01575,41.05,15.75,41.0,15.7,1.0
04105_01585,41.05,15.85,41.0,15.8,1.0
04105_01595,41.05,15.95,41.0,15.9,1.0
04105_01605,41.05,16.05,41.0,16.0,1.0
04105_01615,41.05,16.15,41.0,16.1,1.0
04105_01625,41.05,16.25,41.0,16.2,1.0
04105_01635,41.05,16.35,41.0,16.3,1.0
04105_01645,41.05,16.45,41.0,16.4,1.0
04105_01655,41.05,16.55,41.0,16.5,1.0
04105_01665,41.05,16.65,41.0,16.6,1.0
04105_01675,41.05,16.75,41.0,16.7,1.0
04105_01685,41.05,16.85,41.0,16.8,1.0
04105_01695,41.05,16.95,41.0,16.9,0.9746
04105_01705,41.05,17.05,41.0,17.0,0.7612
04105_01715,41.05,17.15,41.0,17.1,0.3543
04115_00905,41.15,9.05,41.1,9.0,0.2881
04115_00915,41.15,9.15,41.1,9.1,0.6851
04115_00925,41.15,9.25,41.1,9.2,0.9864
04115_00935,41.15,9.35,41.1,9.3,0.9118
04115_00945,41.15,9.45,41.1,9.4,0.5031
04115_00955,41.15,9.55,41.1,9.5,0.2409
04115_01385,41.15,13.85,41.1,13.8,0.5599
04115_01395,41.15,13.95,41.1,13.9,1.0
04115_01405,41.15,14.05,41.1,14.0,1.0
04115_01415,41.15,14.15,41.1,14.1,1.0
04115_01425,41.15,14.25,41.1,14.2,1.0
04115_01435,41.15,14.35,41.1,14.3,1.0
04115_01445,41.15,14.45,41.1,14.4,1.0
04115_01455,41.15,14.55,41.1,14.5,1.0
04115_01465,41.15,14.65,41.1,14.6,1.0
04115_01475,41.15,14.75,41.1,14.7,1.0
04115_01485,41.15,14.85,41.1,14.8,1.0
04115_01495,41.15,14.95,41.1,14.9,1.0
04115_01505,41.15,15.05,41.1,15.0,1.0
04115_01515,41.15,15.15,41.1,15.1,1.0
04115_01525,41.15,15.25,41.1,15.2,1.0
04115_01535,41.15,15.35,41.1,15.3,1.0
04115_01545,41.15,15.45,41.1,15.4,1.0
04115_01555,41.15,15.55,41.1,15.5,1.0
04115_01565,41.15,15.65,41.1,15.6,1.0
04115_01575,41.15,15.75,41.1,15.7,1.0
04115_01585,41.15,15.85,41.1,15.8,1.0
04115_01595,41.15,15.95,41.1,15.9,1.0
04115_01605,41.15,16.05,41.1,16.0,1.0
04115_01615,41.15,16.15,41.1,16.1,1.0
04115_01625,41.15,16.25,41.1,16.2,1.0
04115_01635,41.15,16.35,41.1,16.3,1.0
04115_01645,41.15,16.45,41.1,16.4,1.0
04115_01655,41.15,16.55,41.1,16.5,1.0
04115_01665,41.15,16.65,41.1,16.6,0.9118
04115_01675,41.15,16.75,41.1,16.7,0.6433
04115_01685,41.15,16.85,41.1,16.8,0.3241
04115_01695,41.15,16.95,41.1,16.9,0.0529
04125_00915,41.25,9.15,41.2,9.1,0.1874
04125_00925,41.25,9.25,41.2,9.2,0.3917
04125_00935,41.25,9.35,41.2,9.3,0.1719
04125_00945,41.25,9.45,41.2,9.4,0.2872
04125_01305,41.25,13.05,41.2,13.0,0.5429
04125_01315,41.25,13.15,41.2,13.1,0.3643
04125_01325,41.25,13.25,41.2,13.2,0.1148
04125_01335,41.25,13.35,41.2,13.3,0.1319
04125_01345,41.25,13.45,41.2,13.4,0.4988
04125_01355,41.25,13.55,41.2,13.5,0.7622
04125_01365,41.25,13.65,41.2,13.6,0.4606
04125_01375,41.25,13.75,41.2,13.7,0.7081
04125_01385,41.25,13.85,41.2,13.8,1.0
04125_01395,41.25,13.95,41.2,13.9,1.0
04125_01405,41.25,14.05,41.2,14.0,1.0
04125_01415,41.25,14.15,41.2,14.1,1.0
04125_01425,41.25,14.25,41.2,14.2,1.0
04125_01435,41.25,14.35,41.2,14.3,1.0
04125_01445,41.25,14.45,41.2,14.4,1.0
04125_01455,41.25,14.55,41.2,14.5,1.0
04125_01465,41.25,14.65,41.2,14.6,1.0
04125_01475,41.25,14.75,41.2,14.7,1.0
04125_01485,41.25,14.85,41.2,14.8,1.0
04125_01495,41.25,14.95,41.2,14.9,1.0
04125_01505,41.25,15.05,41.2,15.0,1.0
04125_01515,41.25,15.15,41.2,15.1,1.0
04125_01525,41.25,15.25,41.2,15.2,1.0
04125_01535,41.25,15.35,41.2,15.3,1.0
04125_01545,41.25,15.45,41.2,15.4,1.0
04125_01555,41.25,15.55,41.2,15.5,1.0
04125_01565,41.25,15.65,41.2,15.6,1.0
04125_01575,41.25,15.75,41.2,15.7,1.0
04125_01585,41.25,15.85,41.2,15.8,1.0
04125_01595,41.25,15.95,41.2,15.9,1.0
04125_01605,41.25,16.05,41.2,16.0,1.0
04125_01615,41.25,16.15,41.2,16.1,1.0
04125_01625,41.25,16.25,41.2,16.2,1.0
04125_01635,41.25,16.35,41.2,16.3,0.9754
04125_01645,41.25,16.45,41.2,16.4,0.6546
04125_01655,41.25,16.55,41.2,16.5,0.2727
04135_01295,41.35,12.95,41.3,12.9,0.4151
04135_01305,41.35,13.05,41.3,13.0,0.995
04135_01315,41.35,13.15,41.3,13.1,1.0
04135_01325,41.35,13.25,41.3,13.2,1.0
04135_01335,41.35,13.35,41.3,13.3,1.0
04135_01345,41.35,13.45,41.3,13.4,1.0
04135_01355,41.35,13.55,41.3,13.5,1.0
04135_01365,41.35,13.65,41.3,13.6,1.0
04135_01375,41.35,13.75,41.3,13.7,1.0
04135_01385,41.35,13.85,41.3,13.8,1.0
04135_01395,41.35,13.95,41.3,13.9,1.0
04135_01405,41.35,14.05,41.3,14.0,1.0
04135_01415,41.35,14.15,41.3,14.1,1.0
04135_01425,41.35,14.25,41.3,14.2,1.0
04135_01435,41.35,14.35,41.3,14.3,1.0
04135_01445,41.35,14.45,41.3,14.4,1.0
04135_01455,41.35,14.55,41.3,14.5,1.0
04135_01465,41.35,14.65,41.3,14.6,1.0
04135_01475,41.35,14.75,41.3,14.7,1.0
04135_01485,41.35,14.85,41.3,14.8,1.0
04135_01495,41.35,14.95,41.3,14.9,1.0
04135_01505,41.35,15.05,41.3,15.0,1.0
04135_01515,41.35,15.15,41.3,15.1,1.0
04135_01525,41.35,15.25,41.3,15.2,1.0
04135_01535,41.35,15.35,41.3,15.3,1.0
04135_01545,41.35,15.45,41.3,15.4,1.0
04135_01555,41.35,15.55,41.3,15.5,1.0
04135_01565,41.35,15.65,41.3,15.6,1.0
04135_01575,41.35,15.75,41.3,15.7,1.0
04135_01585,41.35,15.85,41.3,15.8,1.0
04135_01595,41.35,15.95,41.3,15.9,1.0
04135_01605,41.35,16.05,41.3,16.0,0.9997
04135_01615,41.35,16.15,41.3,16.1,0.7858
04135_01625,41.35,16.25,41.3,16.2,0.3723
04135_01635,41.35,16.35,41.3,16.3,0.0756
04145_01265,41.45,12.65,41.4,12.6,0.461
04145_01275,41.45,12.75,41.4,12.7,0.7524
04145_01285,41.45,12.85,41.4,12.8,0.9056
04145_01295,41.45,12.95,41.4,12.9,1.0
04145_01305,41.45,13.05,41.4,13.0,1.0
04145_01315,41.45,13.15,41.4,13.1,1.0
04145_01325,41.45,13.25,41.4,13.2,1.0
04145_01335,41.45,13.35,41.4,13.3,1.0
04145_01345,41.45,13.45,41.4,13.4,1.0
04145_01355,41.45,13.55,41.4,13.5,1.0
04145_01365,41.45,13.65,41.4,13.6,1.0
04145_01375,41.45,13.75,41.4,13.7,1.0
04145_01385,41.45,13.85,41.4,13.8,1.0
04145_01395,41.45,13.95,41.4,13.9,1.0
04145_01405,41.45,14.05,41.4,14.0,1.0
04145_01415,41.45,14.15,41.4,14.1,1.0
04145_01425,41.45,14.25,41.4,14.2,1.0
04145_01435,41.45,14.35,41.4,14.3,1.0
04145_01445,41.45,14.45,41.4,14.4,1.0
04145_01455,41.45,14.55,41.4,14.5,1.0
04145_01465,41.45,14.65,41.4,14.6,1.0
04145_01475,41.45,14.75,41.4,14.7,1.0
04145_01485,41.45,14.85,41.4,14.8,1.0
04145_01495,41.45,14.95,41.4,14.9,1.0
04145_01505,41.45,15.05,41.4,15.0,1.0
04145_01515,41.45,15.15,41.4,15.1,1.0
04145_01525,41.45,15.25,41.4,15.2,1.0
04145_01535,41.45,15.35,41.4,15.3,1.0
04145_01545,41.45,15.45,41.4,15.4,1.0
04145_01555,41.45,15.55,41.4,15.5,1.0
04145_01565,41.45,15.65,41.4,15.6,1.0
04145_01575,41.45,15.75,41.4,15.7,1.0
04145_01585,41.45,15.85,41.4,15.8,1.0
04145_01595,41.45,15.95,41.4,15.9,0.6992
04145_01605,41.45,16.05,41.4,16.0,0.1722
04155_01255,41.55,12.55,41.5,12.5,0.6354
04155_01265,41.55,12.65,41.5,12.6,1.0
04155_01275,41.55,12.75,41.5,12.7,1.0
04155_01285,41.55,12.85,41.5,12.8,1.0
04155_01295,41.55,12.95,41.5,12.9,1.0
04155_01305,41.55,13.05,41.5,13.0,1.0
04155_01315,41.55,13.15,41.5,13.1,1.0
04155_01325,41.55,13.25,41.5,13.2,1.0
04155_01335,41.55,13.35,41.5,13.3,1.0
04155_01345,41.55,13.45,41.5,13.4,1.0
04155_01355,41.55,13.55,41.5,13.5,1.0
04155_01365,41.55,13.65,41.5,13.6,1.0
04155_01375,41.55,13.75,41.5,13.7,1.0
04155_01385,41.55,13.85,41.5,13.8,1.0
04155_01395,41.55,13.95,41.5,13.9,1.0
04155_01405,41.55,14.05,41.5,14.0,1.0
04155_01415,41.55,14.15,41.5,14.1,1.0
04155_01425,41.55,14.25,41.5,14.2,1.0
04155_01435,41.55,14.35,41.5,14.3,1.0
04155_01445,41.55,14.45,41.5,14.4,1.0
04155_01455,41.55,14.55,41.5,14.5,1.0
04155_01465,41.55,14.65,41.5,14.6,1.0
04155_01475,41.55,14.75,41.5,14.7,1.0
04155_01485,41.55,14.85,41.5,14.8,1.0
04155_01495,41.55,14.95,41.5,14.9,1.0
04155_01505,41.55,15.05,41.5,15.0,1.0
04155_01515,41.55,15.15,41.5,15.1,1.0
04155_01525,41.55,15.25,41.5,15.2,1.0
04155_01535,41.55,15.35,41.5,15.3,1.0
04155_01545,41.55,15.45,41.5,15.4,1.0
04155_01555,41.55,15.55,41.5,15.5,1.0
04155_01565,41.55,15.65,41.5,15.6,1.0
04155_01575,41.55,15.75,41.5,15.7,1.0
04155_01585,41.55,15.85,41.5,15.8,0.9782
04165_01235,41.65,12.35,41.6,12.3,0.0893
04165_01245,41.65,12.45,41.6,12.4,0.7045
04165_01255,41.65,12.55,41.6,12.5,1.0
04165_01265,41.65,12.65,41.6,12.6,1.0
04165_01275,41.65,12.75,41.6,12.7,1.0
04165_01285,41.65,12.85,41.6,12.8,1.0
04165_01295,41.65,12.95,41.6,12.9,1.0
04165_01305,41.65,13.05,41.6,13.0,1.0
04165_01315,41.65,13.15,41.6,13.1,1.0
04165_01325,41.65,13.25,41.6,13.2,1.0
04165_01335,41.65,13.35,41.6,13.3,1.0
04165_01345,41.65,13.45,41.6,13.4,1.0
04165_01355,41.65,13.55,41.6,13.5,1.0
04165_01365,41.65,13.65,41.6,13.6,1.0
04165_01375,41.65,13.75,41.6,13.7,1.0
04165_01385,41.65,13.85,41.6,13.8,1.0
04165_01395,41.65,13.95,41.6,13.9,1.0
04165_01405,41.65,14.05,41.6,14.0,1.0
04165_01415,41.65,14.15,41.6,14.1,1.0
04165_01425,41.65,14.25,41.6,14.2,1.0
04165_01435,41.65,14.35,41.6,14.3,1.0
04165_01445,41.65,14.45,41.6,14.4,1.0
04165_01455,41.65,14.55,41.6,14.5,1.0
04165_01465,41.65,14.65,41.6,14.6,1.0
04165_01475,41.65,14.75,41.6,14.7,1.0
04165_01485,41.65,14.85,41.6,14.8,1.0
04165_01495,41.65,14.95,41.6,14.9,1.0
04165_01505,41.65,15.05,41.6,15.0,1.0
04165_01515,41.65,15.15,41.6,15.1,1.0
04165_01525,41.65,15.25,41.6,15.2,1.0
04165_01535,41.65,15.35,41.6,15.3,1.0
04165_01545,41.65,15.45,41.6,15.4,1.0
04165_01555,41.65,15.55,41.6,15.5,1.0
04165_01565,41.65,15.65,41.6,15.6,1.0
04165_01575,41.65,15.75,41.6,15.7,1.0
04165_01585,41.65,15.85,41.6,15.8,0.9977
04165_01595,41.65,15.95,41.6,15.9,0.5734
04165_01605,41.65,16.05,41.6,16.0,0.1371
04175_01225,41.75,12.25,41.7,12.2,0.5169
04175_01235,41.75,12.35,41.7,12.3,0.9568
04175_01245,41.75,12.45,41.7,12.4,1.0
04175_01255,41.75,12.55,41.7,12.5,1.0
04175_01265,41.75,12.65,41.7,12.6,0.9958
04175_01275,41.75,12.75,41.7,12.7,1.0
04175_01285,41.75,12.85,41.7,12.8,1.0
04175_01295,41.75,12.95,41.7,12.9,1.0
04175_01305,41.75,13.05,41.7,13.0,1.0
04175_01315,41.75,13.15,41.7,13.1,1.0
04175_01325,41.75,13.25,41.7,13.2,1.0
04175_01335,41.75,13.35,41.7,13.3,1.0
04175_01345,41.75,13.45,41.7,13.4,1.0
04175_01355,41.75,13.55,41.7,13.5,1.0
04175_01365,41.75,13.65,41.7,13.6,1.0
04175_01375,41.75,13.75,41.7,13.7,1.0
04175_01385,41.75,13.85,41.7,13.8,1.0
04175_01395,41.75,13.95,41.7,13.9,1.0
04175_01405,41.75,14.05,41.7,14.0,1.0
04175_01415,41.75,14.15,41.7,14.1,1.0
04175_01425,41.75,14.25,41.7,14.2,1.0
04175_01435,41.75,14.35,41.7,14.3,1.0
04175_01445,41.75,14.45,41.7,14.4,1.0
04175_01455,41.75,14.55,41.7,14.5,1.0
04175_01465,41.75,14.65,41.7,14.6,1.0
04175_01475,41.75,14.75,41.7,14.7,1.0
04175_01485,41.75,14.85,41.7,14.8,1.0
04175_01495,41.75,14.95,41.7,14.9,1.0
04175_01505,41.75,15.05,41.7,15.0,1.0
04175_01515,41.75,15.15,41.7,15.1,1.0
04175_01525,41.75,15.25,41.7,15.2,1.0
04175_01535,41.75,15.35,41.7,15.3,1.0
04175_01545,41.75,15.45,41.7,15.4,1.0
04175_01555,41.75,15.55,41.7,15.5,1.0
04175_01565,41.75,15.65,41.7,15.6,1.0
04175_01575,41.75,15.75,41.7,15.7,1.0
04175_01585,41.75,15.85,41.7,15.8,1.0
04175_01595,41.75,15.95,41.7,15.9,1.0
04175_01605,41.75,16.05,41.7,16.0,0.9549
04175_01615,41.75,16.15,41.7,16.1,0.4682
04185_01215,41.85,12.15,41.8,12.1,0.1284
04185_01225,41.85,12.25,41.8,12.2,0.9711
04185_01235,41.85,12.35,41.8,12.3,1.0
04185_01245,41.85,12.45,41.8,12.4,1.0
04185_01255,41.85,12.55,41.8,12.5,1.0
04185_01265,41.85,12.65,41.8,12.6,1.0
04185_01275,41.85,12.75,41.8,12.7,1.0
04185_01285,41.85,12.85,41.8,12.8,1.0
04185_01295,41.85,12.95,41.8,12.9,1.0
04185_01305,41.85,13.05,41.8,13.0,1.0
04185_01315,41.85,13.15,41.8,13.1,1.0
04185_01325,41.85,13.25,41.8,13.2,1.0
04185_01335,41.85,13.35,41.8,13.3,1.0
04185_01345,41.85,13.45,41.8,13.4,1.0
04185_01355,41.85,13.55,41.8,13.5,1.0
04185_01365,41.85,13.65,41.8,13.6,1.0
04185_01375,41.85,13.75,41.8,13.7,1.0
04185_01385,41.85,13.85,41.8,13.8,1.0
04185_01395,41.85,13.95,41.8,13.9,1.0
04185_01405,41.85,14.05,41.8,14.0,1.0
04185_01415,41.85,14.15,41.8,14.1,1.0
04185_01425,41.85,14.25,41.8,14.2,1.0
04185_01435,41.85,14.35,41.8,14.3,1.0
04185_01445,41.85,14.45,41.8,14.4,1.0
04185_01455,41.85,14.55,41.8,14.5,1.0
04185_01465,41.85,14.65,41.8,14.6,1.0
04185_01475,41.85,14.75,41.8,14.7,1.0
04185_01485,41.85,14.85,41.8,14.8,1.0
04185_01495,41.85,14.95,41.8,14.9,1.0
04185_01505,41.85,15.05,41.8,15.0,1.0
04185_01515,41.85,15.15,41.8,15.1,1.0
04185_01525,41.85,15.25,41.8,15.2,1.0
04185_01535,41.85,15.35,41.8,15.3,1.0
04185_01545,41.85,15.45,41.8,15.4,1.0
04185_01555,41.85,15.55,41.8,15.5,1.0
04185_01565,41.85,15.65,41.8,15.6,1.0
04185_01575,41.85,15.75,41.8,15.7,1.0
04185_01585,41.85,15.85,41.8,15.8,1.0
04185_01595,41.85,15.95,41.8,15.9,1.0
04185_01605,41.85,16.05,41.8,16.0,1.0
04185_01615,41.85,16.15,41.8,16.1,0.8237
04195_01205,41.95,12.05,41.9,12.0,0.3743
04195_01215,41.95,12.15,41.9,12.1,0.8788
04195_01225,41.95,12.25,41.9,12.2,1.0
04195_01235,41.95,12.35,41.9,12.3,1.0
04195_01245,41.95,12.45,41.9,12.4,0.994
04195_01255,41.95,12.55,41.9,12.5,1.0
04195_01265,41.95,12.65,41.9,12.6,1.0
04195_01275,41.95,12.75,41.9,12.7,1.0
04195_01285,41.95,12.85,41.9,12.8,1.0
04195_01295,41.95,12.95,41.9,12.9,1.0
04195_01305,41.95,13.05,41.9,13.0,1.0
04195_01315,41.95,13.15,41.9,13.1,1.0
04195_01325,41.95,13.25,41.9,13.2,1.0
04195_01335,41.95,13.35,41.9,13.3,1.0
04195_01345,41.95,13.45,41.9,13.4,1.0
04195_01355,41.95,13.55,41.9,13.5,1.0
04195_01365,41.95,13.65,41.9,13.6,1.0
04195_01375,41.95,13.75,41.9,13.7,1.0
04195_01385,41.95,13.85,41.9,13.8,1.0
04195_01395,41.95,13.95,41.9,13.9,1.0
04195_01405,41.95,14.05,41.9,14.0,1.0
04195_01415,41.95,14.15,41.9,14.1,1.0
04195_01425,41.95,14.25,41.9,14.2,1.0
04195_01435,41.95,14.35,41.9,14.3,1.0
04195_01445,41.95,14.45,41.9,14.4,1.0
04195_01455,41.95,14.55,41.9,14.5,1.0
04195_01465,41.95,14.65,41.9,14.6,1.0
04195_01475,41.95,14.75,41.9,14.7,1.0
04195_01485,41.95,14.85,41.9,14.8,1.0
04195_01495,41.95,14.95,41.9,14.9,1.0
04195_01505,41.95,15.05,41.9,15.0,0.6409
04195_01515,41.95,15.15,41.9,15.1,0.2569
04195_01525,41.95,15.25,41.9,15.2,0.1953
04195_01535,41.95,15.35,41.9,15.3,0.0979
04195_01555,41.95,15.55,41.9,15.5,0.158
04195_01565,41.95,15.65,41.9,15.6,0.2169
04195_01575,41.95,15.75,41.9,15.7,0.1688
04195_01585,41.95,15.85,41.9,15.8,0.2583
04195_01595,41.95,15.95,41.9,15.9,0.376
04195_01605,41.95,16.05,41.9,16.0,0.4435
04195_01615,41.95,16.15,41.9,16.1,0.089
04205_01185,42.05,11.85,42.0,11.8,0.5739
04205_01195,42.05,11.95,42.0,11.9,0.8041
04205_01205,42.05,12.05,42.0,12.0,1.0
04205_01215,42.05,12.15,42.0,12.1,1.0
04205_01225,42.05,12.25,42.0,12.2,1.0
04205_01235,42.05,12.35,42.0,12.3,1.0
04205_01245,42.05,12.45,42.0,12.4,1.0
04205_01255,42.05,12.55,42.0,12.5,1.0
04205_01265,42.05,12.65,42.0,12.6,1.0
04205_01275,42.05,12.75,42.0,12.7,1.0
04205_01285,42.05,12.85,42.0,12.8,1.0
04205_01295,42.05,12.95,42.0,12.9,1.0
04205_01305,42.05,13.05,42.0,13.0,1.0
04205_01315,42.05,13.15,42.0,13.1,1.0
04205_01325,42.05,13.25,42.0,13.2,1.0
04205_01335,42.05,13.35,42.0,13.3,1.0
04205_01345,42.05,13.45,42.0,13.4,1.0
04205_01355,42.05,13.55,42.0,13.5,1.0
04205_01365,42.05,13.65,42.0,13.6,1.0
04205_01375,42.05,13.75,42.0,13.7,1.0
04205_01385,42.05,13.85,42.0,13.8,1.0
04205_01395,42.05,13.95,42.0,13.9,1.0
04205_01405,42.05,14.05,42.0,14.0,1.0
04205_01415,42.05,14.15,42.0,14.1,1.0
04205_01425,42.05,14.25,42.0,14.2,1.0
04205_01435,42.05,14.35,42.0,14.3,1.0
04205_01445,42.05,14.45,42.0,14.4,1.0
04205_01455,42.05,14.55,42.0,14.5,1.0
04205_01465,42.05,14.65,42.0,14.6,1.0
04205_01475,42.05,14.75,42.0,14.7,0.8331
04205_01485,42.05,14.85,42.0,14.8,0.3908
04205_01495,42.05,14.95,42.0,14.9,0.12
04215_01175,42.15,11.75,42.1,11.7,0.5649
04215_01185,42.15,11.85,42.1,11.8,1.0
04215_01195,42.15,11.95,42.1,11.9,1.0
04215_01205,42.15,12.05,42.1,12.0,1.0
04215_01215,42.15,12.15,42.1,12.1,1.0
04215_01225,42.15,12.25,42.1,12.2,1.0
04215_01235,42.15,12.35,42.1,12.3,1.0
04215_01245,42.15,12.45,42.1,12.4,1.0
04215_01255,42.15,12.55,42.1,12.5,1.0
04215_01265,42.15,12.65,42.1,12.6,1.0
04215_01275,42.15,12.75,42.1,12.7,1.0
04215_01285,42.15,12.85,42.1,12.8,1.0
04215_01295,42.15,12.95,42.1,12.9,1.0
04215_01305,42.15,13.05,42.1,13.0,1.0
04215_01315,42.15,13.15,42.1,13.1,1.0
04215_01325,42.15,13.25,42.1,13.2,1.0
04215_01335,42.15,13.35,42.1,13.3,1.0
04215_01345,42.15,13.45,42.1,13.4,1.0
04215_01355,42.15,13.55,42.1,13.5,1.0
04215_01365,42.15,13.65,42.1,13.6,1.0
04215_01375,42.15,13.75,42.1,13.7,1.0
04215_01385,42.15,13.85,42.1,13.8,1.0
04215_01395,42.15,13.95,42.1,13.9,1.0
04215_01405,42.15,14.05,42.1,14.0,1.0
04215_01415,42.15,14.15,42.1,14.1,1.0
04215_01425,42.15,14.25,42.1,14.2,1.0
04215_01435,42.15,14.35,42.1,14.3,1.0
04215_01445,42.15,14.45,42.1,14.4,1.0
04215_01455,42.15,14.55,42.1,14.5,1.0
04215_01465,42.15,14.65,42.1,14.6,0.8965
04215_01475,42.15,14.75,42.1,14.7,0.1442
04225_01165,42.25,11.65,42.2,11.6,0.2491
04225_01175,42.25,11.75,42.2,11.7,0.9789
04225_01185,42.25,11.85,42.2,11.8,1.0
04225_01195,42.25,11.95,42.2,11.9,1.0
04225_01205,42.25,12.05,42.2,12.0,1.0
04225_01215,42.25,12.15,42.2,12.1,1.0
04225_01225,42.25,12.25,42.2,12.2,1.0
04225_01235,42.25,12.35,42.2,12.3,1.0
04225_01245,42.25,12.45,42.2,12.4,1.0
04225_01255,42.25,12.55,42.2,12.5,1.0
04225_01265,42.25,12.65,42.2,12.6,1.0
04225_01275,42.25,12.75,42.2,12.7,1.0
04225_01285,42.25,12.85,42.2,12.8,1.0
04225_01295,42.25,12.95,42.2,12.9,1.0
04225_01305,42.25,13.05,42.2,13.0,1.0
04225_01315,42.25,13.15,42.2,13.1,1.0
04225_01325,42.25,13.25,42.2,13.2,1.0
04225_01335,42.25,13.35,42.2,13.3,1.0
04225_01345,42.25,13.45,42.2,13.4,1.0
04225_01355,42.25,13.55,42.2,13.5,1.0
04225_01365,42.25,13.65,42.2,13.6,1.0
04225_01375,42.25,13.75,42.2,13.7,1.0
