cell_id,parent_id,lat,lon,lat_min,lon_min,land_frac
040262_016388,04025_01635,40.2625,16.3875,40.25,16.375,1.0
040262_016412,04025_01645,40.2625,16.4125,40.25,16.4,1.0
040262_016438,04025_01645,40.2625,16.4375,40.25,16.425,1.0
040262_016462,04025_01645,40.2625,16.4625,40.25,16.45,1.0
040262_016488,04025_01645,40.2625,16.4875,40.25,16.475,1.0
040288_008612,04025_00865,40.2875,8.6125,40.275,8.6,1.0
040288_008638,04025_00865,40.2875,8.6375,40.275,8.625,1.0
040288_008662,04025_00865,40.2875,8.6625,40.275,8.65,1.0
040288_008688,04025_00865,40.2875,8.6875,40.275,8.675,1.0
040288_009112,04025_00915,40.2875,9.1125,40.275,9.1,1.0
040288_009138,04025_00915,40.2875,9.1375,40.275,9.125,1.0
040288_009162,04025_00915,40.2875,9.1625,40.275,9.15,1.0
040288_009188,04025_00915,40.2875,9.1875,40.275,9.175,1.0
040288_009212,04025_00925,40.2875,9.2125,40.275,9.2,1.0
040288_009238,04025_00925,40.2875,9.2375,40.275,9.225,1.0
040288_009262,04025_00925,40.2875,9.2625,40.275,9.25,1.0
040288_009288,04025_00925,40.2875,9.2875,40.275,9.275,1.0
040288_009312,04025_00935,40.2875,9.3125,40.275,9.3,1.0
040288_009338,04025_00935,40.2875,9.3375,40.275,9.325,1.0
040288_009362,04025_00935,40.2875,9.3625,40.275,9.35,1.0
040288_009388,04025_00935,40.2875,9.3875,40.275,9.375,1.0
040288_009412,04025_00945,40.2875,9.4125,40.275,9.4,1.0
040288_009438,04025_00945,40.2875,9.4375,40.275,9.425,1.0
040288_009462,04025_00945,40.2875,9.4625,40.275,9.45,1.0
040288_009488,04025_00945,40.2875,9.4875,40.275,9.475,1.0
040288_009512,04025_00955,40.2875,9.5125,40.275,9.5,1.0
040288_009538,04025_00955,40.2875,9.5375,40.275,9.525,1.0
040288_009562,04025_00955,40.2875,9.5625,40.275,9.55,1.0
040288_009588,04025_00955,40.2875,9.5875,40.275,9.575,1.0
040288_015012,04025_01505,40.2875,15.0125,40.275,15.0,1.0
040288_015038,04025_01505,40.2875,15.0375,40.275,15.025,1.0
040288_015062,04025_01505,40.2875,15.0625,40.275,15.05,1.0
040288_015088,04025_01505,40.2875,15.0875,40.275,15.075,1.0
040288_015112,04025_01515,40.2875,15.1125,40.275,15.1,1.0
040288_015138,04025_01515,40.2875,15.1375,40.275,15.125,1.0
040288_015162,04025_01515,40.2875,15.1625,40.275,15.15,1.0
040288_015188,04025_01515,40.2875,15.1875,40.275,15.175,1.0
040288_015212,04025_01525,40.2875,15.2125,40.275,15.2,1.0
040288_015238,04025_01525,40.2875,15.2375,40.275,15.225,1.0
040288_015262,04025_01525,40.2875,15.2625,40.275,15.25,1.0
040288_015288,04025_01525,40.2875,15.2875,40.275,15.275,1.0
040288_015312,04025_01535,40.2875,15.3125,40.275,15.3,1.0
040288_015338,04025_01535,40.2875,15.3375,40.275,15.325,1.0
040288_015362,04025_01535,40.2875,15.3625,40.275,15.35,1.0
040288_015388,04025_01535,40.2875,15.3875,40.275,15.375,1.0
040288_015412,04025_01545,40.2875,15.4125,40.275,15.4,1.0
040288_015438,04025_01545,40.2875,15.4375,40.275,15.425,1.0
040288_015462,04025_01545,40.2875,15.4625,40.275,15.45,1.0
040288_015488,04025_01545,40.2875,15.4875,40.275,15.475,1.0
040288_015512,04025_01555,40.2875,15.5125,40.275,15.5,1.0
040288_015538,04025_01555,40.2875,15.5375,40.275,15.525,1.0
040288_015562,04025_01555,40.2875,15.5625,40.275,15.55,1.0
040288_015588,04025_01555,40.2875,15.5875,40.275,15.575,1.0
040288_015612,04025_01565,40.2875,15.6125,40.275,15.6,1.0
040288_015638,04025_01565,40.2875,15.6375,40.275,15.625,1.0
040288_015662,04025_01565,40.2875,15.6625,40.275,15.65,1.0
040288_015688,04025_01565,40.2875,15.6875,40.275,15.675,1.0
040288_015712,04025_01575,40.2875,15.7125,40.275,15.7,1.0
040288_015738,04025_01575,40.2875,15.7375,40.275,15.725,1.0
040288_015762,04025_01575,40.2875,15.7625,40.275,15.75,1.0
040288_015788,04025_01575,40.2875,15.7875,40.275,15.775,1.0
040288_015812,04025_01585,40.2875,15.8125,40.275,15.8,1.0
040288_015838,04025_01585,40.2875,15.8375,40.275,15.825,1.0
040288_015862,04025_01585,40.2875,15.8625,40.275,15.85,1.0
040288_015888,04025_01585,40.2875,15.8875,40.275,15.875,1.0
040288_015912,04025_01595,40.2875,15.9125,40.275,15.9,1.0
040288_015938,04025_01595,40.2875,15.9375,40.275,15.925,1.0
040288_015962,04025_01595,40.2875,15.9625,40.275,15.95,1.0
040288_015988,04025_01595,40.2875,15.9875,40.275,15.975,1.0
040288_016012,04025_01605,40.2875,16.0125,40.275,16.0,1.0
040288_016038,04025_01605,40.2875,16.0375,40.275,16.025,1.0
040288_016062,04025_01605,40.2875,16.0625,40.275,16.05,1.0
040288_016087,04025_01605,40.2875,16.0875,40.275,16.075,1.0
040288_016112,04025_01615,40.2875,16.1125,40.275,16.1,1.0
040288_016138,04025_01615,40.2875,16.1375,40.275,16.125,1.0
040288_016163,04025_01615,40.2875,16.1625,40.275,16.15,1.0
040288_016188,04025_01615,40.2875,16.1875,40.275,16.175,1.0
040288_016312,04025_01635,40.2875,16.3125,40.275,16.3,1.0
040288_016337,04025_01635,40.2875,16.3375,40.275,16.325,1.0
040288_016362,04025_01635,40.2875,16.3625,40.275,16.35,1.0
040288_016388,04025_01635,40.2875,16.3875,40.275,16.375,1.0
040288_016412,04025_01645,40.2875,16.4125,40.275,16.4,1.0
040288_016438,04025_01645,40.2875,16.4375,40.275,16.425,1.0
040288_016462,04025_01645,40.2875,16.4625,40.275,16.45,1.0
040288_016488,04025_01645,40.2875,16.4875,40.275,16.475,1.0
040312_008512,04035_00855,40.3125,8.5125,40.3,8.5,1.0
040312_008538,04035_00855,40.3125,8.5375,40.3,8.525,1.0
040312_008562,04035_00855,40.3125,8.5625,40.3,8.55,1.0
040312_008588,04035_00855,40.3125,8.5875,40.3,8.575,1.0
040312_008812,04035_00885,40.3125,8.8125,40.3,8.8,1.0
040312_008838,04035_00885,40.3125,8.8375,40.3,8.825,1.0
040312_008862,04035_00885,40.3125,8.8625,40.3,8.85,1.0
040312_008888,04035_00885,40.3125,8.8875,40.3,8.875,1.0
040312_008912,04035_00895,40.3125,8.9125,40.3,8.9,1.0
040312_008938,04035_00895,40.3125,8.9375,40.3,8.925,1.0
040312_008962,04035_00895,40.3125,8.9625,40.3,8.95,1.0
040312_008988,04035_00895,40.3125,8.9875,40.3,8.975,1.0
040312_009012,04035_00905,40.3125,9.0125,40.3,9.0,1.0
040312_009038,04035_00905,40.3125,9.0375,40.3,9.025,1.0
040312_009062,04035_00905,40.3125,9.0625,40.3,9.05,1.0
040312_009088,04035_00905,40.3125,9.0875,40.3,9.075,1.0
040312_009112,04035_00915,40.3125,9.1125,40.3,9.1,1.0
040312_009138,04035_00915,40.3125,9.1375,40.3,9.125,1.0
040312_009162,04035_00915,40.3125,9.1625,40.3,9.15,1.0
040312_009188,04035_00915,40.3125,9.1875,40.3,9.175,1.0
040312_009212,04035_00925,40.3125,9.2125,40.3,9.2,1.0
040312_009238,04035_00925,40.3125,9.2375,40.3,9.225,1.0
040312_009262,04035_00925,40.3125,9.2625,40.3,9.25,1.0
040312_009288,04035_00925,40.3125,9.2875,40.3,9.275,1.0
040312_009312,04035_00935,40.3125,9.3125,40.3,9.3,1.0
040312_009338,04035_00935,40.3125,9.3375,40.3,9.325,1.0
040312_009362,04035_00935,40.3125,9.3625,40.3,9.35,1.0
040312_009388,04035_00935,40.3125,9.3875,40.3,9.375,1.0
040312_009412,04035_00945,40.3125,9.4125,40.3,9.4,1.0
040312_009438,04035_00945,40.3125,9.4375,40.3,9.425,1.0
040312_009462,04035_00945,40.3125,9.4625,40.3,9.45,1.0
040312_009488,04035_00945,40.3125,9.4875,40.3,9.475,1.0
040312_009612,04035_00965,40.3125,9.6125,40.3,9.6,1.0
040312_009638,04035_00965,40.3125,9.6375,40.3,9.625,1.0
040312_009662,04035_00965,40.3125,9.6625,40.3,9.65,0.5033
040312_015012,04035_01505,40.3125,15.0125,40.3,15.0,1.0
040312_015038,04035_01505,40.3125,15.0375,40.3,15.025,1.0
040312_015062,04035_01505,40.3125,15.0625,40.3,15.05,1.0
040312_015088,04035_01505,40.3125,15.0875,40.3,15.075,1.0
040312_015112,04035_01515,40.3125,15.1125,40.3,15.1,1.0
040312_015138,04035_01515,40.3125,15.1375,40.3,15.125,1.0
040312_015162,04035_01515,40.3125,15.1625,40.3,15.15,1.0
040312_015188,04035_01515,40.3125,15.1875,40.3,15.175,1.0
040312_015212,04035_01525,40.3125,15.2125,40.3,15.2,1.0
040312_015238,04035_01525,40.3125,15.2375,40.3,15.225,1.0
040312_015262,04035_01525,40.3125,15.2625,40.3,15.25,1.0
040312_015288,04035_01525,40.3125,15.2875,40.3,15.275,1.0
040312_015312,04035_01535,40.3125,15.3125,40.3,15.3,1.0
040312_015338,04035_01535,40.3125,15.3375,40.3,15.325,1.0
040312_015362,04035_01535,40.3125,15.3625,40.3,15.35,1.0
040312_015388,04035_01535,40.3125,15.3875,40.3,15.375,1.0
040312_015412,04035_01545,40.3125,15.4125,40.3,15.4,1.0
040312_015438,04035_01545,40.3125,15.4375,40.3,15.425,1.0
040312_015462,04035_01545,40.3125,15.4625,40.3,15.45,1.0
040312_015488,04035_01545,40.3125,15.4875,40.3,15.475,1.0
040312_015512,04035_01555,40.3125,15.5125,40.3,15.5,1.0
040312_015538,04035_01555,40.3125,15.5375,40.3,15.525,1.0
040312_015562,04035_01555,40.3125,15.5625,40.3,15.55,1.0
040312_015588,04035_01555,40.3125,15.5875,40.3,15.575,1.0
040312_015612,04035_01565,40.3125,15.6125,40.3,15.6,1.0
040312_015638,04035_01565,40.3125,15.6375,40.3,15.625,1.0
040312_015662,04035_01565,40.3125,15.6625,40.3,15.65,1.0
040312_015688,04035_01565,40.3125,15.6875,40.3,15.675,1.0
040312_015712,04035_01575,40.3125,15.7125,40.3,15.7,1.0
040312_015738,04035_01575,40.3125,15.7375,40.3,15.725,1.0
040312_015762,04035_01575,40.3125,15.7625,40.3,15.75,1.0
040312_015788,04035_01575,40.3125,15.7875,40.3,15.775,1.0
040312_015812,04035_01585,40.3125,15.8125,40.3,15.8,1.0
040312_015838,04035_01585,40.3125,15.8375,40.3,15.825,1.0
040312_015862,04035_01585,40.3125,15.8625,40.3,15.85,1.0
040312_015888,04035_01585,40.3125,15.8875,40.3,15.875,1.0
040312_015912,04035_01595,40.3125,15.9125,40.3,15.9,1.0
040312_015938,04035_01595,40.3125,15.9375,40.3,15.925,1.0
040312_015962,04035_01595,40.3125,15.9625,40.3,15.95,1.0
040312_015988,04035_01595,40.3125,15.9875,40.3,15.975,1.0
040312_016012,04035_01605,40.3125,16.0125,40.3,16.0,1.0
040312_016038,04035_01605,40.3125,16.0375,40.3,16.025,1.0
040312_016062,04035_01605,40.3125,16.0625,40.3,16.05,1.0
040312_016087,04035_01605,40.3125,16.0875,40.3,16.075,1.0
040312_016112,04035_01615,40.3125,16.1125,40.3,16.1,1.0
040312_016138,04035_01615,40.3125,16.1375,40.3,16.125,1.0
040312_016163,04035_01615,40.3125,16.1625,40.3,16.15,1.0
040312_016188,04035_01615,40.3125,16.1875,40.3,16.175,1.0
040312_016212,04035_01625,40.3125,16.2125,40.3,16.2,1.0
040312_016238,04035_01625,40.3125,16.2375,40.3,16.225,1.0
040312_016262,04035_01625,40.3125,16.2625,40.3,16.25,1.0
040312_016288,04035_01625,40.3125,16.2875,40.3,16.275,1.0
040312_016312,04035_01635,40.3125,16.3125,40.3,16.3,1.0
040312_016337,04035_01635,40.3125,16.3375,40.3,16.325,1.0
040312_016362,04035_01635,40.3125,16.3625,40.3,16.35,1.0
040312_016388,04035_01635,40.3125,16.3875,40.3,16.375,1.0
040312_016512,04035_01655,40.3125,16.5125,40.3,16.5,1.0
040312_016538,04035_01655,40.3125,16.5375,40.3,16.525,1.0
040312_016562,04035_01655,40.3125,16.5625,40.3,16.55,1.0
040312_016588,04035_01655,40.3125,16.5875,40.3,16.575,1.0
040312_016612,04035_01665,40.3125,16.6125,40.3,16.6,1.0
040312_016638,04035_01665,40.3125,16.6375,40.3,16.625,1.0
040312_016662,04035_01665,40.3125,16.6625,40.3,16.65,1.0
040312_016688,04035_01665,40.3125,16.6875,40.3,16.675,1.0
040338_008512,04035_00855,40.3375,8.5125,40.325,8.5,1.0
040338_008538,04035_00855,40.3375,8.5375,40.325,8.525,1.0
040338_008562,04035_00855,40.3375,8.5625,40.325,8.55,1.0
040338_008588,04035_00855,40.3375,8.5875,40.325,8.575,1.0
040338_008812,04035_00885,40.3375,8.8125,40.325,8.8,1.0
040338_008838,04035_00885,40.3375,8.8375,40.325,8.825,1.0
040338_008862,04035_00885,40.3375,8.8625,40.325,8.85,1.0
040338_008888,04035_00885,40.3375,8.8875,40.325,8.875,1.0
040338_008912,04035_00895,40.3375,8.9125,40.325,8.9,1.0
040338_008938,04035_00895,40.3375,8.9375,40.325,8.925,1.0
040338_008962,04035_00895,40.3375,8.9625,40.325,8.95,1.0
040338_008988,04035_00895,40.3375,8.9875,40.325,8.975,1.0
040338_009012,04035_00905,40.3375,9.0125,40.325,9.0,1.0
040338_009038,04035_00905,40.3375,9.0375,40.325,9.025,1.0
040338_009062,04035_00905,40.3375,9.0625,40.325,9.05,1.0
040338_009088,04035_00905,40.3375,9.0875,40.325,9.075,1.0
040338_009112,04035_00915,40.3375,9.1125,40.325,9.1,1.0
040338_009138,04035_00915,40.3375,9.1375,40.325,9.125,1.0
040338_009162,04035_00915,40.3375,9.1625,40.325,9.15,1.0
040338_009188,04035_00915,40.3375,9.1875,40.325,9.175,1.0
040338_009212,04035_00925,40.3375,9.2125,40.325,9.2,1.0
040338_009238,04035_00925,40.3375,9.2375,40.325,9.225,1.0
040338_009262,04035_00925,40.3375,9.2625,40.325,9.25,1.0
040338_009288,04035_00925,40.3375,9.2875,40.325,9.275,1.0
040338_009312,04035_00935,40.3375,9.3125,40.325,9.3,1.0
040338_009338,04035_00935,40.3375,9.3375,40.325,9.325,1.0
040338_009362,04035_00935,40.3375,9.3625,40.325,9.35,1.0
040338_009388,04035_00935,40.3375,9.3875,40.325,9.375,1.0
040338_009412,04035_00945,40.3375,9.4125,40.325,9.4,1.0
040338_009438,04035_00945,40.3375,9.4375,40.325,9.425,1.0
040338_009462,04035_00945,40.3375,9.4625,40.325,9.45,1.0
040338_009488,04035_00945,40.3375,9.4875,40.325,9.475,1.0
040338_009612,04035_00965,40.3375,9.6125,40.325,9.6,1.0
040338_009638,04035_00965,40.3375,9.6375,40.325,9.625,1.0
040338_009662,04035_00965,40.3375,9.6625,40.325,9.65,0.9943
040338_009688,04035_00965,40.3375,9.6875,40.325,9.675,0.3533
040338_015012,04035_01505,40.3375,15.0125,40.325,15.0,1.0
040338_015038,04035_01505,40.3375,15.0375,40.325,15.025,1.0
040338_015062,04035_01505,40.3375,15.0625,40.325,15.05,1.0
040338_015088,04035_01505,40.3375,15.0875,40.325,15.075,1.0
040338_015112,04035_01515,40.3375,15.1125,40.325,15.1,1.0
040338_015138,04035_01515,40.3375,15.1375,40.325,15.125,1.0
040338_015162,04035_01515,40.3375,15.1625,40.325,15.15,1.0
040338_015188,04035_01515,40.3375,15.1875,40.325,15.175,1.0
040338_015212,04035_01525,40.3375,15.2125,40.325,15.2,1.0
040338_015238,04035_01525,40.3375,15.2375,40.325,15.225,1.0
040338_015262,04035_01525,40.3375,15.2625,40.325,15.25,1.0
040338_015288,04035_01525,40.3375,15.2875,40.325,15.275,1.0
040338_015312,04035_01535,40.3375,15.3125,40.325,15.3,1.0
040338_015338,04035_01535,40.3375,15.3375,40.325,15.325,1.0
040338_015362,04035_01535,40.3375,15.3625,40.325,15.35,1.0
040338_015388,04035_01535,40.3375,15.3875,40.325,15.375,1.0
040338_015412,04035_01545,40.3375,15.4125,40.325,15.4,1.0
040338_015438,04035_01545,40.3375,15.4375,40.325,15.425,1.0
040338_015462,04035_01545,40.3375,15.4625,40.325,15.45,1.0
040338_015488,04035_01545,40.3375,15.4875,40.325,15.475,1.0
040338_015512,04035_01555,40.3375,15.5125,40.325,15.5,1.0
040338_015538,04035_01555,40.3375,15.5375,40.325,15.525,1.0
040338_015562,04035_01555,40.3375,15.5625,40.325,15.55,1.0
040338_015588,04035_01555,40.3375,15.5875,40.325,15.575,1.0
040338_015612,04035_01565,40.3375,15.6125,40.325,15.6,1.0
040338_015638,04035_01565,40.3375,15.6375,40.325,15.625,1.0
040338_015662,04035_01565,40.3375,15.6625,40.325,15.65,1.0
040338_015688,04035_01565,40.3375,15.6875,40.325,15.675,1.0
040338_015712,04035_01575,40.3375,15.7125,40.325,15.7,1.0
040338_015738,04035_01575,40.3375,15.7375,40.325,15.725,1.0
040338_015762,04035_01575,40.3375,15.7625,40.325,15.75,1.0
040338_015788,04035_01575,40.3375,15.7875,40.325,15.775,1.0
040338_015812,04035_01585,40.3375,15.8125,40.325,15.8,1.0
040338_015838,04035_01585,40.3375,15.8375,40.325,15.825,1.0
040338_015862,04035_01585,40.3375,15.8625,40.325,15.85,1.0
040338_015888,04035_01585,40.3375,15.8875,40.325,15.875,1.0
040338_015912,04035_01595,40.3375,15.9125,40.325,15.9,1.0
040338_015938,04035_01595,40.3375,15.9375,40.325,15.925,1.0
040338_015962,04035_01595,40.3375,15.9625,40.325,15.95,1.0
040338_015988,04035_01595,40.3375,15.9875,40.325,15.975,1.0
040338_016012,04035_01605,40.3375,16.0125,40.325,16.0,1.0
040338_016038,04035_01605,40.3375,16.0375,40.325,16.025,1.0
040338_016062,04035_01605,40.3375,16.0625,40.325,16.05,1.0
040338_016087,04035_01605,40.3375,16.0875,40.325,16.075,1.0
040338_016112,04035_01615,40.3375,16.1125,40.325,16.1,1.0
040338_016138,04035_01615,40.3375,16.1375,40.325,16.125,1.0
040338_016163,04035_01615,40.3375,16.1625,40.325,16.15,1.0
040338_016188,04035_01615,40.3375,16.1875,40.325,16.175,1.0
040338_016212,04035_01625,40.3375,16.2125,40.325,16.2,1.0
040338_016238,04035_01625,40.3375,16.2375,40.325,16.225,1.0
040338_016262,04035_01625,40.3375,16.2625,40.325,16.25,1.0
040338_016288,04035_01625,40.3375,16.2875,40.325,16.275,1.0
040338_016312,04035_01635,40.3375,16.3125,40.325,16.3,1.0
040338_016337,04035_01635,40.3375,16.3375,40.325,16.325,1.0
040338_016362,04035_01635,40.3375,16.3625,40.325,16.35,1.0
040338_016388,04035_01635,40.3375,16.3875,40.325,16.375,1.0
040338_016512,04035_01655,40.3375,16.5125,40.325,16.5,1.0
040338_016538,04035_01655,40.3375,16.5375,40.325,16.525,1.0
040338_016562,04035_01655,40.3375,16.5625,40.325,16.55,1.0
040338_016588,04035_01655,40.3375,16.5875,40.325,16.575,1.0
040338_016612,04035_01665,40.3375,16.6125,40.325,16.6,1.0
040338_016638,04035_01665,40.3375,16.6375,40.325,16.625,1.0
040338_016662,04035_01665,40.3375,16.6625,40.325,16.65,1.0
040338_016688,04035_01665,40.3375,16.6875,40.325,16.675,1.0
040362_008512,04035_00855,40.3625,8.5125,40.35,8.5,1.0
040362_008538,04035_00855,40.3625,8.5375,40.35,8.525,1.0
040362_008562,04035_00855,40.3625,8.5625,40.35,8.55,1.0
040362_008588,04035_00855,40.3625,8.5875,40.35,8.575,1.0
040362_008812,04035_00885,40.3625,8.8125,40.35,8.8,1.0
040362_008838,04035_00885,40.3625,8.8375,40.35,8.825,1.0
040362_008862,04035_00885,40.3625,8.8625,40.35,8.85,1.0
040362_008888,04035_00885,40.3625,8.8875,40.35,8.875,1.0
040362_008912,04035_00895,40.3625,8.9125,40.35,8.9,1.0
040362_008938,04035_00895,40.3625,8.9375,40.35,8.925,1.0
040362_008962,04035_00895,40.3625,8.9625,40.35,8.95,1.0
040362_008988,04035_00895,40.3625,8.9875,40.35,8.975,1.0
040362_009012,04035_00905,40.3625,9.0125,40.35,9.0,1.0
040362_009038,04035_00905,40.3625,9.0375,40.35,9.025,1.0
040362_009062,04035_00905,40.3625,9.0625,40.35,9.05,1.0
040362_009088,04035_00905,40.3625,9.0875,40.35,9.075,1.0
040362_009112,04035_00915,40.3625,9.1125,40.35,9.1,1.0
040362_009138,04035_00915,40.3625,9.1375,40.35,9.125,1.0
040362_009162,04035_00915,40.3625,9.1625,40.35,9.15,1.0
040362_009188,04035_00915,40.3625,9.1875,40.35,9.175,1.0
040362_009212,04035_00925,40.3625,9.2125,40.35,9.2,1.0
040362_009238,04035_00925,40.3625,9.2375,40.35,9.225,1.0
040362_009262,04035_00925,40.3625,9.2625,40.35,9.25,1.0
040362_009288,04035_00925,40.3625,9.2875,40.35,9.275,1.0
040362_009312,04035_00935,40.3625,9.3125,40.35,9.3,1.0
040362_009338,04035_00935,40.3625,9.3375,40.35,9.325,1.0
040362_009362,04035_00935,40.3625,9.3625,40.35,9.35,1.0
040362_009388,04035_00935,40.3625,9.3875,40.35,9.375,1.0
040362_009412,04035_00945,40.3625,9.4125,40.35,9.4,1.0
040362_009438,04035_00945,40.3625,9.4375,40.35,9.425,1.0
040362_009462,04035_00945,40.3625,9.4625,40.35,9.45,1.0
040362_009488,04035_00945,40.3625,9.4875,40.35,9.475,1.0
040362_009612,04035_00965,40.3625,9.6125,40.35,9.6,1.0
040362_009638,04035_00965,40.3625,9.6375,40.35,9.625,1.0
040362_009662,04035_00965,40.3625,9.6625,40.35,9.65,1.0
040362_009688,04035_00965,40.3625,9.6875,40.35,9.675,0.9941
040362_015012,04035_01505,40.3625,15.0125,40.35,15.0,0.9942
040362_015038,04035_01505,40.3625,15.0375,40.35,15.025,1.0
040362_015062,04035_01505,40.3625,15.0625,40.35,15.05,1.0
040362_015088,04035_01505,40.3625,15.0875,40.35,15.075,1.0
040362_015112,04035_01515,40.3625,15.1125,40.35,15.1,1.0
040362_015138,04035_01515,40.3625,15.1375,40.35,15.125,1.0
040362_015162,04035_01515,40.3625,15.1625,40.35,15.15,1.0
040362_015188,04035_01515,40.3625,15.1875,40.35,15.175,1.0
040362_015212,04035_01525,40.3625,15.2125,40.35,15.2,1.0
040362_015238,04035_01525,40.3625,15.2375,40.35,15.225,1.0
040362_015262,04035_01525,40.3625,15.2625,40.35,15.25,1.0
040362_015288,04035_01525,40.3625,15.2875,40.35,15.275,1.0
040362_015312,04035_01535,40.3625,15.3125,40.35,15.3,1.0
040362_015338,04035_01535,40.3625,15.3375,40.35,15.325,1.0
040362_015362,04035_01535,40.3625,15.3625,40.35,15.35,1.0
040362_015388,04035_01535,40.3625,15.3875,40.35,15.375,1.0
040362_015412,04035_01545,40.3625,15.4125,40.35,15.4,1.0
040362_015438,04035_01545,40.3625,15.4375,40.35,15.425,1.0
040362_015462,04035_01545,40.3625,15.4625,40.35,15.45,1.0
040362_015488,04035_01545,40.3625,15.4875,40.35,15.475,1.0
040362_015512,04035_01555,40.3625,15.5125,40.35,15.5,1.0
040362_015538,04035_01555,40.3625,15.5375,40.35,15.525,1.0
040362_015562,04035_01555,40.3625,15.5625,40.35,15.55,1.0
040362_015588,04035_01555,40.3625,15.5875,40.35,15.575,1.0
040362_015612,04035_01565,40.3625,15.6125,40.35,15.6,1.0
040362_015638,04035_01565,40.3625,15.6375,40.35,15.625,1.0
040362_015662,04035_01565,40.3625,15.6625,40.35,15.65,1.0
040362_015688,04035_01565,40.3625,15.6875,40.35,15.675,1.0
040362_015712,04035_01575,40.3625,15.7125,40.35,15.7,1.0
040362_015738,04035_01575,40.3625,15.7375,40.35,15.725,1.0
040362_015762,04035_01575,40.3625,15.7625,40.35,15.75,1.0
040362_015788,04035_01575,40.3625,15.7875,40.35,15.775,1.0
040362_015812,04035_01585,40.3625,15.8125,40.35,15.8,1.0
040362_015838,04035_01585,40.3625,15.8375,40.35,15.825,1.0
040362_015862,04035_01585,40.3625,15.8625,40.35,15.85,1.0
040362_015888,04035_01585,40.3625,15.8875,40.35,15.875,1.0
040362_015912,04035_01595,40.3625,15.9125,40.35,15.9,1.0
040362_015938,04035_01595,40.3625,15.9375,40.35,15.925,1.0
040362_015962,04035_01595,40.3625,15.9625,40.35,15.95,1.0
040362_015988,04035_01595,40.3625,15.9875,40.35,15.975,1.0
040362_016012,04035_01605,40.3625,16.0125,40.35,16.0,1.0
040362_016038,04035_01605,40.3625,16.0375,40.35,16.025,1.0
040362_016062,04035_01605,40.3625,16.0625,40.35,16.05,1.0
040362_016087,04035_01605,40.3625,16.0875,40.35,16.075,1.0
040362_016112,04035_01615,40.3625,16.1125,40.35,16.1,1.0
040362_016138,04035_01615,40.3625,16.1375,40.35,16.125,1.0
040362_016163,04035_01615,40.3625,16.1625,40.35,16.15,1.0
040362_016188,04035_01615,40.3625,16.1875,40.35,16.175,1.0
040362_016212,04035_01625,40.3625,16.2125,40.35,16.2,1.0
040362_016238,04035_01625,40.3625,16.2375,40.35,16.225,1.0
040362_016262,04035_01625,40.3625,16.2625,40.35,16.25,1.0
040362_016288,04035_01625,40.3625,16.2875,40.35,16.275,1.0
040362_016312,04035_01635,40.3625,16.3125,40.35,16.3,1.0
040362_016337,04035_01635,40.3625,16.3375,40.35,16.325,1.0
040362_016362,04035_01635,40.3625,16.3625,40.35,16.35,1.0
040362_016388,04035_01635,40.3625,16.3875,40.35,16.375,1.0
040362_016512,04035_01655,40.3625,16.5125,40.35,16.5,1.0
040362_016538,04035_01655,40.3625,16.5375,40.35,16.525,1.0
040362_016562,04035_01655,40.3625,16.5625,40.35,16.55,1.0
040362_016588,04035_01655,40.3625,16.5875,40.35,16.575,1.0
040362_016612,04035_01665,40.3625,16.6125,40.35,16.6,1.0
040362_016638,04035_01665,40.3625,16.6375,40.35,16.625,1.0
040362_016662,04035_01665,40.3625,16.6625,40.35,16.65,1.0
040362_016688,04035_01665,40.3625,16.6875,40.35,16.675,1.0
040388_008512,04035_00855,40.3875,8.5125,40.375,8.5,1.0
040388_008538,04035_00855,40.3875,8.5375,40.375,8.525,1.0
040388_008562,04035_00855,40.3875,8.5625,40.375,8.55,1.0
040388_008588,04035_00855,40.3875,8.5875,40.375,8.575,1.0
040388_008812,04035_00885,40.3875,8.8125,40.375,8.8,1.0
040388_008838,04035_00885,40.3875,8.8375,40.375,8.825,1.0
040388_008862,04035_00885,40.3875,8.8625,40.375,8.85,1.0
040388_008888,04035_00885,40.3875,8.8875,40.375,8.875,1.0
040388_008912,04035_00895,40.3875,8.9125,40.375,8.9,1.0
040388_008938,04035_00895,40.3875,8.9375,40.375,8.925,1.0
040388_008962,04035_00895,40.3875,8.9625,40.375,8.95,1.0
040388_008988,04035_00895,40.3875,8.9875,40.375,8.975,1.0
040388_009012,04035_00905,40.3875,9.0125,40.375,9.0,1.0
040388_009038,04035_00905,40.3875,9.0375,40.375,9.025,1.0
040388_009062,04035_00905,40.3875,9.0625,40.375,9.05,1.0
040388_009088,04035_00905,40.3875,9.0875,40.375,9.075,1.0
040388_009112,04035_00915,40.3875,9.1125,40.375,9.1,1.0
040388_009138,04035_00915,40.3875,9.1375,40.375,9.125,1.0
040388_009162,04035_00915,40.3875,9.1625,40.375,9.15,1.0
040388_009188,04035_00915,40.3875,9.1875,40.375,9.175,1.0
040388_009212,04035_00925,40.3875,9.2125,40.375,9.2,1.0
040388_009238,04035_00925,40.3875,9.2375,40.375,9.225,1.0
040388_009262,04035_00925,40.3875,9.2625,40.375,9.25,1.0
040388_009288,04035_00925,40.3875,9.2875,40.375,9.275,1.0
040388_009312,04035_00935,40.3875,9.3125,40.375,9.3,1.0
040388_009338,04035_00935,40.3875,9.3375,40.375,9.325,1.0
