cell_id,parent_id,lat,lon,lat_min,lon_min,land_frac
042162_011938,04215_01195,42.1625,11.9375,42.15,11.925,1.0
042162_011962,04215_01195,42.1625,11.9625,42.15,11.95,1.0
042162_011988,04215_01195,42.1625,11.9875,42.15,11.975,1.0
042162_012012,04215_01205,42.1625,12.0125,42.15,12.0,1.0
042162_012038,04215_01205,42.1625,12.0375,42.15,12.025,1.0
042162_012062,04215_01205,42.1625,12.0625,42.15,12.05,1.0
042162_012088,04215_01205,42.1625,12.0875,42.15,12.075,1.0
042162_012112,04215_01215,42.1625,12.1125,42.15,12.1,1.0
042162_012138,04215_01215,42.1625,12.1375,42.15,12.125,1.0
042162_012162,04215_01215,42.1625,12.1625,42.15,12.15,1.0
042162_012188,04215_01215,42.1625,12.1875,42.15,12.175,1.0
042162_012212,04215_01225,42.1625,12.2125,42.15,12.2,1.0
042162_012238,04215_01225,42.1625,12.2375,42.15,12.225,1.0
042162_012262,04215_01225,42.1625,12.2625,42.15,12.25,1.0
042162_012288,04215_01225,42.1625,12.2875,42.15,12.275,1.0
042162_012312,04215_01235,42.1625,12.3125,42.15,12.3,1.0
042162_012338,04215_01235,42.1625,12.3375,42.15,12.325,1.0
042162_012362,04215_01235,42.1625,12.3625,42.15,12.35,1.0
042162_012388,04215_01235,42.1625,12.3875,42.15,12.375,1.0
042162_012412,04215_01245,42.1625,12.4125,42.15,12.4,1.0
042162_012438,04215_01245,42.1625,12.4375,42.15,12.425,1.0
042162_012462,04215_01245,42.1625,12.4625,42.15,12.45,1.0
042162_012488,04215_01245,42.1625,12.4875,42.15,12.475,1.0
042162_012512,04215_01255,42.1625,12.5125,42.15,12.5,1.0
042162_012538,04215_01255,42.1625,12.5375,42.15,12.525,1.0
042162_012562,04215_01255,42.1625,12.5625,42.15,12.55,1.0
042162_012588,04215_01255,42.1625,12.5875,42.15,12.575,1.0
042162_012812,04215_01285,42.1625,12.8125,42.15,12.8,1.0
042162_012838,04215_01285,42.1625,12.8375,42.15,12.825,1.0
042162_012862,04215_01285,42.1625,12.8625,42.15,12.85,1.0
042162_012888,04215_01285,42.1625,12.8875,42.15,12.875,1.0
042162_012912,04215_01295,42.1625,12.9125,42.15,12.9,1.0
042162_012938,04215_01295,42.1625,12.9375,42.15,12.925,1.0
042162_012962,04215_01295,42.1625,12.9625,42.15,12.95,1.0
042162_012988,04215_01295,42.1625,12.9875,42.15,12.975,1.0
042162_013012,04215_01305,42.1625,13.0125,42.15,13.0,1.0
042162_013038,04215_01305,42.1625,13.0375,42.15,13.025,1.0
042162_013062,04215_01305,42.1625,13.0625,42.15,13.05,1.0
042162_013088,04215_01305,42.1625,13.0875,42.15,13.075,1.0
042162_013112,04215_01315,42.1625,13.1125,42.15,13.1,1.0
042162_013138,04215_01315,42.1625,13.1375,42.15,13.125,1.0
042162_013162,04215_01315,42.1625,13.1625,42.15,13.15,1.0
042162_013188,04215_01315,42.1625,13.1875,42.15,13.175,1.0
042162_013212,04215_01325,42.1625,13.2125,42.15,13.2,1.0
042162_013238,04215_01325,42.1625,13.2375,42.15,13.225,1.0
042162_013262,04215_01325,42.1625,13.2625,42.15,13.25,1.0
042162_013288,04215_01325,42.1625,13.2875,42.15,13.275,1.0
042162_013312,04215_01335,42.1625,13.3125,42.15,13.3,1.0
042162_013338,04215_01335,42.1625,13.3375,42.15,13.325,1.0
042162_013362,04215_01335,42.1625,13.3625,42.15,13.35,1.0
042162_013388,04215_01335,42.1625,13.3875,42.15,13.375,1.0
042162_013412,04215_01345,42.1625,13.4125,42.15,13.4,1.0
042162_013438,04215_01345,42.1625,13.4375,42.15,13.425,1.0
042162_013462,04215_01345,42.1625,13.4625,42.15,13.45,1.0
042162_013488,04215_01345,42.1625,13.4875,42.15,13.475,1.0
042162_013512,04215_01355,42.1625,13.5125,42.15,13.5,1.0
042162_013538,04215_01355,42.1625,13.5375,42.15,13.525,1.0
042162_013562,04215_01355,42.1625,13.5625,42.15,13.55,1.0
042162_013588,04215_01355,42.1625,13.5875,42.15,13.575,1.0
042162_013612,04215_01365,42.1625,13.6125,42.15,13.6,1.0
042162_013638,04215_01365,42.1625,13.6375,42.15,13.625,1.0
042162_013662,04215_01365,42.1625,13.6625,42.15,13.65,1.0
042162_013688,04215_01365,42.1625,13.6875,42.15,13.675,1.0
042162_013712,04215_01375,42.1625,13.7125,42.15,13.7,1.0
042162_013738,04215_01375,42.1625,13.7375,42.15,13.725,1.0
042162_013762,04215_01375,42.1625,13.7625,42.15,13.75,1.0
042162_013788,04215_01375,42.1625,13.7875,42.15,13.775,1.0
042162_013812,04215_01385,42.1625,13.8125,42.15,13.8,1.0
042162_013838,04215_01385,42.1625,13.8375,42.15,13.825,1.0
042162_013862,04215_01385,42.1625,13.8625,42.15,13.85,1.0
042162_013888,04215_01385,42.1625,13.8875,42.15,13.875,1.0
042162_013912,04215_01395,42.1625,13.9125,42.15,13.9,1.0
042162_013938,04215_01395,42.1625,13.9375,42.15,13.925,1.0
042162_013962,04215_01395,42.1625,13.9625,42.15,13.95,1.0
042162_013988,04215_01395,42.1625,13.9875,42.15,13.975,1.0
042162_014012,04215_01405,42.1625,14.0125,42.15,14.0,1.0
042162_014038,04215_01405,42.1625,14.0375,42.15,14.025,1.0
042162_014062,04215_01405,42.1625,14.0625,42.15,14.05,1.0
042162_014088,04215_01405,42.1625,14.0875,42.15,14.075,1.0
042162_014112,04215_01415,42.1625,14.1125,42.15,14.1,1.0
042162_014138,04215_01415,42.1625,14.1375,42.15,14.125,1.0
042162_014162,04215_01415,42.1625,14.1625,42.15,14.15,1.0
042162_014188,04215_01415,42.1625,14.1875,42.15,14.175,1.0
042162_014212,04215_01425,42.1625,14.2125,42.15,14.2,1.0
042162_014238,04215_01425,42.1625,14.2375,42.15,14.225,1.0
042162_014262,04215_01425,42.1625,14.2625,42.15,14.25,1.0
042162_014288,04215_01425,42.1625,14.2875,42.15,14.275,1.0
042188_011812,04215_01185,42.1875,11.8125,42.175,11.8,1.0
042188_011838,04215_01185,42.1875,11.8375,42.175,11.825,1.0
042188_011862,04215_01185,42.1875,11.8625,42.175,11.85,1.0
042188_011888,04215_01185,42.1875,11.8875,42.175,11.875,1.0
042188_011912,04215_01195,42.1875,11.9125,42.175,11.9,1.0
042188_011938,04215_01195,42.1875,11.9375,42.175,11.925,1.0
042188_011962,04215_01195,42.1875,11.9625,42.175,11.95,1.0
042188_011988,04215_01195,42.1875,11.9875,42.175,11.975,1.0
042188_012012,04215_01205,42.1875,12.0125,42.175,12.0,1.0
042188_012038,04215_01205,42.1875,12.0375,42.175,12.025,1.0
042188_012062,04215_01205,42.1875,12.0625,42.175,12.05,1.0
042188_012088,04215_01205,42.1875,12.0875,42.175,12.075,1.0
042188_012112,04215_01215,42.1875,12.1125,42.175,12.1,1.0
042188_012138,04215_01215,42.1875,12.1375,42.175,12.125,1.0
042188_012162,04215_01215,42.1875,12.1625,42.175,12.15,1.0
042188_012188,04215_01215,42.1875,12.1875,42.175,12.175,1.0
042188_012212,04215_01225,42.1875,12.2125,42.175,12.2,1.0
042188_012238,04215_01225,42.1875,12.2375,42.175,12.225,1.0
042188_012262,04215_01225,42.1875,12.2625,42.175,12.25,1.0
042188_012288,04215_01225,42.1875,12.2875,42.175,12.275,1.0
042188_012312,04215_01235,42.1875,12.3125,42.175,12.3,1.0
042188_012338,04215_01235,42.1875,12.3375,42.175,12.325,1.0
042188_012362,04215_01235,42.1875,12.3625,42.175,12.35,1.0
042188_012388,04215_01235,42.1875,12.3875,42.175,12.375,1.0
042188_012412,04215_01245,42.1875,12.4125,42.175,12.4,1.0
042188_012438,04215_01245,42.1875,12.4375,42.175,12.425,1.0
042188_012462,04215_01245,42.1875,12.4625,42.175,12.45,1.0
042188_012488,04215_01245,42.1875,12.4875,42.175,12.475,1.0
042188_012512,04215_01255,42.1875,12.5125,42.175,12.5,1.0
042188_012538,04215_01255,42.1875,12.5375,42.175,12.525,1.0
042188_012562,04215_01255,42.1875,12.5625,42.175,12.55,1.0
042188_012588,04215_01255,42.1875,12.5875,42.175,12.575,1.0
042188_012812,04215_01285,42.1875,12.8125,42.175,12.8,1.0
042188_012838,04215_01285,42.1875,12.8375,42.175,12.825,1.0
042188_012862,04215_01285,42.1875,12.8625,42.175,12.85,1.0
042188_012888,04215_01285,42.1875,12.8875,42.175,12.875,1.0
042188_012912,04215_01295,42.1875,12.9125,42.175,12.9,1.0
042188_012938,04215_01295,42.1875,12.9375,42.175,12.925,1.0
042188_012962,04215_01295,42.1875,12.9625,42.175,12.95,1.0
042188_012988,04215_01295,42.1875,12.9875,42.175,12.975,1.0
042188_013012,04215_01305,42.1875,13.0125,42.175,13.0,1.0
042188_013038,04215_01305,42.1875,13.0375,42.175,13.025,1.0
042188_013062,04215_01305,42.1875,13.0625,42.175,13.05,1.0
042188_013088,04215_01305,42.1875,13.0875,42.175,13.075,1.0
042188_013112,04215_01315,42.1875,13.1125,42.175,13.1,1.0
042188_013138,04215_01315,42.1875,13.1375,42.175,13.125,1.0
042188_013162,04215_01315,42.1875,13.1625,42.175,13.15,1.0
042188_013188,04215_01315,42.1875,13.1875,42.175,13.175,1.0
042188_013212,04215_01325,42.1875,13.2125,42.175,13.2,1.0
042188_013238,04215_01325,42.1875,13.2375,42.175,13.225,1.0
042188_013262,04215_01325,42.1875,13.2625,42.175,13.25,1.0
042188_013288,04215_01325,42.1875,13.2875,42.175,13.275,1.0
042188_013312,04215_01335,42.1875,13.3125,42.175,13.3,1.0
042188_013338,04215_01335,42.1875,13.3375,42.175,13.325,1.0
042188_013362,04215_01335,42.1875,13.3625,42.175,13.35,1.0
042188_013388,04215_01335,42.1875,13.3875,42.175,13.375,1.0
042188_013412,04215_01345,42.1875,13.4125,42.175,13.4,1.0
042188_013438,04215_01345,42.1875,13.4375,42.175,13.425,1.0
042188_013462,04215_01345,42.1875,13.4625,42.175,13.45,1.0
042188_013488,04215_01345,42.1875,13.4875,42.175,13.475,1.0
042188_013512,04215_01355,42.1875,13.5125,42.175,13.5,1.0
042188_013538,04215_01355,42.1875,13.5375,42.175,13.525,1.0
042188_013562,04215_01355,42.1875,13.5625,42.175,13.55,1.0
042188_013588,04215_01355,42.1875,13.5875,42.175,13.575,1.0
042188_013612,04215_01365,42.1875,13.6125,42.175,13.6,1.0
042188_013638,04215_01365,42.1875,13.6375,42.175,13.625,1.0
042188_013662,04215_01365,42.1875,13.6625,42.175,13.65,1.0
042188_013688,04215_01365,42.1875,13.6875,42.175,13.675,1.0
042188_013712,04215_01375,42.1875,13.7125,42.175,13.7,1.0
042188_013738,04215_01375,42.1875,13.7375,42.175,13.725,1.0
042188_013762,04215_01375,42.1875,13.7625,42.175,13.75,1.0
042188_013788,04215_01375,42.1875,13.7875,42.175,13.775,1.0
042188_013812,04215_01385,42.1875,13.8125,42.175,13.8,1.0
042188_013838,04215_01385,42.1875,13.8375,42.175,13.825,1.0
042188_013862,04215_01385,42.1875,13.8625,42.175,13.85,1.0
042188_013888,04215_01385,42.1875,13.8875,42.175,13.875,1.0
042188_013912,04215_01395,42.1875,13.9125,42.175,13.9,1.0
042188_013938,04215_01395,42.1875,13.9375,42.175,13.925,1.0
042188_013962,04215_01395,42.1875,13.9625,42.175,13.95,1.0
042188_013988,04215_01395,42.1875,13.9875,42.175,13.975,1.0
042188_014012,04215_01405,42.1875,14.0125,42.175,14.0,1.0
042188_014038,04215_01405,42.1875,14.0375,42.175,14.025,1.0
042188_014062,04215_01405,42.1875,14.0625,42.175,14.05,1.0
042188_014088,04215_01405,42.1875,14.0875,42.175,14.075,1.0
042188_014112,04215_01415,42.1875,14.1125,42.175,14.1,1.0
042188_014138,04215_01415,42.1875,14.1375,42.175,14.125,1.0
042188_014162,04215_01415,42.1875,14.1625,42.175,14.15,1.0
042188_014188,04215_01415,42.1875,14.1875,42.175,14.175,1.0
042188_014212,04215_01425,42.1875,14.2125,42.175,14.2,1.0
042188_014238,04215_01425,42.1875,14.2375,42.175,14.225,1.0
042188_014262,04215_01425,42.1875,14.2625,42.175,14.25,1.0
042188_014288,04215_01425,42.1875,14.2875,42.175,14.275,1.0
042212_011812,04225_01185,42.2125,11.8125,42.2,11.8,1.0
042212_011838,04225_01185,42.2125,11.8375,42.2,11.825,1.0
042212_011862,04225_01185,42.2125,11.8625,42.2,11.85,1.0
042212_011888,04225_01185,42.2125,11.8875,42.2,11.875,1.0
042212_011912,04225_01195,42.2125,11.9125,42.2,11.9,1.0
042212_011938,04225_01195,42.2125,11.9375,42.2,11.925,1.0
042212_011962,04225_01195,42.2125,11.9625,42.2,11.95,1.0
042212_011988,04225_01195,42.2125,11.9875,42.2,11.975,1.0
042212_012012,04225_01205,42.2125,12.0125,42.2,12.0,1.0
042212_012038,04225_01205,42.2125,12.0375,42.2,12.025,1.0
042212_012062,04225_01205,42.2125,12.0625,42.2,12.05,1.0
042212_012088,04225_01205,42.2125,12.0875,42.2,12.075,1.0
042212_012112,04225_01215,42.2125,12.1125,42.2,12.1,1.0
042212_012138,04225_01215,42.2125,12.1375,42.2,12.125,1.0
042212_012162,04225_01215,42.2125,12.1625,42.2,12.15,1.0
042212_012188,04225_01215,42.2125,12.1875,42.2,12.175,1.0
042212_012312,04225_01235,42.2125,12.3125,42.2,12.3,1.0
042212_012338,04225_01235,42.2125,12.3375,42.2,12.325,1.0
042212_012362,04225_01235,42.2125,12.3625,42.2,12.35,1.0
042212_012388,04225_01235,42.2125,12.3875,42.2,12.375,1.0
042212_012412,04225_01245,42.2125,12.4125,42.2,12.4,1.0
042212_012438,04225_01245,42.2125,12.4375,42.2,12.425,1.0
042212_012462,04225_01245,42.2125,12.4625,42.2,12.45,1.0
042212_012488,04225_01245,42.2125,12.4875,42.2,12.475,1.0
042212_012512,04225_01255,42.2125,12.5125,42.2,12.5,1.0
042212_012538,04225_01255,42.2125,12.5375,42.2,12.525,1.0
042212_012562,04225_01255,42.2125,12.5625,42.2,12.55,1.0
042212_012588,04225_01255,42.2125,12.5875,42.2,12.575,1.0
042212_012712,04225_01275,42.2125,12.7125,42.2,12.7,1.0
042212_012738,04225_01275,42.2125,12.7375,42.2,12.725,1.0
042212_012762,04225_01275,42.2125,12.7625,42.2,12.75,1.0
042212_012788,04225_01275,42.2125,12.7875,42.2,12.775,1.0
042212_012812,04225_01285,42.2125,12.8125,42.2,12.8,1.0
042212_012838,04225_01285,42.2125,12.8375,42.2,12.825,1.0
042212_012862,04225_01285,42.2125,12.8625,42.2,12.85,1.0
042212_012888,04225_01285,42.2125,12.8875,42.2,12.875,1.0
042212_012912,04225_01295,42.2125,12.9125,42.2,12.9,1.0
042212_012938,04225_01295,42.2125,12.9375,42.2,12.925,1.0
042212_012962,04225_01295,42.2125,12.9625,42.2,12.95,1.0
042212_012988,04225_01295,42.2125,12.9875,42.2,12.975,1.0
042212_013012,04225_01305,42.2125,13.0125,42.2,13.0,1.0
042212_013038,04225_01305,42.2125,13.0375,42.2,13.025,1.0
042212_013062,04225_01305,42.2125,13.0625,42.2,13.05,1.0
042212_013088,04225_01305,42.2125,13.0875,42.2,13.075,1.0
042212_013112,04225_01315,42.2125,13.1125,42.2,13.1,1.0
042212_013138,04225_01315,42.2125,13.1375,42.2,13.125,1.0
042212_013162,04225_01315,42.2125,13.1625,42.2,13.15,1.0
042212_013188,04225_01315,42.2125,13.1875,42.2,13.175,1.0
042212_013212,04225_01325,42.2125,13.2125,42.2,13.2,1.0
042212_013238,04225_01325,42.2125,13.2375,42.2,13.225,1.0
042212_013262,04225_01325,42.2125,13.2625,42.2,13.25,1.0
042212_013288,04225_01325,42.2125,13.2875,42.2,13.275,1.0
042212_013312,04225_01335,42.2125,13.3125,42.2,13.3,1.0
042212_013338,04225_01335,42.2125,13.3375,42.2,13.325,1.0
042212_013362,04225_01335,42.2125,13.3625,42.2,13.35,1.0
042212_013388,04225_01335,42.2125,13.3875,42.2,13.375,1.0
042212_013412,04225_01345,42.2125,13.4125,42.2,13.4,1.0
042212_013438,04225_01345,42.2125,13.4375,42.2,13.425,1.0
042212_013462,04225_01345,42.2125,13.4625,42.2,13.45,1.0
042212_013488,04225_01345,42.2125,13.4875,42.2,13.475,1.0
042212_013512,04225_01355,42.2125,13.5125,42.2,13.5,1.0
042212_013538,04225_01355,42.2125,13.5375,42.2,13.525,1.0
042212_013562,04225_01355,42.2125,13.5625,42.2,13.55,1.0
042212_013588,04225_01355,42.2125,13.5875,42.2,13.575,1.0
042212_013612,04225_01365,42.2125,13.6125,42.2,13.6,1.0
042212_013638,04225_01365,42.2125,13.6375,42.2,13.625,1.0
042212_013662,04225_01365,42.2125,13.6625,42.2,13.65,1.0
042212_013688,04225_01365,42.2125,13.6875,42.2,13.675,1.0
042212_013712,04225_01375,42.2125,13.7125,42.2,13.7,1.0
042212_013738,04225_01375,42.2125,13.7375,42.2,13.725,1.0
042212_013762,04225_01375,42.2125,13.7625,42.2,13.75,1.0
042212_013788,04225_01375,42.2125,13.7875,42.2,13.775,1.0
042212_013812,04225_01385,42.2125,13.8125,42.2,13.8,1.0
042212_013838,04225_01385,42.2125,13.8375,42.2,13.825,1.0
042212_013862,04225_01385,42.2125,13.8625,42.2,13.85,1.0
042212_013888,04225_01385,42.2125,13.8875,42.2,13.875,1.0
042212_013912,04225_01395,42.2125,13.9125,42.2,13.9,1.0
042212_013938,04225_01395,42.2125,13.9375,42.2,13.925,1.0
042212_013962,04225_01395,42.2125,13.9625,42.2,13.95,1.0
042212_013988,04225_01395,42.2125,13.9875,42.2,13.975,1.0
042212_014012,04225_01405,42.2125,14.0125,42.2,14.0,1.0
042212_014038,04225_01405,42.2125,14.0375,42.2,14.025,1.0
042212_014062,04225_01405,42.2125,14.0625,42.2,14.05,1.0
042212_014088,04225_01405,42.2125,14.0875,42.2,14.075,1.0
042212_014112,04225_01415,42.2125,14.1125,42.2,14.1,1.0
042212_014138,04225_01415,42.2125,14.1375,42.2,14.125,1.0
042212_014162,04225_01415,42.2125,14.1625,42.2,14.15,1.0
042212_014188,04225_01415,42.2125,14.1875,42.2,14.175,1.0
042238_011812,04225_01185,42.2375,11.8125,42.225,11.8,1.0
042238_011838,04225_01185,42.2375,11.8375,42.225,11.825,1.0
042238_011862,04225_01185,42.2375,11.8625,42.225,11.85,1.0
042238_011888,04225_01185,42.2375,11.8875,42.225,11.875,1.0
042238_011912,04225_01195,42.2375,11.9125,42.225,11.9,1.0
042238_011938,04225_01195,42.2375,11.9375,42.225,11.925,1.0
042238_011962,04225_01195,42.2375,11.9625,42.225,11.95,1.0
042238_011988,04225_01195,42.2375,11.9875,42.225,11.975,1.0
042238_012012,04225_01205,42.2375,12.0125,42.225,12.0,1.0
042238_012038,04225_01205,42.2375,12.0375,42.225,12.025,1.0
042238_012062,04225_01205,42.2375,12.0625,42.225,12.05,1.0
042238_012088,04225_01205,42.2375,12.0875,42.225,12.075,1.0
042238_012112,04225_01215,42.2375,12.1125,42.225,12.1,1.0
042238_012138,04225_01215,42.2375,12.1375,42.225,12.125,1.0
042238_012162,04225_01215,42.2375,12.1625,42.225,12.15,1.0
042238_012188,04225_01215,42.2375,12.1875,42.225,12.175,1.0
042238_012312,04225_01235,42.2375,12.3125,42.225,12.3,1.0
042238_012338,04225_01235,42.2375,12.3375,42.225,12.325,1.0
042238_012362,04225_01235,42.2375,12.3625,42.225,12.35,1.0
042238_012388,04225_01235,42.2375,12.3875,42.225,12.375,1.0
042238_012412,04225_01245,42.2375,12.4125,42.225,12.4,1.0
042238_012438,04225_01245,42.2375,12.4375,42.225,12.425,1.0
042238_012462,04225_01245,42.2375,12.4625,42.225,12.45,1.0
042238_012488,04225_01245,42.2375,12.4875,42.225,12.475,1.0
042238_012512,04225_01255,42.2375,12.5125,42.225,12.5,1.0
042238_012538,04225_01255,42.2375,12.5375,42.225,12.525,1.0
042238_012562,04225_01255,42.2375,12.5625,42.225,12.55,1.0
042238_012588,04225_01255,42.2375,12.5875,42.225,12.575,1.0
042238_012712,04225_01275,42.2375,12.7125,42.225,12.7,1.0
042238_012738,04225_01275,42.2375,12.7375,42.225,12.725,1.0
042238_012762,04225_01275,42.2375,12.7625,42.225,12.75,1.0
042238_012788,04225_01275,42.2375,12.7875,42.225,12.775,1.0
042238_012812,04225_01285,42.2375,12.8125,42.225,12.8,1.0
042238_012838,04225_01285,42.2375,12.8375,42.225,12.825,1.0
042238_012862,04225_01285,42.2375,12.8625,42.225,12.85,1.0
042238_012888,04225_01285,42.2375,12.8875,42.225,12.875,1.0
042238_012912,04225_01295,42.2375,12.9125,42.225,12.9,1.0
042238_012938,04225_01295,42.2375,12.9375,42.225,12.925,1.0
042238_012962,04225_01295,42.2375,12.9625,42.225,12.95,1.0
042238_012988,04225_01295,42.2375,12.9875,42.225,12.975,1.0
042238_013012,04225_01305,42.2375,13.0125,42.225,13.0,1.0
042238_013038,04225_01305,42.2375,13.0375,42.225,13.025,1.0
042238_013062,04225_01305,42.2375,13.0625,42.225,13.05,1.0
042238_013088,04225_01305,42.2375,13.0875,42.225,13.075,1.0
042238_013112,04225_01315,42.2375,13.1125,42.225,13.1,1.0
042238_013138,04225_01315,42.2375,13.1375,42.225,13.125,1.0
042238_013162,04225_01315,42.2375,13.1625,42.225,13.15,1.0
042238_013188,04225_01315,42.2375,13.1875,42.225,13.175,1.0
042238_013212,04225_01325,42.2375,13.2125,42.225,13.2,1.0
042238_013238,04225_01325,42.2375,13.2375,42.225,13.225,1.0
042238_013262,04225_01325,42.2375,13.2625,42.225,13.25,1.0
042238_013288,04225_01325,42.2375,13.2875,42.225,13.275,1.0
042238_013312,04225_01335,42.2375,13.3125,42.225,13.3,1.0
042238_013338,04225_01335,42.2375,13.3375,42.225,13.325,1.0
042238_013362,04225_01335,42.2375,13.3625,42.225,13.35,1.0
042238_013388,04225_01335,42.2375,13.3875,42.225,13.375,1.0
042238_013412,04225_01345,42.2375,13.4125,42.225,13.4,1.0
042238_013438,04225_01345,42.2375,13.4375,42.225,13.425,1.0
042238_013462,04225_01345,42.2375,13.4625,42.225,13.45,1.0
042238_013488,04225_01345,42.2375,13.4875,42.225,13.475,1.0
042238_013512,04225_01355,42.2375,13.5125,42.225,13.5,1.0
042238_013538,04225_01355,42.2375,13.5375,42.225,13.525,1.0
042238_013562,04225_01355,42.2375,13.5625,42.225,13.55,1.0
042238_013588,04225_01355,42.2375,13.5875,42.225,13.575,1.0
042238_013612,04225_01365,42.2375,13.6125,42.225,13.6,1.0
042238_013638,04225_01365,42.2375,13.6375,42.225,13.625,1.0
042238_013662,04225_01365,42.2375,13.6625,42.225,13.65,1.0
042238_013688,04225_01365,42.2375,13.6875,42.225,13.675,1.0
042238_013712,04225_01375,42.2375,13.7125,42.225,13.7,1.0
042238_013738,04225_01375,42.2375,13.7375,42.225,13.725,1.0
042238_013762,04225_01375,42.2375,13.7625,42.225,13.75,1.0
042238_013788,04225_01375,42.2375,13.7875,42.225,13.775,1.0
042238_013812,04225_01385,42.2375,13.8125,42.225,13.8,1.0
042238_013838,04225_01385,42.2375,13.8375,42.225,13.825,1.0
042238_013862,04225_01385,42.2375,13.8625,42.225,13.85,1.0
042238_013888,04225_01385,42.2375,13.8875,42.225,13.875,1.0
042238_013912,04225_01395,42.2375,13.9125,42.225,13.9,1.0
042238_013938,04225_01395,42.2375,13.9375,42.225,13.925,1.0
042238_013962,04225_01395,42.2375,13.9625,42.225,13.95,1.0
042238_013988,04225_01395,42.2375,13.9875,42.225,13.975,1.0
042238_014012,04225_01405,42.2375,14.0125,42.225,14.0,1.0
042238_014038,04225_01405,42.2375,14.0375,42.225,14.025,1.0
042238_014062,04225_01405,42.2375,14.0625,42.225,14.05,1.0
042238_014088,04225_01405,42.2375,14.0875,42.225,14.075,1.0
042238_014112,04225_01415,42.2375,14.1125,42.225,14.1,1.0
042238_014138,04225_01415,42.2375,14.1375,42.225,14.125,1.0
042238_014162,04225_01415,42.2375,14.1625,42.225,14.15,1.0
042238_014188,04225_01415,42.2375,14.1875,42.225,14.175,1.0
042262_011812,04225_01185,42.2625,11.8125,42.25,11.8,1.0
042262_011838,04225_01185,42.2625,11.8375,42.25,11.825,1.0
042262_011862,04225_01185,42.2625,11.8625,42.25,11.85,1.0
042262_011888,04225_01185,42.2625,11.8875,42.25,11.875,1.0
042262_011912,04225_01195,42.2625,11.9125,42.25,11.9,1.0
042262_011938,04225_01195,42.2625,11.9375,42.25,11.925,1.0
042262_011962,04225_01195,42.2625,11.9625,42.25,11.95,1.0
042262_011988,04225_01195,42.2625,11.9875,42.25,11.975,1.0
042262_012012,04225_01205,42.2625,12.0125,42.25,12.0,1.0
042262_012038,04225_01205,42.2625,12.0375,42.25,12.025,1.0
042262_012062,04225_01205,42.2625,12.0625,42.25,12.05,1.0
042262_012088,04225_01205,42.2625,12.0875,42.25,12.075,1.0
042262_012112,04225_01215,42.2625,12.1125,42.25,12.1,1.0
042262_012138,04225_01215,42.2625,12.1375,42.25,12.125,1.0
042262_012162,04225_01215,42.2625,12.1625,42.25,12.15,1.0
042262_012188,04225_01215,42.2625,12.1875,42.25,12.175,1.0
042262_012312,04225_01235,42.2625,12.3125,42.25,12.3,1.0
042262_012338,04225_01235,42.2625,12.3375,42.25,12.325,1.0
042262_012362,04225_01235,42.2625,12.3625,42.25,12.35,1.0
042262_012388,04225_01235,42.2625,12.3875,42.25,12.375,1.0
042262_012412,04225_01245,42.2625,12.4125,42.25,12.4,1.0
042262_012438,04225_01245,42.2625,12.4375,42.25,12.425,1.0
042262_012462,04225_01245,42.2625,12.4625,42.25,12.45,1.0
042262_012488,04225_01245,42.2625,12.4875,42.25,12.475,1.0
042262_012512,04225_01255,42.2625,12.5125,42.25,12.5,1.0
042262_012538,04225_01255,42.2625,12.5375,42.25,12.525,1.0
042262_012562,04225_01255,42.2625,12.5625,42.25,12.55,1.0
042262_012588,04225_01255,42.2625,12.5875,42.25,12.575,1.0
042262_012712,04225_01275,42.2625,12.7125,42.25,12.7,1.0
042262_012738,04225_01275,42.2625,12.7375,42.25,12.725,1.0
042262_012762,04225_01275,42.2625,12.7625,42.25,12.75,1.0
042262_012788,04225_01275,42.2625,12.7875,42.25,12.775,1.0
042262_012812,04225_01285,42.2625,12.8125,42.25,12.8,1.0
042262_012838,04225_01285,42.2625,12.8375,42.25,12.825,1.0
042262_012862,04225_01285,42.2625,12.8625,42.25,12.85,1.0
042262_012888,04225_01285,42.2625,12.8875,42.25,12.875,1.0
042262_012912,04225_01295,42.2625,12.9125,42.25,12.9,1.0
042262_012938,04225_01295,42.2625,12.9375,42.25,12.925,1.0
042262_012962,04225_01295,42.2625,12.9625,42.25,12.95,1.0
042262_012988,04225_01295,42.2625,12.9875,42.25,12.975,1.0
042262_013012,04225_01305,42.2625,13.0125,42.25,13.0,1.0
042262_013038,04225_01305,42.2625,13.0375,42.25,13.025,1.0
042262_013062,04225_01305,42.2625,13.0625,42.25,13.05,1.0
042262_013088,04225_01305,42.2625,13.0875,42.25,13.075,1.0
042262_013112,04225_01315,42.2625,13.1125,42.25,13.1,1.0
042262_013138,04225_01315,42.2625,13.1375,42.25,13.125,1.0
042262_013162,04225_01315,42.2625,13.1625,42.25,13.15,1.0
042262_013188,04225_01315,42.2625,13.1875,42.25,13.175,1.0
042262_013212,04225_01325,42.2625,13.2125,42.25,13.2,1.0
042262_013238,04225_01325,42.2625,13.2375,42.25,13.225,1.0
042262_013262,04225_01325,42.2625,13.2625,42.25,13.25,1.0
042262_013288,04225_01325,42.2625,13.2875,42.25,13.275,1.0
042262_013312,04225_01335,42.2625,13.3125,42.25,13.3,1.0
042262_013338,04225_01335,42.2625,13.3375,42.25,13.325,1.0
042262_013362,04225_01335,42.2625,13.3625,42.25,13.35,1.0
