cell_id,lat,lon,lat_min,lon_min,land_frac,clc_311_latifoglie,clc_312_conifere,clc_313_misto,clc_321_praterie,clc_322_brughiere,clc_323_sclerofille,clc_324_transizione,clc_px_validi,bosco_ha,bosco_frac,dem_px,quota_media,quota_min,quota_max,quota_sd,pendenza_media,q_000_300,q_300_600,q_600_900,q_900_1200,q_1200_1600,q_1600_2000,q_2000_su,esp_n,esp_ne,esp_e,esp_se,esp_s,esp_so,esp_o,esp_no,northness,eastness,frac_pendente,qualita_bosco,macroregione,idoneita_quota,idoneita_ospite,attiva
04025_00955,40.25,9.55,40.2,9.5,1.0,0.33355,0.0,0.0,0.00351,0.0,0.26684,0.00744,9414,3140,0.33355,14641,412.2,69.2,1052.9,205.5,15.43,0.3567,0.4413,0.1924,0.0096,0.0,0.0,0.0,0.0909,0.0677,0.1583,0.1605,0.047,0.0568,0.1804,0.2383,0.1102,-0.0686,0.9277,1.0,mediterraneo,0.7502,0.7502,True
04025_01505,40.25,15.05,40.2,15.0,0.9923,0.39534,0.0,0.0,0.02287,0.0,0.0397,0.02583,9445,3734,0.39534,14520,416.7,0.0,1124.0,212.9,15.98,0.3323,0.4764,0.1631,0.0282,0.0,0.0,0.0,0.1232,0.156,0.1163,0.1083,0.1142,0.1235,0.1411,0.1174,0.0392,-0.0094,0.986,1.0,mediterraneo,0.7514,0.7514,True
04025_01515,40.25,15.15,40.2,15.1,1.0,0.36635,0.02074,0.00582,0.00265,0.0,0.04381,0.06317,9450,3713,0.39291,14520,156.5,8.9,559.1,104.5,10.8,0.9017,0.0983,0.0,0.0,0.0,0.0,0.0,0.1098,0.0803,0.133,0.1512,0.1564,0.1442,0.1342,0.0909,-0.1391,-0.0047,0.8785,0.9861,mediterraneo,0.5795,0.5714,True
04025_01525,40.25,15.25,40.2,15.2,1.0,0.43532,0.02064,0.06849,0.0325,0.0,0.03059,0.05494,9446,4954,0.52445,14520,444.5,51.4,946.4,202.3,11.0,0.2822,0.4761,0.2375,0.0042,0.0,0.0,0.0,0.0809,0.0685,0.0548,0.0749,0.1365,0.1911,0.221,0.1722,-0.0771,-0.3256,0.9801,0.9836,mediterraneo,0.7762,0.7635,True
04025_01535,40.25,15.35,40.2,15.3,1.0,0.77098,0.02297,0.02519,0.02593,0.0,0.0,0.05524,9449,7740,0.81914,14520,965.2,447.4,1679.9,240.2,17.69,0.0,0.0437,0.3897,0.3893,0.1733,0.004,0.0,0.1153,0.1344,0.1369,0.0931,0.0995,0.1829,0.1223,0.1157,-0.001,-0.0384,0.9917,0.9915,appenninico,0.9342,0.9263,True
04025_01545,40.25,15.45,40.2,15.4,1.0,0.72915,0.01154,0.00603,0.05049,0.0,0.0,0.03768,9448,7055,0.74672,14520,1048.5,291.7,1889.7,395.3,18.66,0.0005,0.1842,0.2017,0.2226,0.3067,0.0843,0.0,0.0903,0.1077,0.1072,0.1022,0.1541,0.2039,0.1728,0.0619,-0.1664,-0.1032,0.9906,0.9957,appenninico,0.8108,0.8073,True
04025_01555,40.25,15.55,40.2,15.5,1.0,0.62135,0.00572,0.0,0.1259,0.0,0.0,0.03177,9444,5922,0.62707,14520,821.5,343.5,1659.8,288.5,15.65,0.0,0.2844,0.3413,0.2548,0.1169,0.0026,0.0,0.0867,0.1763,0.1463,0.1268,0.1727,0.1559,0.0785,0.0568,-0.1265,0.1377,0.965,0.9977,appenninico,0.8498,0.8478,True
04025_01565,40.25,15.65,40.2,15.6,1.0,0.46567,0.0164,0.00815,0.04243,0.0,0.0,0.04899,9451,4633,0.49022,14520,649.0,472.9,1181.4,162.1,9.29,0.0,0.5056,0.3848,0.1095,0.0,0.0,0.0,0.1438,0.1639,0.1415,0.0498,0.0591,0.1348,0.2033,0.1038,0.1415,-0.0798,0.7668,0.9908,appenninico,0.7784,0.7712,True
04025_01575,40.25,15.75,40.2,15.7,1.0,0.3364,0.0127,0.03652,0.06012,0.0,0.01503,0.09781,9447,3643,0.38562,14520,934.8,591.3,1399.7,114.9,11.48,0.0,0.0008,0.4229,0.5636,0.0128,0.0,0.0,0.1244,0.1279,0.0773,0.074,0.1265,0.1719,0.1838,0.1143,-0.0056,-0.1736,0.8861,0.987,appenninico,0.9767,0.964,True
04025_01585,40.25,15.85,40.2,15.8,1.0,0.39987,0.03853,0.12055,0.02826,0.0,0.00413,0.05652,9448,5281,0.55895,14520,830.3,533.2,1329.6,170.7,11.51,0.0,0.0608,0.6103,0.3056,0.0233,0.0,0.0,0.1653,0.221,0.1615,0.1133,0.0873,0.0721,0.0686,0.111,0.1837,0.2047,0.8879,0.972,appenninico,0.9417,0.9153,True
04025_01595,40.25,15.95,40.2,15.9,1.0,0.50995,0.00625,0.03875,0.01503,0.0,0.01366,0.06288,9446,5242,0.55495,14520,795.2,523.7,1751.9,272.7,9.71,0.0,0.2762,0.4565,0.1647,0.0851,0.0175,0.0,0.1959,0.1331,0.0964,0.0675,0.0586,0.08,0.1507,0.2177,0.2918,-0.1283,0.8338,0.9937,appenninico,0.8417,0.8364,True
04025_01605,40.25,16.05,40.2,16.0,1.0,0.47306,0.00561,0.02583,0.02911,0.0,0.01958,0.09897,9447,4766,0.5045,14520,716.4,345.6,1538.0,203.8,11.96,0.0,0.2876,0.5539,0.1351,0.0233,0.0,0.0,0.1407,0.1761,0.1879,0.1091,0.0948,0.1215,0.0862,0.0838,0.0676,0.1646,0.9517,0.9947,appenninico,0.8537,0.8492,True
04025_01615,40.25,16.15,40.2,16.1,1.0,0.50476,0.01397,0.01853,0.00339,0.0,0.00603,0.08469,9446,5075,0.53726,14641,598.3,270.6,907.2,168.2,12.13,0.0387,0.4432,0.5175,0.0006,0.0,0.0,0.0,0.1025,0.136,0.1681,0.1186,0.1293,0.0903,0.1414,0.1138,0.0011,0.0684,0.9093,0.9918,mediterraneo,0.8641,0.857,True
04025_01635,40.25,16.35,40.2,16.3,1.0,0.26188,0.0,0.02234,0.00349,0.0,0.02625,0.094,9447,2685,0.28422,14520,408.1,160.4,856.1,155.0,9.31,0.3005,0.5621,0.1375,0.0,0.0,0.0,0.0,0.121,0.1086,0.1183,0.0571,0.0674,0.1555,0.2112,0.1609,0.0939,-0.2029,0.906,0.9961,mediterraneo,0.7668,0.7638,True
04025_01645,40.25,16.45,40.2,16.4,1.0,0.23153,0.09026,0.04825,0.02074,0.0,0.00042,0.08593,9450,3497,0.37004,14520,287.2,68.0,756.0,149.9,9.24,0.5871,0.3882,0.0247,0.0,0.0,0.0,0.0,0.1866,0.1992,0.1576,0.1409,0.1363,0.0744,0.0409,0.0642,0.0883,0.2684,0.8908,0.9325,mediterraneo,0.6751,0.6295,True
04035_00855,40.35,8.55,40.3,8.5,1.0,0.17211,0.0,0.0,0.07376,0.0,0.20125,0.0,9436,1624,0.17211,14520,245.1,4.1,521.4,93.2,8.75,0.6676,0.3324,0.0,0.0,0.0,0.0,0.0,0.1064,0.1386,0.1729,0.142,0.086,0.1094,0.1266,0.1181,0.0263,0.087,0.8049,1.0,mediterraneo,0.6497,0.6497,True
04035_00885,40.35,8.85,40.3,8.8,1.0,0.31573,0.0,0.0,0.01219,0.0,0.03,0.0,9432,2978,0.31573,14400,825.6,520.9,1111.2,128.0,6.14,0.0,0.0071,0.6697,0.3233,0.0,0.0,0.0,0.0964,0.0577,0.0691,0.0744,0.0692,0.1202,0.1966,0.3164,0.1581,-0.3493,0.6726,1.0,appenninico,0.9638,0.9638,True
04035_00895,40.35,8.95,40.3,8.9,1.0,0.40858,0.0,0.0,0.0,0.0,0.15286,0.00636,9440,3857,0.40858,14400,701.6,203.6,1189.9,244.8,11.15,0.0979,0.2364,0.4621,0.2036,0.0,0.0,0.0,0.0691,0.0973,0.1869,0.2189,0.1441,0.1052,0.0669,0.1115,-0.1587,0.1945,0.8875,1.0,appenninico,0.8089,0.8089,True
04035_00905,40.35,9.05,40.3,9.0,1.0,0.10571,0.0,0.0,0.0,0.0,0.14954,0.0,9422,996,0.10571,14520,299.8,166.6,744.4,84.7,5.79,0.588,0.4087,0.0032,0.0,0.0,0.0,0.0,0.0671,0.0884,0.1455,0.1575,0.1257,0.1342,0.1605,0.121,-0.1152,-0.0234,0.7236,1.0,mediterraneo,0.6737,0.6737,True
04035_00915,40.35,9.15,40.3,9.1,1.0,0.3085,0.0,0.0,0.00053,0.0,0.1986,0.0,9436,2911,0.3085,14280,482.8,290.1,747.5,94.9,7.52,0.0015,0.8513,0.1472,0.0,0.0,0.0,0.0,0.1159,0.0919,0.1112,0.0999,0.1441,0.1613,0.1428,0.133,-0.0571,-0.1058,0.8694,1.0,mediterraneo,0.8569,0.8569,True
04035_00925,40.35,9.25,40.3,9.2,1.0,0.1736,0.0,0.00985,0.06292,0.0,0.11418,0.0,9441,1732,0.18345,14400,618.5,351.2,821.1,114.1,6.5,0.0,0.4483,0.5517,0.0,0.0,0.0,0.0,0.0943,0.0713,0.1374,0.1772,0.1622,0.1263,0.1198,0.1114,-0.1589,0.0233,0.8201,0.9973,appenninico,0.7931,0.791,True
04035_00935,40.35,9.35,40.3,9.3,1.0,0.21313,0.0,0.02647,0.02478,0.0,0.30408,0.00424,9445,2263,0.2396,14400,470.7,113.7,945.5,180.3,12.54,0.2092,0.5395,0.249,0.0023,0.0,0.0,0.0,0.1168,0.0963,0.1548,0.1901,0.1474,0.1056,0.0736,0.1154,-0.0901,0.1285,0.9473,0.9945,mediterraneo,0.7991,0.7947,True
04035_00945,40.35,9.45,40.3,9.4,1.0,0.13539,0.0,0.0,0.0572,0.0,0.19546,0.0,9388,1271,0.13539,14400,245.7,42.0,685.8,121.2,8.98,0.7167,0.2806,0.0026,0.0,0.0,0.0,0.0,0.1296,0.0835,0.1348,0.1988,0.1412,0.0736,0.0977,0.1407,-0.0496,0.0893,0.8257,1.0,mediterraneo,0.635,0.635,True
04035_00965,40.35,9.65,40.3,9.6,0.8653,0.10694,0.00468,0.00935,0.0,0.0,0.16796,0.00138,9407,1138,0.12097,14280,154.0,-0.1,787.5,152.4,7.97,0.8583,0.1221,0.0196,0.0,0.0,0.0,0.0,0.158,0.1274,0.2059,0.1909,0.1058,0.0749,0.0388,0.0983,0.0198,0.2712,0.6481,0.9865,mediterraneo,0.5935,0.5855,True
04035_01505,40.35,15.05,40.3,15.0,0.999,0.16495,0.00413,0.00456,0.0,0.0,0.0106,0.0265,9433,1638,0.17364,14400,170.5,0.0,531.3,119.8,10.3,0.8295,0.1705,0.0,0.0,0.0,0.0,0.0,0.1703,0.1467,0.0697,0.064,0.1131,0.1635,0.1191,0.1536,0.113,-0.1256,0.8338,0.9927,mediterraneo,0.6012,0.5968,True
04035_01515,40.35,15.15,40.3,15.1,1.0,0.57862,0.0,0.0,0.01633,0.0,0.0369,0.02428,9431,5457,0.57862,14400,379.7,66.3,1260.0,199.8,14.63,0.4052,0.4692,0.0976,0.027,0.0009,0.0,0.0,0.1044,0.1044,0.0642,0.1057,0.1618,0.2026,0.1504,0.1065,-0.1294,-0.1589,0.9708,1.0,mediterraneo,0.7259,0.7259,True
04035_01525,40.35,15.25,40.3,15.2,1.0,0.55311,0.00254,0.0229,0.02523,0.0,0.0,0.03307,9434,5458,0.57855,14400,481.8,135.8,1304.5,198.4,13.57,0.1625,0.6028,0.1941,0.0375,0.0031,0.0,0.0,0.1213,0.2164,0.108,0.0549,0.0895,0.1699,0.1323,0.1077,0.1003,-0.0344,0.9745,0.9969,mediterraneo,0.7997,0.7972,True
04035_01535,40.35,15.35,40.3,15.3,1.0,0.59445,0.00413,0.00795,0.03827,0.0,0.0,0.06031,9434,5722,0.60653,14400,671.9,194.6,1346.4,257.2,13.56,0.0419,0.412,0.3472,0.154,0.0449,0.0,0.0,0.1802,0.1088,0.0553,0.0648,0.099,0.1404,0.1931,0.1585,0.1299,-0.2384,0.9726,0.9976,appenninico,0.7797,0.7778,True
04035_01545,40.35,15.45,40.3,15.4,1.0,0.43474,0.0,0.0,0.14919,0.0,0.0,0.1564,9431,4100,0.43474,14400,1102.0,479.9,1739.6,232.2,16.54,0.0,0.023,0.1518,0.5069,0.2976,0.0207,0.0,0.209,0.1501,0.0809,0.066,0.1162,0.1615,0.0962,0.1201,0.1242,-0.0599,0.9791,1.0,appenninico,0.9241,0.9241,True
04035_01555,40.35,15.55,40.3,15.5,1.0,0.18316,0.00106,0.01419,0.08125,0.0,0.0,0.09004,9440,1873,0.19841,14400,718.0,445.6,1437.6,264.1,11.07,0.0,0.4425,0.2861,0.2271,0.0443,0.0,0.0,0.1993,0.2633,0.1009,0.1208,0.1282,0.0831,0.0405,0.0639,0.1589,0.2387,0.6544,0.9951,appenninico,0.802,0.7981,True
04035_01565,40.35,15.65,40.3,15.6,1.0,0.3146,0.03732,0.02195,0.05864,0.0,0.01813,0.03213,9431,3526,0.37387,14400,756.5,451.9,1408.1,277.9,10.13,0.0,0.4362,0.2342,0.2553,0.0742,0.0,0.0,0.0325,0.0662,0.0548,0.0542,0.1243,0.3231,0.2749,0.0698,-0.2689,-0.4244,0.6764,0.9721,appenninico,0.8026,0.7802,True
04035_01575,40.35,15.75,40.3,15.7,1.0,0.35545,0.04505,0.04983,0.06467,0.0,0.0,0.02417,9433,4248,0.45033,14400,853.3,572.6,1498.2,258.1,10.65,0.0,0.1409,0.5036,0.2028,0.1526,0.0,0.0,0.0952,0.2036,0.2386,0.1043,0.0842,0.1046,0.09,0.0797,0.0653,0.243,0.728,0.9695,appenninico,0.8955,0.8682,True
04035_01585,40.35,15.85,40.3,15.8,1.0,0.25949,0.03542,0.05175,0.08961,0.0,0.0,0.0369,9430,3269,0.34666,14400,834.3,543.5,1711.7,291.3,9.44,0.0,0.2717,0.403,0.1469,0.1749,0.0035,0.0,0.0537,0.0688,0.0836,0.0836,0.2439,0.2623,0.1323,0.0719,-0.3425,-0.1852,0.6473,0.967,appenninico,0.8425,0.8147,True
04035_01595,40.35,15.95,40.3,15.9,1.0,0.33358,0.01897,0.05023,0.2043,0.0,0.01727,0.07969,9437,3801,0.40278,14400,955.7,541.4,1477.6,214.6,10.72,0.0,0.0494,0.3327,0.4923,0.1256,0.0,0.0,0.0531,0.0779,0.1126,0.1594,0.1928,0.1872,0.1405,0.0766,-0.2807,-0.044,0.9215,0.982,appenninico,0.9448,0.9278,True
04035_01605,40.35,16.05,40.3,16.0,1.0,0.33118,0.0,0.0,0.03382,0.0,0.0,0.05089,9433,3124,0.33118,14400,767.0,432.6,1286.5,170.7,11.4,0.0,0.1856,0.5766,0.2314,0.0064,0.0,0.0,0.1073,0.187,0.1965,0.1117,0.1225,0.1395,0.0848,0.0507,-0.0261,0.196,0.9509,1.0,appenninico,0.896,0.896,True
04035_01615,40.35,16.15,40.3,16.1,1.0,0.37595,0.0,0.00689,0.02735,0.0,0.00127,0.04591,9432,3611,0.38284,14520,614.1,310.7,1056.9,157.5,12.28,0.0,0.5132,0.4284,0.0584,0.0,0.0,0.0,0.1193,0.1567,0.1294,0.1013,0.1527,0.1713,0.094,0.0752,-0.0671,0.0463,0.9575,0.9991,appenninico,0.7733,0.7726,True
04035_01625,40.35,16.25,40.3,16.2,1.0,0.16206,0.0,0.0,0.01229,0.0,0.0283,0.04844,9435,1529,0.16206,14280,421.1,192.1,996.2,160.8,9.91,0.2856,0.5674,0.1398,0.0071,0.0,0.0,0.0,0.09,0.1555,0.1885,0.1396,0.1444,0.1414,0.0912,0.0493,-0.114,0.1755,0.8884,1.0,mediterraneo,0.7695,0.7695,True
04035_01635,40.35,16.35,40.3,16.3,1.0,0.10428,0.0,0.00763,0.0,0.0,0.0,0.1454,9436,1056,0.11191,14400,265.0,118.1,580.0,86.0,7.1,0.6815,0.3185,0.0,0.0,0.0,0.0,0.0,0.1341,0.1644,0.1397,0.1031,0.1331,0.1435,0.0991,0.083,0.0023,0.0728,0.8253,0.9966,mediterraneo,0.6456,0.6434,True
04035_01655,40.35,16.55,40.3,16.5,1.0,0.02512,0.04569,0.04484,0.01262,0.0,0.02205,0.09562,9433,1091,0.11565,14400,133.1,31.4,389.3,69.5,6.14,0.9845,0.0155,0.0,0.0,0.0,0.0,0.0,0.1356,0.1484,0.1259,0.0905,0.1071,0.1381,0.1574,0.0971,0.0438,-0.0321,0.6967,0.8818,mediterraneo,0.5547,0.4891,True
04035_01665,40.35,16.65,40.3,16.6,1.0,0.11068,0.0035,0.00159,0.0,0.0,0.00657,0.04887,9433,1092,0.11577,14520,99.3,13.9,244.4,53.5,4.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1795,0.1924,0.1365,0.1149,0.1272,0.1215,0.0256,0.1025,0.094,0.1769,0.4797,0.9918,mediterraneo,0.55,0.5455,True
04045_00895,40.45,8.95,40.4,8.9,1.0,0.35963,0.0,0.00382,0.03175,0.0,0.12189,0.0,9418,3423,0.36345,14280,666.3,369.6,1189.2,148.1,8.34,0.0,0.3686,0.5662,0.0651,0.0,0.0,0.0,0.1247,0.092,0.0826,0.068,0.0825,0.0882,0.1943,0.2677,0.1927,-0.254,0.8619,0.9995,appenninico,0.8242,0.8238,True
04045_00905,40.45,9.05,40.4,9.0,1.0,0.38715,0.0,0.0,0.02972,0.0,0.12611,0.0,9420,3647,0.38715,14399,632.7,228.2,1252.0,278.4,10.8,0.1538,0.3228,0.2819,0.24,0.0015,0.0,0.0,0.0626,0.075,0.2086,0.2751,0.1146,0.0484,0.103,0.1126,-0.1499,0.2485,0.862,1.0,appenninico,0.7412,0.7412,True
04045_00915,40.45,9.15,40.4,9.1,1.0,0.19294,0.00053,0.0,0.0,0.0,0.0279,0.0,9428,1824,0.19347,14161,358.2,242.1,713.4,97.7,5.68,0.3113,0.6386,0.0501,0.0,0.0,0.0,0.0,0.1044,0.0551,0.0825,0.1241,0.1379,0.1598,0.143,0.1933,-0.0624,-0.1919,0.6602,0.9993,mediterraneo,0.7591,0.7586,True
04045_00925,40.45,9.25,40.4,9.2,1.0,0.17039,0.0,0.0,0.07738,0.0,0.03072,0.0,9408,1603,0.17039,14280,642.8,335.6,850.6,103.8,7.22,0.0,0.2746,0.7254,0.0,0.0,0.0,0.0,0.1341,0.0651,0.0404,0.1183,0.1521,0.1502,0.1535,0.1864,-0.0302,-0.2245,0.7964,1.0,appenninico,0.8539,0.8539,True
04045_00935,40.45,9.35,40.4,9.3,1.0,0.15492,0.02591,0.00446,0.06371,0.0,0.06849,0.0,9418,1745,0.18529,14280,714.4,371.0,909.4,93.4,7.68,0.0,0.1438,0.8553,0.0009,0.0,0.0,0.0,0.1384,0.1232,0.1393,0.18,0.101,0.0934,0.0971,0.1276,0.021,0.104,0.8141,0.9638,appenninico,0.8997,0.8671,True
04045_00955,40.45,9.55,40.4,9.5,1.0,0.2335,0.04711,0.0,0.06516,0.0,0.45087,0.0031,9362,2627,0.28061,14399,395.9,21.0,1115.0,254.3,13.73,0.4471,0.3591,0.1381,0.0557,0.0,0.0,0.0,0.0605,0.0501,0.1275,0.2363,0.1429,0.1008,0.1284,0.1536,-0.1812,0.0194,0.9236,0.958,mediterraneo,0.7088,0.679,True
04045_00965,40.45,9.65,40.4,9.6,1.0,0.16237,0.03985,0.01526,0.01791,0.0,0.2743,0.0,9435,2052,0.21748,14161,244.8,4.0,847.1,193.7,10.41,0.6801,0.2505,0.0694,0.0,0.0,0.0,0.0,0.0729,0.054,0.1142,0.2353,0.1457,0.1135,0.1182,0.1463,-0.186,0.0163,0.7898,0.9507,mediterraneo,0.6494,0.6174,True
04045_00975,40.45,9.75,40.4,9.7,0.8903,0.0513,0.04462,0.0389,0.0,0.0,0.48924,0.0,9435,1272,0.13482,14280,108.3,-1.5,501.0,94.3,6.4,0.9541,0.0459,0.0,0.0,0.0,0.0,0.0,0.0877,0.1563,0.2097,0.1551,0.1179,0.1078,0.0952,0.0702,-0.0577,0.2156,0.5882,0.9028,mediterraneo,0.5638,0.509,True
04045_01505,40.45,15.05,40.4,15.0,1.0,0.13101,0.0,0.0,0.01253,0.0,0.01869,0.00605,9419,1234,0.13101,14280,130.8,1.5,1070.5,193.1,6.28,0.8498,0.1041,0.0382,0.0079,0.0,0.0,0.0,0.2318,0.0586,0.0601,0.0296,0.0719,0.2544,0.2091,0.0845,0.0642,-0.3357,0.4383,1.0,mediterraneo,0.595,0.595,True
04045_01515,40.45,15.15,40.4,15.1,1.0,0.32944,0.0,0.0,0.03397,0.0,0.00085,0.00531,9419,3103,0.32944,14280,401.9,35.6,1197.5,283.9,11.57,0.5089,0.2454,0.1578,0.0879,0.0,0.0,0.0,0.2369,0.1913,0.1207,0.0578,0.0926,0.1313,0.0996,0.0699,0.1979,0.0601,0.9578,1.0,mediterraneo,0.6832,0.6832,True
04045_01525,40.45,15.25,40.4,15.2,1.0,0.18845,0.0,0.00191,0.01125,0.0,0.0,0.05786,9419,1793,0.19036,14280,338.8,67.6,1080.4,224.1,10.76,0.5651,0.3056,0.0845,0.0448,0.0,0.0,0.0,0.1014,0.1036,0.0822,0.073,0.1486,0.228,0.1386,0.1245,-0.1061,-0.1816,0.9244,0.9995,mediterraneo,0.6735,0.6732,True
04045_01535,40.45,15.35,40.4,15.3,1.0,0.36501,0.0,0.02378,0.04024,0.0,0.0,0.0877,9419,3662,0.38879,14280,697.3,192.6,1254.9,265.9,10.43,0.0651,0.3091,0.3738,0.2419,0.0101,0.0,0.0,0.088,0.0336,0.0316,0.1027,0.2479,0.234,0.1354,0.1268,-0.2905,-0.2671,0.9721,0.9969,appenninico,0.8073,0.8048,True
04045_01545,40.45,15.45,40.4,15.4,1.0,0.48556,0.00287,0.00446,0.0963,0.0,0.0,0.08877,9418,4642,0.49289,14280,895.1,440.4,1472.0,296.6,13.5,0.0,0.2448,0.2148,0.364,0.1763,0.0,0.0,0.1123,0.2039,0.1671,0.116,0.1197,0.135,0.092,0.0541,-0.0076,0.1737,0.8769,0.9981,appenninico,0.8648,0.8632,True
04045_01555,40.45,15.55,40.4,15.5,1.0,0.16005,0.03343,0.0,0.05296,0.0,0.0,0.06665,9422,1823,0.19348,14280,629.7,439.1,1278.4,232.5,7.2,0.0,0.5873,0.2327,0.1657,0.0144,0.0,0.0,0.0851,0.0495,0.0426,0.0312,0.0699,0.3584,0.2563,0.107,-0.1527,-0.4995,0.5181,0.9568,appenninico,0.7514,0.7189,True
04045_01565,40.45,15.65,40.4,15.6,1.0,0.52558,0.0051,0.00584,0.05191,0.0,0.0,0.03599,9420,5054,0.53652,14280,977.6,591.0,1449.5,181.4,12.3,0.0,0.0004,0.4134,0.4373,0.1489,0.0,0.0,0.1395,0.1677,0.1445,0.0552,0.0704,0.1555,0.1585,0.1088,0.1174,-0.0442,0.9335,0.9971,appenninico,0.9568,0.954,True
04045_01575,40.45,15.75,40.4,15.7,1.0,0.5699,0.01571,0.06592,0.13088,0.0,0.0,0.05774,9421,6138,0.65153,14280,1156.6,650.8,1711.7,242.4,13.03,0.0,0.0,0.1604,0.4049,0.405,0.0297,0.0,0.0539,0.1135,0.1293,0.1459,0.1378,0.1733,0.1779,0.0685,-0.19,-0.0374,0.9696,0.9889,appenninico,0.9104,0.9003,True
04045_01585,40.45,15.85,40.4,15.8,1.0,0.54259,0.012,0.01636,0.07041,0.0,0.0,0.09526,9416,5376,0.57095,14280,1036.9,635.1,1823.5,243.3,11.57,0.0,0.0,0.3277,0.4492,0.1958,0.0273,0.0,0.2075,0.1778,0.1644,0.108,0.0664,0.0471,0.0709,0.1578,0.2794,0.1525,0.9791,0.9933,appenninico,0.9351,0.9288,True
04045_01595,40.45,15.95,40.4,15.9,1.0,0.28377,0.0104,0.03184,0.07323,0.0,0.01252,0.18391,9423,3072,0.32601,14280,954.2,551.2,1495.5,217.7,10.69,0.0,0.0275,0.4131,0.4001,0.1593,0.0,0.0,0.1546,0.175,0.121,0.0841,0.0647,0.044,0.1546,0.202,0.2748,-0.0208,0.9692,0.9871,appenninico,0.9444,0.9322,True
04045_01605,40.45,16.05,40.4,16.0,1.0,0.39387,0.02133,0.00754,0.04033,0.0,0.00563,0.15114,9422,3983,0.42274,14280,995.4,618.3,1446.2,146.9,12.29,0.0,0.0,0.2668,0.6346,0.0986,0.0,0.0,0.0491,0.1762,0.202,0.0772,0.0958,0.2168,0.1373,0.0456,-0.0943,0.0555,0.9823,0.9865,appenninico,0.9719,0.9588,True
04045_01615,40.45,16.15,40.4,16.1,1.0,0.59979,0.0,0.00117,0.00021,0.0,0.0,0.02102,9420,5661,0.60096,14399,846.8,415.0,1265.8,153.3,13.78,0.0,0.0522,0.5662,0.377,0.0047,0.0,0.0,0.0995,0.1377,0.1599,0.1051,0.1146,0.1486,0.1365,0.0982,-0.0311,0.0203,0.9857,0.9999,appenninico,0.9502,0.9501,True
04045_01625,40.45,16.25,40.4,16.2,1.0,0.29692,0.0,0.0,0.0293,0.0,0.0,0.04894,9420,2797,0.29692,14161,496.8,199.1,1085.2,168.5,10.97,0.0756,0.6963,0.2058,0.0222,0.0,0.0,0.0,0.1425,0.22,0.1686,0.1168,0.1277,0.1102,0.0486,0.0657,0.0551,0.2371,0.9681,1.0,mediterraneo,0.832,0.832,True
04045_01655,40.45,16.55,40.4,16.5,1.0,0.03407,0.07398,0.05297,0.01412,0.0,0.10487,0.08502,9421,1517,0.16102,14280,146.4,27.9,463.8,106.1,6.93,0.8744,0.1256,0.0,0.0,0.0,0.0,0.0,0.0854,0.15,0.141,0.0843,0.1321,0.2055,0.1311,0.0706,-0.0954,-0.0181,0.6949,0.8687,mediterraneo,0.5877,0.5105,True
04045_01665,40.45,16.65,40.4,16.6,1.0,0.09679,0.04882,0.0,0.01157,0.0,0.04065,0.08841,9422,1372,0.14561,14399,145.4,21.0,377.0,77.0,5.44,0.9717,0.0283,0.0,0.0,0.0,0.0,0.0,0.1255,0.2024,0.1316,0.1006,0.1379,0.181,0.0882,0.0328,-0.0456,0.1103,0.5795,0.9162,mediterraneo,0.5585,0.5117,True
04045_01675,40.45,16.75,40.4,16.7,1.0,0.1015,0.0,0.0,0.0,0.0,0.02272,0.00319,9419,956,0.1015,14161,63.6,11.8,164.9,34.6,2.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0981,0.1612,0.1873,0.0902,0.0885,0.1646,0.1101,0.1,0.0092,0.0769,0.2888,1.0,mediterraneo,0.55,0.55,True
04055_00865,40.55,8.65,40.5,8.6,1.0,0.102,0.0,0.0083,0.20805,0.0,0.13767,0.0,9392,1036,0.1103,14280,430.1,146.6,653.4,98.8,8.4,0.1043,0.8783,0.0174,0.0,0.0,0.0,0.0,0.144,0.1528,0.135,0.105,0.1031,0.1183,0.1395,0.1022,0.066,0.023,0.811,0.9962,mediterraneo,0.8196,0.8165,True
04055_00895,40.55,8.95,40.5,8.9,1.0,0.18496,0.0,0.0,0.00117,0.0,0.09094,0.0,9402,1739,0.18496,14400,395.0,210.9,792.6,137.6,7.27,0.3321,0.5706,0.0974,0.0,0.0,0.0,0.0,0.1491,0.0924,0.062,0.0432,0.0669,0.1018,0.2279,0.2568,0.2294,-0.3303,0.754,1.0,mediterraneo,0.7553,0.7553,True
04055_00905,40.55,9.05,40.5,9.0,1.0,0.45419,0.005,0.00266,0.0,0.0,0.05134,0.0,9408,4345,0.46185,14520,675.0,278.7,1006.9,158.8,9.1,0.0017,0.328,0.5374,0.1329,0.0,0.0,0.0,0.1589,0.0977,0.1094,0.1226,0.0687,0.0688,0.1592,0.2148,0.1782,-0.0981,0.9176,0.997,appenninico,0.8407,0.8382,True
04055_00915,40.55,9.15,40.5,9.1,1.0,0.25221,0.0119,0.0,0.0,0.0,0.25539,0.0,9409,2485,0.26411,14280,641.3,353.0,966.9,128.2,9.54,0.0,0.4362,0.5329,0.0309,0.0,0.0,0.0,0.1381,0.1077,0.0951,0.2376,0.1605,0.0935,0.0802,0.0874,-0.1186,0.137,0.8892,0.9887,appenninico,0.7989,0.7899,True
