cell_id,lat,lon,lat_min,lon_min,land_frac,clc_311_latifoglie,clc_312_conifere,clc_313_misto,clc_321_praterie,clc_322_brughiere,clc_323_sclerofille,clc_324_transizione,clc_px_validi,bosco_ha,bosco_frac,dem_px,quota_media,quota_min,quota_max,quota_sd,pendenza_media,q_000_300,q_300_600,q_600_900,q_900_1200,q_1200_1600,q_1600_2000,q_2000_su,esp_n,esp_ne,esp_e,esp_se,esp_s,esp_so,esp_o,esp_no,northness,eastness,frac_pendente,qualita_bosco,macroregione,idoneita_quota,idoneita_ospite,attiva
04405_01165,44.05,11.65,44.0,11.6,1.0,0.64958,0.01023,0.09384,0.02484,0.0,0.0,0.10598,8898,6706,0.75365,14280,682.3,264.0,1232.2,205.0,16.06,0.0125,0.3679,0.4469,0.1702,0.0025,0.0,0.0,0.1225,0.1218,0.1447,0.1031,0.0772,0.0915,0.1595,0.1798,0.1231,-0.045,0.9839,0.9904,appenninico,0.8207,0.8128,True
04405_01175,44.05,11.75,44.0,11.7,1.0,0.33427,0.03187,0.13925,0.00673,0.0,0.0,0.04623,8912,4504,0.50539,14400,565.3,260.7,988.8,137.5,14.63,0.0071,0.6115,0.3695,0.0119,0.0,0.0,0.0,0.1177,0.0993,0.1468,0.1814,0.1022,0.0632,0.1284,0.161,0.0287,0.0588,0.9821,0.9705,mediterraneo,0.8634,0.8379,True
04405_01185,44.05,11.85,44.0,11.8,1.0,0.27521,0.03997,0.12553,0.0,0.0,0.0,0.00719,8906,3925,0.44071,14400,429.0,160.5,787.6,114.1,14.15,0.1465,0.7816,0.0719,0.0,0.0,0.0,0.0,0.1128,0.1146,0.131,0.1652,0.0946,0.0913,0.1484,0.1422,0.0174,0.0158,0.9783,0.9631,mediterraneo,0.8096,0.7797,True
04405_01195,44.05,11.95,44.0,11.9,1.0,0.19088,0.0,0.22705,0.0,0.0,0.0,0.03898,8901,3720,0.41793,14400,353.2,120.3,688.9,109.8,13.8,0.3336,0.6547,0.0117,0.0,0.0,0.0,0.0,0.1124,0.099,0.147,0.1745,0.1059,0.0713,0.1242,0.1658,0.023,0.0498,0.9724,0.9728,mediterraneo,0.7505,0.7301,True
04405_01205,44.05,12.05,44.0,12.0,1.0,0.11407,0.0,0.0,0.00314,0.0,0.0,0.04816,8907,1016,0.11407,14520,256.6,65.0,678.2,107.6,10.36,0.6719,0.3256,0.0025,0.0,0.0,0.0,0.0,0.1252,0.1091,0.1589,0.1445,0.0615,0.0632,0.1424,0.1952,0.1377,0.0149,0.9395,1.0,mediterraneo,0.6486,0.6486,True
04405_01225,44.05,12.25,44.0,12.2,1.0,0.21303,0.0,0.01101,0.0,0.0,0.0,0.05135,8900,1994,0.22404,14400,213.6,44.2,481.4,86.1,10.86,0.8253,0.1747,0.0,0.0,0.0,0.0,0.0,0.1045,0.1179,0.166,0.1122,0.0775,0.124,0.1605,0.1375,0.0376,-0.0149,0.9406,0.9975,mediterraneo,0.6024,0.6009,True
04415_00745,44.15,7.45,44.1,7.4,0.7226,0.05712,0.05521,0.02541,0.1537,0.03643,0.0,0.13964,8894,1225,0.13774,14400,2138.4,1113.0,3003.1,366.9,28.03,0.0,0.0,0.0,0.0037,0.0838,0.258,0.6546,0.1142,0.1795,0.1864,0.0561,0.0709,0.1347,0.157,0.1013,0.109,0.0304,0.9964,0.8906,appenninico,0.1654,0.1473,True
04415_00755,44.15,7.55,44.1,7.5,0.5286,0.1697,0.21907,0.00101,0.1453,0.04195,0.0,0.2067,8892,3466,0.38978,14400,1659.0,853.4,2716.6,352.8,23.32,0.0,0.0,0.0015,0.1003,0.3505,0.3582,0.1895,0.1083,0.1422,0.1692,0.1523,0.0911,0.0775,0.1331,0.1264,0.0454,0.1058,0.9968,0.8594,appenninico,0.5109,0.4391,True
04415_00765,44.15,7.65,44.1,7.6,0.4752,0.02824,0.17743,0.04388,0.29692,0.03657,0.00315,0.09192,8888,2218,0.24955,14400,1861.9,858.0,2628.8,339.1,23.64,0.0,0.0,0.002,0.0546,0.1548,0.3816,0.407,0.1019,0.1117,0.1193,0.1213,0.1132,0.1694,0.1586,0.1047,-0.0631,-0.0685,0.996,0.8135,appenninico,0.3107,0.2528,True
04415_00775,44.15,7.75,44.1,7.7,1.0,0.10474,0.15401,0.14749,0.1557,0.02329,0.0,0.13084,8889,3611,0.40624,14400,1774.8,974.4,2613.2,385.4,23.05,0.0,0.0,0.0,0.0682,0.3049,0.2851,0.3419,0.1033,0.1656,0.123,0.1296,0.2018,0.1336,0.0772,0.0659,-0.1215,0.1139,0.9933,0.8871,appenninico,0.4197,0.3723,True
04415_00785,44.15,7.85,44.1,7.8,1.0,0.38702,0.02711,0.05016,0.16241,0.04004,0.0,0.14779,8891,4128,0.46429,14400,1496.2,763.0,2502.5,411.7,23.42,0.0,0.0,0.0443,0.2594,0.2988,0.2535,0.144,0.1062,0.1355,0.1483,0.151,0.2028,0.0991,0.0848,0.0723,-0.1278,0.1508,0.9958,0.98,appenninico,0.6344,0.6217,True
04415_00795,44.15,7.95,44.1,7.9,1.0,0.55017,0.0,0.14837,0.06322,0.0,0.0,0.07087,8890,6210,0.69854,14400,1148.7,541.5,2126.1,306.8,22.06,0.0,0.0017,0.2367,0.3576,0.3173,0.0812,0.0055,0.1428,0.1055,0.084,0.1845,0.2073,0.0988,0.0698,0.1073,-0.1187,0.0803,0.9935,0.9894,appenninico,0.8777,0.8684,True
04415_00805,44.15,8.05,44.1,8.0,1.0,0.77928,0.00495,0.07897,0.01417,0.0,0.0,0.10575,8889,7673,0.8632,14520,777.0,117.2,1691.6,278.7,22.11,0.0326,0.2435,0.3998,0.2559,0.0655,0.0027,0.0,0.1083,0.1536,0.1412,0.1252,0.1518,0.1298,0.1096,0.0807,-0.0594,0.0826,0.9939,0.994,appenninico,0.8464,0.8413,True
04415_00815,44.15,8.15,44.1,8.1,1.0,0.52645,0.0,0.11445,0.0,0.0,0.07506,0.15046,8886,5695,0.6409,14280,649.7,70.6,1375.1,269.7,19.12,0.1153,0.3156,0.3832,0.1701,0.0158,0.0,0.0,0.1057,0.1227,0.1289,0.1257,0.1622,0.1692,0.1134,0.0722,-0.1326,0.0232,0.9796,0.9911,appenninico,0.7658,0.759,True
04415_00825,44.15,8.25,44.1,8.2,0.79,0.09853,0.03599,0.0947,0.01833,0.0,0.08008,0.10156,8891,2038,0.22922,14400,209.6,0.0,1155.2,234.3,11.96,0.7412,0.1727,0.0693,0.0167,0.0,0.0,0.0,0.0651,0.1864,0.1667,0.2082,0.1868,0.1141,0.0507,0.0221,-0.2109,0.3069,0.7192,0.9401,mediterraneo,0.6268,0.5893,True
04415_00835,44.15,8.35,44.1,8.3,0.3079,0.122,0.0,0.03039,0.0,0.0,0.02409,0.00799,8885,1354,0.15239,14400,51.4,0.0,376.3,95.8,4.52,0.9772,0.0228,0.0,0.0,0.0,0.0,0.0,0.0339,0.0948,0.1468,0.135,0.201,0.2167,0.1432,0.0285,-0.3367,-0.004,0.2871,0.99,mediterraneo,0.5568,0.5512,True
04415_00965,44.15,9.65,44.1,9.6,0.5715,0.0958,0.08223,0.18061,0.0,0.0,0.06608,0.02165,8914,3197,0.35864,14280,189.7,0.0,719.1,214.5,10.51,0.6761,0.2973,0.0267,0.0,0.0,0.0,0.0,0.0982,0.0789,0.106,0.1261,0.1571,0.2013,0.137,0.0953,-0.1677,-0.0971,0.576,0.9175,mediterraneo,0.6486,0.5951,True
04415_00975,44.15,9.75,44.1,9.7,0.9472,0.33577,0.06556,0.35743,0.0,0.0,0.01224,0.03009,8908,6759,0.75876,14400,305.2,0.0,808.9,183.4,14.89,0.5852,0.3251,0.0897,0.0,0.0,0.0,0.0,0.1304,0.1456,0.1647,0.1338,0.0876,0.105,0.1388,0.0942,0.0439,0.0858,0.9231,0.9548,mediterraneo,0.6789,0.6482,True
04415_00985,44.15,9.85,44.1,9.8,0.9754,0.12432,0.01408,0.30146,0.0,0.0,0.0,0.05619,8880,3906,0.43986,14400,136.1,-3.8,603.1,122.4,9.72,0.8888,0.111,0.0001,0.0,0.0,0.0,0.0,0.1098,0.0993,0.1461,0.1454,0.1441,0.141,0.1202,0.0941,-0.1006,0.0377,0.7654,0.9577,mediterraneo,0.5833,0.5586,True
04415_00995,44.15,9.95,44.1,9.9,1.0,0.29223,0.00293,0.13468,0.0,0.0,0.00709,0.01791,8880,3817,0.42984,14400,163.1,0.5,659.4,157.4,9.91,0.7985,0.196,0.0055,0.0,0.0,0.0,0.0,0.108,0.0682,0.107,0.1224,0.1311,0.1758,0.1617,0.1259,-0.0988,-0.1361,0.7112,0.9826,mediterraneo,0.6107,0.6001,True
04415_01005,44.15,10.05,44.1,10.0,1.0,0.66115,0.0134,0.12691,0.0,0.0,0.0,0.00146,8880,7117,0.80146,14520,360.1,33.7,938.9,163.2,15.29,0.4,0.5181,0.0806,0.0012,0.0,0.0,0.0,0.1214,0.1165,0.1213,0.0827,0.0997,0.136,0.1647,0.1577,0.0664,-0.112,0.9753,0.9879,mediterraneo,0.7336,0.7247,True
04415_01015,44.15,10.15,44.1,10.1,1.0,0.50755,0.00631,0.04583,0.08874,0.0,0.0,0.11374,8880,4970,0.55969,14280,738.7,148.2,1759.9,373.5,23.62,0.1212,0.3031,0.2291,0.2024,0.1365,0.0078,0.0,0.135,0.149,0.1026,0.0602,0.093,0.1516,0.1801,0.1285,0.0927,-0.1316,0.9882,0.9931,appenninico,0.7506,0.7454,True
04415_01025,44.15,10.25,44.1,10.2,1.0,0.6383,0.0,0.01549,0.02795,0.0,0.0,0.06646,8908,5824,0.65379,14400,896.5,366.5,1860.5,294.2,19.04,0.0,0.1078,0.512,0.2252,0.1197,0.0353,0.0,0.1467,0.1447,0.1473,0.1184,0.0946,0.1039,0.123,0.1214,0.0862,0.0556,0.9838,0.9988,appenninico,0.8886,0.8875,True
04415_01035,44.15,10.35,44.1,10.3,1.0,0.51526,0.00538,0.09861,0.00651,0.0,0.0,0.01941,8914,5520,0.61925,14400,673.8,280.1,1563.6,228.5,15.07,0.0055,0.4339,0.389,0.1538,0.0179,0.0,0.0,0.0798,0.1535,0.1568,0.1273,0.1371,0.159,0.1135,0.0729,-0.1066,0.083,0.9767,0.9899,appenninico,0.8003,0.7922,True
04415_01045,44.15,10.45,44.1,10.4,1.0,0.72814,0.0,0.04298,0.01452,0.0,0.0,0.05356,8887,6853,0.77112,14400,782.2,212.5,1678.6,314.4,19.82,0.0398,0.2868,0.2966,0.2869,0.0835,0.0064,0.0,0.0541,0.0286,0.0725,0.1737,0.1459,0.1531,0.2137,0.1584,-0.1939,-0.2274,0.9685,0.9972,appenninico,0.8236,0.8213,True
04415_01055,44.15,10.55,44.1,10.5,1.0,0.69986,0.01827,0.10546,0.09407,0.0,0.0,0.01184,8866,7302,0.82359,14520,1274.3,487.3,1976.4,279.9,20.24,0.0,0.0076,0.1014,0.2725,0.4984,0.12,0.0,0.1097,0.1431,0.1616,0.0979,0.0914,0.1313,0.1585,0.1065,0.0314,0.0039,0.9948,0.9881,appenninico,0.833,0.8231,True
04415_01065,44.15,10.65,44.1,10.6,1.0,0.43394,0.09075,0.1852,0.10401,0.0,0.0,0.03205,8893,6313,0.70989,14280,1369.1,756.9,2146.9,239.7,18.01,0.0,0.0,0.0281,0.216,0.5686,0.1852,0.0021,0.1183,0.1666,0.1247,0.0678,0.0824,0.1347,0.1614,0.1442,0.1142,-0.0696,0.9953,0.955,appenninico,0.7816,0.7464,True
04415_01075,44.15,10.75,44.1,10.7,1.0,0.60889,0.02868,0.10585,0.15478,0.0,0.0,0.02137,8890,6609,0.74342,14400,1260.4,576.3,2147.6,302.7,19.71,0.0,0.0012,0.1328,0.2969,0.4206,0.144,0.0045,0.1027,0.173,0.1595,0.1096,0.1115,0.1708,0.0819,0.0909,-0.0218,0.0925,0.9975,0.9832,appenninico,0.8246,0.8107,True
04415_01085,44.15,10.85,44.1,10.8,1.0,0.71472,0.02035,0.06567,0.08411,0.0,0.0,0.00933,8893,7121,0.80074,14400,1126.3,484.4,1933.5,324.3,20.65,0.0,0.0343,0.2538,0.2886,0.3342,0.0891,0.0,0.1473,0.1297,0.1691,0.1075,0.0768,0.0559,0.1357,0.178,0.1815,0.037,0.995,0.9895,appenninico,0.8611,0.8521,True
04415_01095,44.15,10.95,44.1,10.9,1.0,0.53698,0.03647,0.04334,0.0,0.0,0.0,0.0,8883,5479,0.61679,14400,688.3,311.6,1476.1,261.8,15.01,0.0,0.4888,0.2819,0.1812,0.048,0.0,0.0,0.1235,0.1223,0.1582,0.1802,0.1024,0.0841,0.0864,0.1428,0.0173,0.1298,0.9825,0.9817,appenninico,0.7831,0.7688,True
04415_01105,44.15,11.05,44.1,11.0,1.0,0.53189,0.009,0.03869,0.00214,0.0,0.0,0.0505,8891,5153,0.57958,14520,625.6,284.8,1279.5,191.4,12.26,0.0017,0.4953,0.4001,0.0985,0.0044,0.0,0.0,0.107,0.0906,0.1415,0.0809,0.0326,0.122,0.2208,0.2046,0.1415,-0.1919,0.9749,0.9928,appenninico,0.7799,0.7743,True
04415_01115,44.15,11.15,44.1,11.1,1.0,0.47589,0.05991,0.03282,0.0,0.0,0.0,0.03136,8897,5059,0.56862,14280,754.1,348.0,1263.2,186.0,12.78,0.0,0.2373,0.5268,0.2347,0.0013,0.0,0.0,0.1265,0.1317,0.2234,0.1011,0.0856,0.0643,0.1261,0.1413,0.1175,0.1215,0.9805,0.9708,appenninico,0.8786,0.8529,True
04415_01125,44.15,11.25,44.1,11.2,1.0,0.55297,0.04723,0.06511,0.00382,0.0,0.0,0.01102,8892,5916,0.66531,14400,827.0,363.4,1275.0,178.8,12.43,0.0,0.1144,0.5156,0.3657,0.0043,0.0,0.0,0.083,0.0896,0.1135,0.0748,0.0492,0.1677,0.2775,0.1447,0.0299,-0.2745,0.9878,0.9774,appenninico,0.9278,0.9068,True
04415_01135,44.15,11.35,44.1,11.3,1.0,0.36875,0.0,0.0367,0.05549,0.0,0.0,0.09343,8884,3602,0.40545,14400,732.2,406.5,1283.7,204.3,10.86,0.0,0.3293,0.4629,0.1908,0.017,0.0,0.0,0.0848,0.1148,0.1973,0.2016,0.1617,0.0858,0.0654,0.0886,-0.1397,0.2398,0.9712,0.9955,appenninico,0.8426,0.8388,True
04415_01145,44.15,11.45,44.1,11.4,1.0,0.68994,0.0,0.00944,0.00911,0.0,0.0,0.1231,8895,6221,0.69938,14400,600.8,203.9,1083.7,167.7,17.69,0.0279,0.4753,0.4577,0.039,0.0,0.0,0.0,0.1231,0.1099,0.122,0.1366,0.1155,0.1267,0.1453,0.1208,-0.0192,-0.0256,0.9867,0.9993,appenninico,0.766,0.7655,True
04415_01155,44.15,11.55,44.1,11.5,1.0,0.68148,0.00979,0.05041,0.00326,0.0,0.0,0.04883,8888,6592,0.74168,14520,588.2,186.9,1029.6,149.3,16.34,0.0249,0.4985,0.4562,0.0204,0.0,0.0,0.0,0.1095,0.1145,0.1452,0.1286,0.1232,0.0756,0.1418,0.1616,0.0357,0.009,0.9853,0.9933,mediterraneo,0.8602,0.8544,True
04415_01165,44.15,11.65,44.1,11.6,1.0,0.38559,0.01891,0.20349,0.0,0.0,0.0,0.01992,8885,5402,0.60799,14280,472.6,151.7,809.6,140.5,14.95,0.1295,0.659,0.2115,0.0,0.0,0.0,0.0,0.096,0.0993,0.1739,0.1583,0.1026,0.0869,0.1282,0.1549,0.0008,0.0592,0.9772,0.9755,mediterraneo,0.8217,0.8016,True
04415_01175,44.15,11.75,44.1,11.7,1.0,0.33348,0.00382,0.0685,0.0,0.0,0.0,0.01012,8891,3608,0.4058,14400,383.0,116.0,685.2,114.9,14.82,0.2496,0.7235,0.0269,0.0,0.0,0.0,0.0,0.104,0.1024,0.175,0.1568,0.0667,0.0661,0.1442,0.1848,0.0824,0.0391,0.9791,0.9892,mediterraneo,0.7765,0.7681,True
04415_01185,44.15,11.85,44.1,11.8,1.0,0.20459,0.00428,0.08654,0.0,0.0,0.0,0.05582,8886,2625,0.29541,14400,317.0,86.2,700.2,114.3,12.56,0.4599,0.5349,0.0053,0.0,0.0,0.0,0.0,0.1244,0.1328,0.1582,0.1414,0.0832,0.0761,0.1276,0.1563,0.0945,0.0606,0.9638,0.9817,mediterraneo,0.7124,0.6994,True
04415_01195,44.15,11.95,44.1,11.9,1.0,0.12465,0.0,0.0135,0.0,0.0,0.0,0.04106,8889,1228,0.13815,14400,181.5,35.1,459.9,88.4,8.78,0.8783,0.1217,0.0,0.0,0.0,0.0,0.0,0.1194,0.1278,0.1789,0.1473,0.0783,0.0655,0.1165,0.1662,0.1038,0.0979,0.8338,0.9951,mediterraneo,0.5865,0.5836,True
04425_00695,44.25,6.95,44.2,6.9,0.068,0.00282,0.31298,0.03436,0.11289,0.0712,0.0,0.03391,8876,3108,0.35016,14520,1921.2,978.7,2996.0,511.3,25.86,0.0,0.0,0.0,0.0742,0.2349,0.2753,0.4156,0.0924,0.1397,0.085,0.0994,0.1496,0.2109,0.1666,0.0563,-0.1384,-0.1043,0.9909,0.7716,appenninico,0.3648,0.2815,True
04425_00705,44.25,7.05,44.2,7.0,0.699,0.0098,0.15236,0.02096,0.04417,0.02017,0.0,0.17602,8874,1625,0.18312,14520,2107.0,997.8,2916.2,365.2,27.29,0.0,0.0,0.0,0.0038,0.1099,0.245,0.6413,0.1121,0.1128,0.1394,0.1853,0.1339,0.0959,0.1097,0.1108,-0.0705,0.0951,0.9978,0.7863,appenninico,0.1835,0.1443,True
04425_00715,44.25,7.15,44.2,7.1,0.9369,0.08607,0.08089,0.08979,0.01791,0.01374,0.0,0.28977,8876,2279,0.25675,14520,1967.6,895.2,2848.1,396.3,28.68,0.0,0.0,0.0012,0.0457,0.1377,0.2899,0.5255,0.1347,0.1585,0.1649,0.0682,0.0338,0.0944,0.2186,0.1269,0.1932,-0.0457,0.9963,0.9038,appenninico,0.2614,0.2363,True
04425_00725,44.25,7.25,44.2,7.2,1.0,0.0613,0.10096,0.14659,0.0,0.00699,0.0,0.13341,8875,2741,0.30885,14520,1998.8,958.0,3044.0,459.3,28.48,0.0,0.0,0.0,0.0346,0.2016,0.2478,0.516,0.181,0.1535,0.1097,0.1465,0.0916,0.0586,0.1063,0.1528,0.1621,0.0677,0.9972,0.8945,appenninico,0.2906,0.2599,True
04425_00735,44.25,7.35,44.2,7.3,1.0,0.44654,0.00563,0.03673,0.0,0.01285,0.0,0.14648,8875,4339,0.4889,14520,1440.8,728.2,2868.3,447.0,27.63,0.0,0.0,0.1005,0.2463,0.3345,0.1916,0.1271,0.1943,0.156,0.1355,0.1315,0.1117,0.0521,0.0781,0.1407,0.1659,0.1328,0.9767,0.9934,appenninico,0.6861,0.6816,True
04425_00745,44.25,7.45,44.2,7.4,1.0,0.54491,0.0018,0.05365,0.02908,0.00462,0.0,0.11653,8873,5327,0.60036,14520,1292.1,674.8,2425.2,365.7,24.73,0.0,0.0,0.1341,0.3269,0.332,0.1578,0.0492,0.1198,0.2245,0.1153,0.0685,0.0687,0.1443,0.1329,0.126,0.154,-0.0052,0.9824,0.9948,appenninico,0.7848,0.7807,True
04425_00755,44.25,7.55,44.2,7.5,1.0,0.63558,0.0,0.08122,0.0,0.01386,0.0,0.10094,8877,6363,0.7168,14520,1170.4,667.4,2353.2,293.1,22.34,0.0,0.0,0.1847,0.4056,0.3235,0.0747,0.0115,0.1003,0.1468,0.1179,0.0625,0.0727,0.1339,0.2064,0.1594,0.1106,-0.1483,0.9858,0.9943,appenninico,0.8787,0.8737,True
04425_00765,44.25,7.65,44.2,7.6,1.0,0.4845,0.10177,0.0541,0.00687,0.00304,0.0,0.09535,8873,5682,0.64037,14520,1354.5,634.3,2385.6,393.8,23.28,0.0,0.0,0.1313,0.2763,0.3098,0.2103,0.0723,0.131,0.1512,0.1932,0.0967,0.0488,0.0725,0.148,0.1586,0.1827,0.0595,0.9955,0.956,appenninico,0.7289,0.6968,True
04425_00775,44.25,7.75,44.2,7.7,1.0,0.41201,0.04845,0.02659,0.22702,0.00777,0.0,0.16336,8876,4323,0.48705,14520,1451.3,628.1,2423.2,426.1,22.43,0.0,0.0,0.132,0.1913,0.2609,0.3106,0.1052,0.1562,0.1673,0.1737,0.0805,0.0244,0.0501,0.1631,0.1845,0.2952,0.0187,0.9918,0.9724,appenninico,0.6337,0.6162,True
04425_00785,44.25,7.85,44.2,7.8,1.0,0.70745,0.03695,0.00946,0.01138,0.00034,0.0,0.12256,8877,6692,0.75386,14520,1193.5,598.4,1985.9,278.2,21.57,0.0,0.0001,0.1616,0.366,0.3863,0.086,0.0,0.1386,0.1745,0.1989,0.0853,0.0304,0.1083,0.1361,0.1279,0.1907,0.0792,0.9954,0.9871,appenninico,0.8737,0.8624,True
04425_00795,44.25,7.95,44.2,7.9,1.0,0.71686,0.01668,0.02491,0.04824,0.01623,0.0,0.1099,8872,6729,0.75845,14520,1166.0,592.0,1936.9,289.1,18.82,0.0,0.0003,0.201,0.3722,0.3344,0.0921,0.0,0.1199,0.1555,0.1763,0.1177,0.0656,0.0905,0.1516,0.1229,0.1059,0.0713,0.9948,0.9929,appenninico,0.8752,0.869,True
04425_00805,44.25,8.05,44.2,8.0,1.0,0.7378,0.0,0.11132,0.0,0.0,0.0,0.01149,8875,7536,0.84912,14641,816.0,480.2,1348.5,184.3,16.24,0.0,0.1493,0.5139,0.3156,0.0212,0.0,0.0,0.0972,0.1244,0.1701,0.1287,0.091,0.0818,0.1688,0.138,0.045,0.0293,0.9542,0.9934,appenninico,0.9114,0.9054,True
04425_00815,44.25,8.15,44.2,8.1,1.0,0.86873,0.0,0.02783,0.0,0.0,0.0,0.03211,8875,7957,0.89656,14399,887.6,428.4,1384.6,166.1,16.88,0.0,0.0088,0.5521,0.4027,0.0363,0.0,0.0,0.1151,0.1222,0.144,0.1016,0.0954,0.124,0.1716,0.1261,0.0338,-0.0476,0.9779,0.9984,appenninico,0.9633,0.9618,True
04425_00825,44.25,8.25,44.2,8.2,1.0,0.77845,0.01431,0.05973,0.0,0.0,0.0,0.06164,8874,7565,0.85249,14520,669.6,48.8,1346.9,223.2,17.61,0.0676,0.2918,0.493,0.1406,0.007,0.0,0.0,0.0861,0.146,0.1551,0.1474,0.1701,0.1142,0.093,0.0882,-0.1086,0.1334,0.9899,0.9923,appenninico,0.8069,0.8007,True
04425_00835,44.25,8.35,44.2,8.3,1.0,0.63048,0.0,0.14067,0.0,0.0,0.05136,0.0526,8879,6847,0.77115,14520,386.0,35.9,952.8,182.5,16.03,0.3758,0.4664,0.1561,0.0018,0.0,0.0,0.0,0.0999,0.1161,0.173,0.1573,0.1199,0.1137,0.1196,0.1006,-0.0597,0.0989,0.9822,0.9909,mediterraneo,0.7447,0.7379,True
04425_00845,44.25,8.45,44.2,8.4,0.3887,0.03855,0.02761,0.03821,0.0,0.0,0.08059,0.01815,8872,926,0.10437,14520,41.4,0.0,427.0,78.5,4.48,0.9802,0.0198,0.0,0.0,0.0,0.0,0.0,0.116,0.1569,0.2132,0.1746,0.1431,0.0798,0.029,0.0874,-0.0293,0.3084,0.3253,0.9156,mediterraneo,0.5559,0.509,True
04425_00945,44.25,9.45,44.2,9.4,0.5568,0.02963,0.04225,0.08281,0.0,0.0,0.08945,0.09531,8876,1373,0.15469,14520,97.9,0.0,676.2,128.6,8.48,0.9043,0.0947,0.001,0.0,0.0,0.0,0.0,0.075,0.0628,0.0918,0.1583,0.1546,0.1435,0.2168,0.0972,-0.1919,-0.1421,0.5337,0.905,mediterraneo,0.5788,0.5238,True
04425_00955,44.25,9.55,44.2,9.5,0.9373,0.3408,0.08585,0.24831,0.0,0.0,0.01361,0.12297,8888,5999,0.67496,14641,398.7,0.0,987.3,206.2,15.02,0.3158,0.5148,0.1673,0.002,0.0,0.0,0.0,0.095,0.0813,0.09,0.1311,0.1463,0.1605,0.1821,0.1136,-0.1217,-0.1375,0.9338,0.9498,mediterraneo,0.763,0.7247,True
04425_00965,44.25,9.65,44.2,9.6,1.0,0.49825,0.00857,0.40731,0.0,0.0,0.0,0.01738,8863,8102,0.91413,14399,364.9,112.5,791.0,116.3,15.1,0.3143,0.6504,0.0353,0.0,0.0,0.0,0.0,0.1368,0.1381,0.1361,0.1385,0.146,0.0871,0.1006,0.1168,0.0107,0.089,0.9754,0.9754,mediterraneo,0.7575,0.7389,True
04425_00975,44.25,9.75,44.2,9.7,1.0,0.22316,0.11378,0.42343,0.01601,0.0,0.0,0.0221,8868,6743,0.76037,14520,407.2,52.5,1189.3,230.8,14.62,0.3997,0.3927,0.1737,0.0339,0.0,0.0,0.0,0.0775,0.0473,0.1088,0.1477,0.1499,0.1756,0.1815,0.1117,-0.1912,-0.1419,0.9548,0.9347,mediterraneo,0.7303,0.6826,True
04425_00985,44.25,9.85,44.2,9.8,1.0,0.72624,0.01273,0.07466,0.02365,0.0,0.0,0.05563,8880,7225,0.81363,14520,569.7,43.6,1159.5,243.5,18.36,0.1472,0.4012,0.3467,0.1048,0.0,0.0,0.0,0.0653,0.1205,0.1718,0.1298,0.1601,0.1801,0.1137,0.0587,-0.1912,0.067,0.9919,0.9915,mediterraneo,0.7969,0.7901,True
04425_00995,44.25,9.95,44.2,9.9,1.0,0.51577,0.0,0.117,0.0,0.0,0.0,0.00788,8880,5619,0.63277,14520,220.0,45.0,655.2,118.1,9.89,0.7592,0.2399,0.0008,0.0,0.0,0.0,0.0,0.0886,0.1308,0.1534,0.1722,0.1491,0.0908,0.0954,0.1198,-0.0701,0.1295,0.8399,0.9908,mediterraneo,0.6222,0.6165,True
04425_01005,44.25,10.05,44.2,10.0,1.0,0.575,0.00045,0.0384,0.0,0.0,0.0,0.00788,8880,5451,0.61385,14641,329.0,68.1,948.2,198.8,12.33,0.5696,0.2996,0.1281,0.0028,0.0,0.0,0.0,0.0558,0.0287,0.0814,0.1623,0.1935,0.1622,0.1762,0.14,-0.257,-0.1853,0.9222,0.9967,mediterraneo,0.6849,0.6826,True
04425_01015,44.25,10.15,44.2,10.1,1.0,0.70473,0.00327,0.04786,0.00721,0.0,0.0,0.02275,8880,6712,0.75586,14399,617.5,143.3,1377.9,209.6,17.52,0.0419,0.4686,0.385,0.0982,0.0062,0.0,0.0,0.1074,0.0345,0.0553,0.1532,0.1765,0.1508,0.1634,0.159,-0.1493,-0.1987,0.9917,0.9958,appenninico,0.7609,0.7577,True
04425_01025,44.25,10.25,44.2,10.2,1.0,0.74323,0.0044,0.02289,0.05323,0.0,0.0,0.015,8868,6833,0.77052,14520,1154.5,484.6,1880.2,312.9,18.42,0.0,0.0154,0.2413,0.29,0.3621,0.0912,0.0,0.0725,0.0733,0.1402,0.1659,0.1616,0.1502,0.1326,0.1036,-0.1942,-0.003,0.9944,0.9971,appenninico,0.8636,0.8611,True
04425_01035,44.25,10.35,44.2,10.3,1.0,0.66129,0.02369,0.0897,0.10595,0.0,0.0,0.01873,8863,6866,0.77468,14520,1344.4,547.3,2095.8,286.8,19.82,0.0,0.004,0.0775,0.2087,0.5105,0.1965,0.0028,0.0713,0.0804,0.0987,0.0973,0.1166,0.189,0.206,0.1407,-0.0941,-0.222,0.9941,0.9866,appenninico,0.7777,0.7673,True
04425_01045,44.25,10.45,44.2,10.4,1.0,0.69959,0.02644,0.01418,0.13895,0.0,0.0,0.00349,8888,6579,0.74021,14520,1377.2,725.7,2069.0,285.8,17.47,0.0,0.0,0.0406,0.2608,0.4554,0.2369,0.0063,0.1274,0.2321,0.1667,0.1424,0.1051,0.0944,0.0657,0.0662,0.0723,0.2591,0.9951,0.9901,appenninico,0.7577,0.7502,True
