cell_id,lat,lon,dem_px,quota_media,quota_min,quota_max,quota_sd,pendenza_media,q_000_300,q_300_600,q_600_900,q_900_1200,q_1200_1600,q_1600_2000,q_2000_su,esp_n,esp_ne,esp_e,esp_se,esp_s,esp_so,esp_o,esp_no,northness,eastness,frac_pendente
03705_01425,37.05,14.25,14400,5.7,0.0,64.6,9.0,0.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1198,0.276,0.0399,0.026,0.2656,0.2014,0.0538,0.0174,-0.0926,0.015,0.04
03705_01435,37.05,14.35,14400,61.1,0.0,235.0,55.7,3.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0641,0.0553,0.1001,0.1316,0.1509,0.187,0.1671,0.1438,-0.1741,-0.1723,0.4205
03705_01445,37.05,14.45,14400,142.9,18.6,281.7,64.1,4.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1352,0.0455,0.0757,0.1353,0.1795,0.1151,0.145,0.1688,-0.0696,-0.1466,0.522
03705_01455,37.05,14.55,14400,215.9,78.5,322.6,45.2,3.23,0.9786,0.0214,0.0,0.0,0.0,0.0,0.0,0.1268,0.0357,0.0758,0.217,0.162,0.1087,0.0962,0.1779,-0.1196,-0.0463,0.3271
03705_01465,37.05,14.65,14400,348.6,180.4,811.4,100.2,4.02,0.399,0.5788,0.0222,0.0,0.0,0.0,0.0,0.0695,0.0204,0.0312,0.0771,0.104,0.1378,0.3111,0.2489,0.0032,-0.5028,0.4279
03705_01475,37.05,14.75,14400,646.0,390.1,901.7,111.0,8.88,0.0,0.3485,0.6514,0.0001,0.0,0.0,0.0,0.0722,0.0946,0.1882,0.1374,0.085,0.1162,0.1945,0.112,-0.0482,0.0006,0.9137
03705_01485,37.05,14.85,14400,569.0,282.1,908.9,125.0,8.14,0.005,0.6408,0.3537,0.0005,0.0,0.0,0.0,0.0567,0.0819,0.1502,0.1688,0.1545,0.1585,0.1625,0.0668,-0.2289,0.0092,0.8861
03705_01495,37.05,14.95,14400,566.3,330.9,739.0,64.3,5.47,0.0,0.6884,0.3116,0.0,0.0,0.0,0.0,0.1609,0.1402,0.135,0.1533,0.156,0.0887,0.0576,0.1084,0.0092,0.1494,0.6092
03705_01505,37.05,15.05,14400,425.7,190.0,690.5,95.2,5.22,0.1075,0.8649,0.0276,0.0,0.0,0.0,0.0,0.1264,0.2527,0.1384,0.1608,0.2018,0.0857,0.0146,0.0196,-0.0566,0.3503,0.7258
03705_01515,37.05,15.15,14400,130.6,23.4,344.6,67.7,2.93,0.9955,0.0045,0.0,0.0,0.0,0.0,0.0,0.0967,0.2875,0.2559,0.096,0.1528,0.087,0.0061,0.0181,0.0417,0.455,0.3305
03705_01525,37.05,15.25,14400,27.2,-1.0,171.6,29.7,1.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1229,0.1285,0.1112,0.0984,0.2825,0.1724,0.0561,0.028,-0.2363,0.068,0.1362
03705_01535,37.05,15.35,14400,2.6,-0.1,59.9,9.8,0.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0339,0.3526,0.1614,0.0139,0.1474,0.259,0.0319,0.0,-0.0356,0.1891,0.0349
03715_01375,37.15,13.75,14400,51.3,0.0,368.5,75.7,3.15,0.9912,0.0088,0.0,0.0,0.0,0.0,0.0,0.1135,0.0449,0.0513,0.1171,0.2905,0.2346,0.0801,0.0678,-0.351,-0.1368,0.3492
03715_01385,37.15,13.85,14400,107.4,0.0,456.4,121.9,4.33,0.8969,0.1031,0.0,0.0,0.0,0.0,0.0,0.0695,0.096,0.0937,0.1327,0.2473,0.1708,0.1012,0.0889,-0.2629,-0.0378,0.4826
03715_01395,37.15,13.95,14400,77.8,0.0,346.2,73.7,4.87,0.995,0.005,0.0,0.0,0.0,0.0,0.0,0.0975,0.1005,0.1182,0.1235,0.1777,0.1724,0.0977,0.1125,-0.1488,-0.0233,0.5494
03715_01405,37.15,14.05,14400,163.1,0.0,412.5,107.1,5.64,0.9117,0.0883,0.0,0.0,0.0,0.0,0.0,0.0863,0.0716,0.105,0.1745,0.2127,0.1272,0.1366,0.0861,-0.2314,-0.0075,0.6937
03715_01415,37.15,14.15,14400,119.3,0.0,477.0,96.3,5.52,0.9519,0.0481,0.0,0.0,0.0,0.0,0.0,0.0622,0.0662,0.1231,0.1793,0.1886,0.174,0.1308,0.0758,-0.2816,-0.0179,0.6014
