cell_id,lat,lon,dem_px,quota_media,quota_min,quota_max,quota_sd,pendenza_media,q_000_300,q_300_600,q_600_900,q_900_1200,q_1200_1600,q_1600_2000,q_2000_su,esp_n,esp_ne,esp_e,esp_se,esp_s,esp_so,esp_o,esp_no,northness,eastness,frac_pendente
04055_01575,40.55,15.75,14400,1037.2,718.4,1737.6,218.1,11.38,0.0,0.0,0.3405,0.4076,0.2359,0.016,0.0,0.1692,0.1809,0.1338,0.0746,0.0595,0.0556,0.1521,0.1742,0.2771,-0.0009,0.9155
04055_01585,40.55,15.85,14400,1001.5,639.5,1465.4,148.6,11.56,0.0,0.0,0.2565,0.6592,0.0843,0.0,0.0,0.0919,0.1514,0.1623,0.1295,0.1467,0.1299,0.1108,0.0775,-0.0753,0.1024,0.9788
04055_01595,40.55,15.95,14400,802.7,465.7,1178.9,160.5,10.45,0.0,0.1087,0.6047,0.2867,0.0,0.0,0.0,0.1329,0.1733,0.149,0.1354,0.1403,0.1302,0.0706,0.0682,-0.0224,0.1587,0.9739
04055_01605,40.55,16.05,14400,704.6,332.2,1208.5,173.0,14.35,0.0,0.3135,0.5298,0.1565,0.0001,0.0,0.0,0.1383,0.1584,0.1398,0.1035,0.0664,0.1076,0.1685,0.1175,0.1223,-0.0004,0.9856
04055_01615,40.55,16.15,14520,621.8,209.1,1175.8,209.3,12.52,0.0688,0.3936,0.4267,0.111,0.0,0.0,0.0,0.1871,0.1608,0.123,0.0957,0.0974,0.0888,0.1049,0.1423,0.1775,0.0351,0.974
04055_01625,40.55,16.25,14280,404.9,155.3,780.5,141.8,8.66,0.2489,0.6436,0.1076,0.0,0.0,0.0,0.0,0.1771,0.2084,0.1488,0.0927,0.1225,0.1046,0.0654,0.0805,0.1218,0.1693,0.8814
04055_01635,40.55,16.35,14400,369.9,109.9,605.7,141.8,8.8,0.331,0.6676,0.0014,0.0,0.0,0.0,0.0,0.1337,0.2143,0.131,0.0469,0.1387,0.2194,0.0702,0.0458,-0.0074,0.062,0.8354
04055_01645,40.55,16.45,14400,265.6,60.3,535.5,127.8,8.75,0.5976,0.4024,0.0,0.0,0.0,0.0,0.0,0.1275,0.2349,0.1167,0.0482,0.1356,0.2093,0.083,0.0448,0.0088,0.0555,0.8412
04055_01655,40.55,16.55,14400,225.6,52.5,476.0,116.4,7.5,0.7083,0.2917,0.0,0.0,0.0,0.0,0.0,0.1455,0.2069,0.154,0.1073,0.1195,0.1171,0.074,0.0757,0.0679,0.17,0.7976
04055_01665,40.55,16.65,14520,127.0,30.4,397.8,72.4,5.13,0.9789,0.0211,0.0,0.0,0.0,0.0,0.0,0.0662,0.147,0.1493,0.0939,0.1276,0.2466,0.1094,0.0601,-0.1609,-0.0007,0.6095
04055_01675,40.55,16.75,14280,160.4,30.0,353.8,81.7,4.13,0.9108,0.0892,0.0,0.0,0.0,0.0,0.0,0.0163,0.0968,0.1466,0.1163,0.1933,0.2392,0.1537,0.0377,-0.3436,-0.0527,0.502
04055_01685,40.55,16.85,14400,108.0,16.2,331.3,70.8,2.47,0.9701,0.0299,0.0,0.0,0.0,0.0,0.0,0.0586,0.0481,0.1203,0.3063,0.29,0.1116,0.0347,0.0305,-0.4855,0.2389,0.2644
04055_01695,40.55,16.95,14400,44.8,-1.5,102.7,22.6,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0238,0.1457,0.1885,0.0935,0.0811,0.1849,0.1482,0.1343,-0.0565,-0.0177,0.1344
04055_01705,40.55,17.05,14400,25.7,0.0,111.2,18.4,0.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0229,0.1371,0.219,0.0248,0.059,0.3257,0.1848,0.0267,-0.1622,-0.096,0.0365
04055_01715,40.55,17.15,14520,64.5,-0.8,283.6,66.8,1.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085,0.013,0.0666,0.0993,0.1753,0.5112,0.1082,0.0179,-0.596,-0.3225,0.154
04055_01725,40.55,17.25,14280,121.6,0.0,275.6,84.1,1.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0147,0.0184,0.0424,0.0677,0.3722,0.3109,0.117,0.0567,-0.5928,-0.2885,0.152
04055_01735,40.55,17.35,14400,117.6,0.0,247.6,64.6,2.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0342,0.075,0.2094,0.1134,0.2003,0.2318,0.1044,0.0314,-0.3399,0.0615,0.199
04055_01745,40.55,17.45,14400,168.9,56.5,342.7,65.1,1.82,0.9557,0.0443,0.0,0.0,0.0,0.0,0.0,0.0042,0.0195,0.0502,0.0679,0.2873,0.4324,0.1288,0.0096,-0.6247,-0.3497,0.1962
04055_01755,40.55,17.55,14400,164.4,120.0,259.9,29.2,0.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0129,0.0172,0.0991,0.1379,0.4095,0.2802,0.0302,0.0129,-0.6727,-0.0454,0.0161
04055_01765,40.55,17.65,14520,123.7,94.9,161.5,11.2,0.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2432,0.2973,0.1351,0.027,0.0541,0.027,0.0811,0.1351,0.5047,0.1449,0.0025
04055_01775,40.55,17.75,14280,89.6,56.4,115.0,12.9,0.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.25,0.375,0.0,0.125,0.0,-0.5117,0.3151,0.0006
04055_01785,40.55,17.85,14400,62.4,28.8,87.9,13.2,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04055_01795,40.55,17.95,14400,43.5,11.6,67.9,12.3,0.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04055_01805,40.55,18.05,14400,12.1,-0.5,47.3,11.8,0.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0672,0.3866,0.2017,0.1345,0.0252,0.0168,0.042,0.1261,0.3159,0.429,0.0083
04065_00815,40.65,8.15,14280,19.0,0.0,355.1,52.7,2.4,0.9969,0.0031,0.0,0.0,0.0,0.0,0.0,0.0985,0.0912,0.1827,0.1082,0.1098,0.1216,0.186,0.1021,-0.0569,-0.0211,0.1728
04065_00825,40.65,8.25,14400,55.5,-0.2,429.3,54.3,3.45,0.9932,0.0068,0.0,0.0,0.0,0.0,0.0,0.1244,0.1211,0.1452,0.1117,0.1035,0.141,0.184,0.0691,-0.0196,-0.0253,0.3147
04065_00835,40.65,8.35,14400,34.0,-1.1,184.7,19.9,1.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0496,0.0416,0.0709,0.0726,0.1408,0.1346,0.2507,0.2391,-0.0458,-0.3705,0.0784
04065_00845,40.65,8.45,14400,115.6,21.6,273.1,47.6,4.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1817,0.1209,0.0921,0.0824,0.1191,0.1227,0.1388,0.1422,0.1093,-0.0906,0.5932
04065_00855,40.65,8.55,14520,212.8,55.7,477.2,77.9,8.21,0.8646,0.1354,0.0,0.0,0.0,0.0,0.0,0.1507,0.1491,0.0496,0.053,0.0996,0.161,0.1763,0.1607,0.1219,-0.2172,0.8393
04065_00865,40.65,8.65,14280,324.6,116.1,518.9,99.2,7.6,0.3923,0.6077,0.0,0.0,0.0,0.0,0.0,0.1175,0.1493,0.1142,0.0837,0.1547,0.1607,0.1282,0.0917,-0.041,-0.0328,0.7884
04065_00875,40.65,8.75,14400,360.2,208.0,653.4,65.1,4.72,0.0978,0.8953,0.0069,0.0,0.0,0.0,0.0,0.0853,0.106,0.1021,0.1636,0.1754,0.1608,0.1103,0.0965,-0.1778,-0.0034,0.5698
04065_00885,40.65,8.85,14400,297.9,184.9,485.9,71.6,3.68,0.5902,0.4098,0.0,0.0,0.0,0.0,0.0,0.1578,0.1239,0.1321,0.1348,0.1905,0.0926,0.0483,0.1199,-0.0198,0.1155,0.4326
04065_00895,40.65,8.95,14400,206.7,159.0,354.6,30.7,1.89,0.9865,0.0135,0.0,0.0,0.0,0.0,0.0,0.1451,0.1735,0.1414,0.1705,0.0557,0.0384,0.1034,0.172,0.195,0.1335,0.1881
04065_00905,40.65,9.05,14520,335.4,159.0,776.7,143.9,6.49,0.534,0.4113,0.0547,0.0,0.0,0.0,0.0,0.1462,0.0916,0.084,0.0658,0.0732,0.0956,0.2181,0.2255,0.1887,-0.2603,0.6844
04065_00915,40.65,9.15,14280,565.1,215.0,1079.5,201.4,11.8,0.1127,0.4499,0.3835,0.0539,0.0,0.0,0.0,0.1428,0.0962,0.1035,0.0869,0.0757,0.0936,0.1528,0.2485,0.1913,-0.165,0.9401
04065_00925,40.65,9.25,14400,740.8,518.7,1023.2,97.0,6.56,0.0,0.0208,0.9118,0.0674,0.0,0.0,0.0,0.1109,0.0821,0.1162,0.1694,0.1347,0.0891,0.1191,0.1785,-0.0241,-0.0128,0.7455
04065_00935,40.65,9.35,14400,653.7,363.1,1052.7,91.2,5.79,0.0,0.249,0.7224,0.0286,0.0,0.0,0.0,0.1408,0.1462,0.1433,0.1853,0.1449,0.0746,0.0626,0.1024,-0.0129,0.1912,0.7014
04065_00945,40.65,9.45,14400,444.7,111.8,782.6,164.5,13.07,0.2155,0.5728,0.2117,0.0,0.0,0.0,0.0,0.1862,0.1321,0.0979,0.1569,0.1669,0.0794,0.0721,0.1085,0.0217,0.1002,0.9335
04065_00955,40.65,9.55,14520,355.8,38.5,858.7,219.2,12.46,0.4699,0.3642,0.1659,0.0,0.0,0.0,0.0,0.1119,0.1021,0.115,0.1563,0.1456,0.1427,0.1098,0.1165,-0.0952,0.0047,0.9081
04065_00965,40.65,9.65,14280,174.0,2.0,776.8,143.6,11.32,0.8223,0.1639,0.0138,0.0,0.0,0.0,0.0,0.1564,0.1458,0.127,0.1631,0.137,0.0797,0.0888,0.1022,0.024,0.1301,0.8513
04065_00975,40.65,9.75,14400,15.1,-1.5,261.5,32.9,2.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1404,0.1228,0.156,0.1782,0.1517,0.0787,0.0687,0.1036,-0.0338,0.1719,0.2092
04065_01435,40.65,14.35,14400,45.3,-0.3,540.6,109.7,2.46,0.9294,0.0706,0.0,0.0,0.0,0.0,0.0,0.2405,0.1064,0.0081,0.0357,0.0704,0.0609,0.1978,0.2804,0.3878,-0.3382,0.1984
04065_01445,40.65,14.45,14400,273.5,0.0,1372.8,315.5,13.37,0.6172,0.2147,0.111,0.0494,0.0076,0.0,0.0,0.1767,0.1045,0.0288,0.0715,0.1114,0.1536,0.1732,0.1804,0.1133,-0.258,0.6394
04065_01455,40.65,14.55,14400,535.3,0.0,1381.1,371.0,18.27,0.3106,0.2117,0.2735,0.1909,0.0133,0.0,0.0,0.1091,0.1117,0.1292,0.1259,0.137,0.1811,0.1119,0.0942,-0.0978,-0.0136,0.8259
04065_01465,40.65,14.65,14400,261.0,0.0,1111.6,278.5,13.54,0.5799,0.2756,0.1294,0.0151,0.0,0.0,0.0,0.0536,0.1164,0.218,0.1396,0.1242,0.1636,0.1302,0.0545,-0.173,0.1199,0.605
04065_01475,40.65,14.75,14400,58.0,0.0,627.7,109.7,4.26,0.9406,0.0594,0.0001,0.0,0.0,0.0,0.0,0.0443,0.0942,0.1675,0.1847,0.196,0.142,0.0938,0.0775,-0.2718,0.1211,0.2948
04065_01485,40.65,14.85,14400,76.1,0.0,415.8,92.1,4.46,0.9664,0.0336,0.0,0.0,0.0,0.0,0.0,0.0615,0.0686,0.1272,0.1289,0.1865,0.1965,0.1239,0.107,-0.2428,-0.073,0.3615
04065_01495,40.65,14.95,14400,150.7,19.4,605.1,114.8,5.09,0.8793,0.1206,0.0001,0.0,0.0,0.0,0.0,0.0903,0.0321,0.0881,0.1654,0.186,0.1754,0.1225,0.1402,-0.2236,-0.1201,0.4744
04065_01505,40.65,15.05,14400,432.9,56.7,1287.9,303.9,13.53,0.4328,0.2918,0.157,0.1168,0.0016,0.0,0.0,0.0496,0.0544,0.0709,0.1626,0.2467,0.1704,0.1543,0.091,-0.3403,-0.1163,0.8418
04065_01515,40.65,15.15,14400,395.1,37.0,1245.4,289.9,10.3,0.4767,0.2772,0.1674,0.0785,0.0002,0.0,0.0,0.0234,0.0495,0.16,0.1875,0.2218,0.2078,0.0852,0.0648,-0.4012,0.0498,0.8409
04065_01525,40.65,15.25,14400,236.9,62.0,675.6,93.9,8.38,0.7468,0.2526,0.0006,0.0,0.0,0.0,0.0,0.098,0.0986,0.1536,0.1311,0.1133,0.1329,0.1599,0.1126,-0.0539,-0.0184,0.8884
04065_01535,40.65,15.35,14400,518.5,113.7,1350.5,248.8,10.65,0.2022,0.5298,0.1541,0.1084,0.0056,0.0,0.0,0.066,0.0535,0.0527,0.1478,0.226,0.2382,0.1475,0.0682,-0.3576,-0.172,0.8599
04065_01545,40.65,15.45,14400,556.0,170.1,1114.6,202.1,14.64,0.0994,0.4935,0.3541,0.053,0.0,0.0,0.0,0.1431,0.1342,0.069,0.1196,0.2554,0.1504,0.0632,0.065,-0.1664,0.04,0.9247
04065_01555,40.65,15.55,14400,640.9,261.0,1224.7,178.2,11.88,0.0036,0.4268,0.5107,0.0585,0.0003,0.0,0.0,0.2078,0.1342,0.1077,0.0824,0.1172,0.1353,0.0706,0.1448,0.1352,-0.0104,0.9491
04065_01565,40.65,15.65,14400,753.3,387.3,1359.4,220.8,9.93,0.0,0.2745,0.4842,0.196,0.0452,0.0,0.0,0.128,0.1171,0.0625,0.0589,0.1066,0.1891,0.2008,0.137,0.0289,-0.2518,0.9618
04065_01575,40.65,15.75,14400,923.6,667.0,1347.0,152.9,8.22,0.0,0.0,0.5085,0.436,0.0554,0.0,0.0,0.1116,0.1445,0.1845,0.1568,0.1497,0.0949,0.0599,0.0981,-0.049,0.2101,0.9256
04065_01585,40.65,15.85,14400,818.8,585.2,1193.2,120.8,8.78,0.0,0.0019,0.7618,0.2362,0.0,0.0,0.0,0.147,0.1086,0.1258,0.096,0.109,0.1199,0.1442,0.1497,0.0729,-0.0648,0.9408
04065_01595,40.65,15.95,14400,750.4,470.7,1069.6,133.2,9.13,0.0,0.1513,0.7047,0.144,0.0,0.0,0.0,0.1179,0.1606,0.1829,0.1172,0.1434,0.1067,0.0886,0.0827,-0.0108,0.1562,0.96
04065_01605,40.65,16.05,14400,679.4,365.4,1101.2,148.0,10.65,0.0,0.3176,0.5994,0.083,0.0,0.0,0.0,0.1419,0.1567,0.16,0.0927,0.087,0.1111,0.141,0.1096,0.101,0.0389,0.9774
04065_01615,40.65,16.15,14520,483.2,209.1,853.4,132.8,8.64,0.0556,0.72,0.2243,0.0,0.0,0.0,0.0,0.1545,0.1924,0.1333,0.1151,0.1362,0.1061,0.0598,0.1026,0.0731,0.1502,0.9042
04065_01625,40.65,16.25,14280,340.6,150.2,602.1,95.2,7.81,0.3803,0.6194,0.0004,0.0,0.0,0.0,0.0,0.1415,0.1764,0.1627,0.1055,0.1796,0.1154,0.0578,0.0611,-0.0254,0.1816,0.8912
04065_01635,40.65,16.35,14400,262.7,113.9,526.4,110.2,6.87,0.6774,0.3226,0.0,0.0,0.0,0.0,0.0,0.1951,0.2061,0.0865,0.1012,0.1545,0.1166,0.0626,0.0774,0.0863,0.1083,0.79
04065_01645,40.65,16.45,14400,221.9,97.5,466.2,92.6,6.18,0.7926,0.2074,0.0,0.0,0.0,0.0,0.0,0.0963,0.1684,0.1469,0.0954,0.1223,0.1859,0.1221,0.0627,-0.0647,0.036,0.768
04065_01655,40.65,16.55,14400,202.1,79.7,445.0,74.8,3.46,0.8806,0.1194,0.0,0.0,0.0,0.0,0.0,0.0516,0.0745,0.1476,0.1113,0.1096,0.2504,0.2059,0.0492,-0.2258,-0.1424,0.4512
04065_01665,40.65,16.65,14520,347.3,107.7,517.8,99.9,5.12,0.266,0.734,0.0,0.0,0.0,0.0,0.0,0.1244,0.0904,0.0726,0.0581,0.1467,0.3412,0.1018,0.0648,-0.1987,-0.2133,0.5879
04065_01675,40.65,16.75,14280,374.9,285.3,485.7,31.8,1.81,0.0007,0.9993,0.0,0.0,0.0,0.0,0.0,0.1752,0.1965,0.1186,0.0996,0.2044,0.1323,0.0544,0.019,-0.0451,0.1766,0.1583
04065_01685,40.65,16.85,14400,312.6,95.3,413.6,46.6,2.51,0.3159,0.6841,0.0,0.0,0.0,0.0,0.0,0.0892,0.1408,0.2114,0.1786,0.1243,0.161,0.053,0.0417,-0.1494,0.2489,0.2648
04065_01695,40.65,16.95,14400,231.3,60.9,329.9,58.8,2.56,0.9785,0.0215,0.0,0.0,0.0,0.0,0.0,0.0367,0.0425,0.1382,0.1491,0.293,0.1971,0.1005,0.0429,-0.4498,0.0032,0.291
04065_01705,40.65,17.05,14400,269.9,17.9,459.3,97.8,2.83,0.5665,0.4335,0.0,0.0,0.0,0.0,0.0,0.0357,0.0212,0.0476,0.1318,0.389,0.267,0.0749,0.0328,-0.6128,-0.1324,0.3636
04065_01715,40.65,17.15,14520,351.2,87.0,505.3,98.0,2.66,0.4042,0.5958,0.0,0.0,0.0,0.0,0.0,0.0171,0.027,0.0659,0.1254,0.3313,0.2858,0.1104,0.037,-0.5743,-0.1666,0.2937
04065_01725,40.65,17.25,14280,394.3,200.0,523.0,95.3,2.64,0.2536,0.7464,0.0,0.0,0.0,0.0,0.0,0.0379,0.0819,0.0831,0.1375,0.2648,0.2828,0.0902,0.0217,-0.467,-0.0639,0.2771
04065_01735,40.65,17.35,14400,379.4,174.4,472.9,68.0,2.59,0.1507,0.8493,0.0,0.0,0.0,0.0,0.0,0.0568,0.2004,0.0656,0.127,0.3219,0.1608,0.045,0.0224,-0.3223,0.1224,0.2297
04065_01745,40.65,17.45,14400,324.0,204.1,404.5,37.3,2.48,0.2818,0.7182,0.0,0.0,0.0,0.0,0.0,0.0707,0.3145,0.2048,0.0573,0.0862,0.1365,0.0881,0.0418,0.0974,0.2625,0.2641
04065_01755,40.65,17.55,14400,222.3,151.7,321.8,32.2,1.61,0.989,0.011,0.0,0.0,0.0,0.0,0.0,0.0498,0.3869,0.1999,0.0693,0.0626,0.1534,0.0639,0.0141,0.108,0.3541,0.1032
04065_01765,40.65,17.65,14520,140.4,101.1,213.0,19.0,0.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093,0.3953,0.3023,0.0698,0.0233,0.1163,0.0,-0.2433,0.5677,0.003
04065_01775,40.65,17.75,14280,73.5,5.0,120.9,26.7,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0917,0.2917,0.3083,0.0958,0.1208,0.0208,0.025,0.0458,0.1471,0.5143,0.0168
04065_01785,40.65,17.85,14400,26.1,0.0,56.3,14.5,0.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5152,0.8571,0.0001
04065_01795,40.65,17.95,14400,10.4,-1.5,43.0,11.0,0.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2085,0.0638,0.0766,0.1957,0.1787,0.0,0.0979,0.1787,0.0485,0.0399,0.0163
04065_01805,40.65,18.05,14400,0.4,-1.5,12.9,1.6,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04075_00815,40.75,8.15,14399,63.0,0.0,418.7,89.8,4.16,0.9749,0.0251,0.0,0.0,0.0,0.0,0.0,0.133,0.1323,0.0894,0.0659,0.0715,0.1445,0.2025,0.1609,0.1237,-0.1912,0.3816
04075_00825,40.75,8.25,14520,130.6,29.3,452.2,56.2,5.83,0.9851,0.0149,0.0,0.0,0.0,0.0,0.0,0.0821,0.1274,0.1869,0.1397,0.1084,0.0945,0.1151,0.1459,-0.0028,0.0929,0.6855
04075_00835,40.75,8.35,14520,74.9,8.7,338.1,43.3,2.67,0.9975,0.0025,0.0,0.0,0.0,0.0,0.0,0.0752,0.1506,0.211,0.125,0.097,0.0911,0.1276,0.1226,0.0162,0.1296,0.2337
04075_00845,40.75,8.45,14520,75.1,13.3,212.0,31.5,2.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0998,0.1701,0.0627,0.0523,0.1048,0.1634,0.1866,0.1603,0.0765,-0.2094,0.2174
04075_00855,40.75,8.55,14641,175.9,17.4,397.0,76.0,4.06,0.9144,0.0856,0.0,0.0,0.0,0.0,0.0,0.1335,0.073,0.0433,0.0661,0.0625,0.1338,0.2962,0.1916,0.1212,-0.39,0.5364
04075_00865,40.75,8.65,14399,388.3,94.9,752.4,103.1,9.8,0.1649,0.7971,0.038,0.0,0.0,0.0,0.0,0.1365,0.1145,0.1172,0.1005,0.1115,0.1227,0.1383,0.1589,0.0606,-0.0715,0.9122
04075_00875,40.75,8.75,14520,420.5,133.7,712.6,109.8,8.01,0.1383,0.7966,0.0651,0.0,0.0,0.0,0.0,0.1061,0.1604,0.1763,0.1182,0.0771,0.1032,0.1427,0.116,0.0671,0.079,0.8748
04075_00885,40.75,8.85,14520,309.8,67.2,599.1,98.8,5.69,0.4045,0.5955,0.0,0.0,0.0,0.0,0.0,0.1456,0.1147,0.1199,0.1055,0.0798,0.0443,0.0843,0.306,0.2668,-0.0525,0.7698
04075_00895,40.75,8.95,14520,392.3,151.7,697.8,143.8,7.42,0.3218,0.6015,0.0767,0.0,0.0,0.0,0.0,0.0866,0.0843,0.1112,0.164,0.1093,0.0622,0.1512,0.2312,0.0352,-0.078,0.7694
04075_00905,40.75,9.05,14641,242.6,99.7,752.7,108.3,6.6,0.8269,0.1541,0.0191,0.0,0.0,0.0,0.0,0.0855,0.0909,0.1039,0.1867,0.1695,0.1228,0.1133,0.1274,-0.1554,0.0072,0.6348
04075_00915,40.75,9.15,14399,249.7,159.0,727.3,75.2,5.66,0.8333,0.1619,0.0048,0.0,0.0,0.0,0.0,0.113,0.0737,0.1019,0.1474,0.1528,0.126,0.1158,0.1693,-0.0644,-0.0686,0.6397
04075_00925,40.75,9.25,14520,398.3,187.7,951.2,163.0,9.02,0.4163,0.4684,0.1131,0.0023,0.0,0.0,0.0,0.1506,0.1063,0.0833,0.0793,0.0974,0.0872,0.1638,0.2322,0.1793,-0.1794,0.7948
04075_00935,40.75,9.35,14520,550.9,254.6,964.3,96.1,8.15,0.0186,0.7342,0.2443,0.003,0.0,0.0,0.0,0.1996,0.1086,0.1047,0.1084,0.0902,0.0742,0.1158,0.1985,0.2029,-0.0535,0.8671
04075_00945,40.75,9.45,14520,504.6,191.3,858.0,132.7,9.8,0.0902,0.6733,0.2365,0.0,0.0,0.0,0.0,0.1572,0.1103,0.1378,0.1367,0.0958,0.0699,0.113,0.1793,0.1223,0.0228,0.8764
04075_00955,40.75,9.55,14641,375.4,95.7,945.4,192.4,11.72,0.4389,0.4134,0.1468,0.001,0.0,0.0,0.0,0.1754,0.1074,0.1289,0.109,0.0781,0.0856,0.1211,0.1944,0.1766,-0.037,0.8487
04075_00965,40.75,9.65,14399,134.9,-0.4,622.8,126.9,9.05,0.8782,0.1215,0.0003,0.0,0.0,0.0,0.0,0.1656,0.1652,0.1874,0.1701,0.0991,0.0562,0.048,0.1084,0.1031,0.2691,0.7107
04075_00975,40.75,9.75,14520,1.4,-1.0,131.3,7.7,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1798,0.1742,0.2022,0.2781,0.0843,0.0253,0.0112,0.0449,0.041,0.4692,0.0245
04075_01385,40.75,13.85,14520,43.3,0.0,760.7,119.3,2.95,0.9459,0.0438,0.0103,0.0,0.0,0.0,0.0,0.154,0.0648,0.0241,0.1315,0.0869,0.1514,0.2275,0.1598,0.0225,-0.2922,0.2116
04075_01395,40.75,13.95,14520,50.1,0.0,688.1,109.3,3.72,0.9483,0.0499,0.0017,0.0,0.0,0.0,0.0,0.1746,0.1439,0.1752,0.1952,0.1117,0.0586,0.0638,0.077,0.0437,0.2621,0.2646
04075_01405,40.75,14.05,14520,3.5,0.0,152.0,14.5,0.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0766,0.1343,0.0964,0.1334,0.1566,0.1704,0.1575,0.0749,-0.155,-0.045,0.08
04075_01435,40.75,14.35,14520,8.9,0.0,252.1,30.3,0.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2058,0.7241,0.0701,0.0,-0.7031,-0.6231,0.0904
04075_01445,40.75,14.45,14520,58.3,0.0,483.6,89.8,2.01,0.9691,0.0309,0.0,0.0,0.0,0.0,0.0,0.0017,0.0121,0.0466,0.2459,0.4415,0.2199,0.0226,0.0097,-0.7741,0.0657,0.2778
04075_01455,40.75,14.55,14520,87.1,4.7,1141.9,178.4,4.05,0.903,0.0556,0.0335,0.0079,0.0,0.0,0.0,0.2986,0.0675,0.0329,0.013,0.0249,0.0499,0.1437,0.3695,0.5555,-0.3515,0.2071
04075_01465,40.75,14.65,14520,219.5,15.4,1123.1,243.3,10.92,0.7202,0.1747,0.0893,0.0159,0.0,0.0,0.0,0.199,0.1636,0.1156,0.1014,0.0874,0.1006,0.1234,0.109,0.1646,0.0364,0.58
04075_01475,40.75,14.75,14520,302.1,57.9,839.1,153.2,12.36,0.5936,0.3501,0.0563,0.0,0.0,0.0,0.0,0.094,0.0905,0.1293,0.0973,0.0903,0.1489,0.2344,0.1153,-0.0317,-0.1608,0.8158
04075_01485,40.75,14.85,14520,607.0,96.9,1587.5,283.8,17.85,0.1229,0.4234,0.3099,0.0973,0.0464,0.0,0.0,0.0608,0.0891,0.114,0.1152,0.197,0.203,0.1332,0.0877,-0.2435,-0.0825,0.982
04075_01495,40.75,14.95,14520,626.7,107.5,1578.1,283.1,17.83,0.1617,0.2818,0.3839,0.1521,0.0205,0.0,0.0,0.0635,0.0789,0.0967,0.1238,0.1642,0.194,0.1842,0.0948,-0.2055,-0.1548,0.9573
04075_01505,40.75,15.05,14520,944.5,370.4,1646.3,262.5,18.2,0.0,0.0623,0.4448,0.2889,0.2007,0.0033,0.0,0.1125,0.0911,0.1271,0.1342,0.11,0.1619,0.1373,0.1259,-0.0536,-0.0554,0.982
04075_01515,40.75,15.15,14520,1192.7,365.4,1801.9,274.1,20.03,0.0,0.0408,0.0913,0.3476,0.4653,0.055,0.0,0.1379,0.0999,0.1612,0.1809,0.1314,0.0552,0.092,0.1414,0.0095,0.129,0.9882
04075_01525,40.75,15.25,14520,450.4,150.5,1395.7,250.5,11.84,0.3087,0.4882,0.1283,0.0545,0.0204,0.0,0.0,0.0612,0.0964,0.1912,0.125,0.0857,0.1638,0.2045,0.0723,-0.1163,-0.0267,0.9335
04075_01535,40.75,15.35,14520,1076.9,387.0,1574.2,238.4,14.89,0.0,0.0391,0.1935,0.4197,0.3477,0.0,0.0,0.1614,0.1244,0.0681,0.0992,0.1298,0.1674,0.151,0.0987,-0.0015,-0.1181,0.9675
04075_01545,40.75,15.45,14520,837.5,374.2,1445.9,212.3,12.86,0.0,0.1389,0.4848,0.3282,0.0481,0.0,0.0,0.0911,0.1696,0.1217,0.1532,0.2021,0.1507,0.0748,0.0368,-0.1868,0.1484,0.9663
04075_01555,40.75,15.55,14520,714.0,327.7,1396.9,260.1,9.66,0.0,0.409,0.3193,0.2432,0.0285,0.0,0.0,0.0578,0.0799,0.0834,0.1313,0.2203,0.2503,0.1177,0.0592,-0.3444,-0.1064,0.9417
04075_01565,40.75,15.65,14520,768.9,426.9,1255.6,158.2,10.2,0.0,0.1488,0.6475,0.2002,0.0035,0.0,0.0,0.12,0.1385,0.0873,0.1143,0.1707,0.1512,0.1217,0.0963,-0.0725,-0.0326,0.9736
