cell_id,parent_id,lat,lon,lat_min,lon_min,land_frac,clc_311_latifoglie,clc_312_conifere,clc_313_misto,clc_321_praterie,clc_322_brughiere,clc_323_sclerofille,clc_324_transizione,clc_px_validi,bosco_ha,bosco_frac,dem_px,quota_media,quota_min,quota_max,quota_sd,pendenza_media,q_000_300,q_300_600,q_600_900,q_900_1200,q_1200_1600,q_1600_2000,q_2000_su,esp_n,esp_ne,esp_e,esp_se,esp_s,esp_so,esp_o,esp_no,northness,eastness,frac_pendente,quota_padre,delta_quota,qualita_bosco,macroregione,idoneita_quota,idoneita_ospite,attiva
041088_014588,04105_01455,41.0875,14.5875,41.075,14.575,1.0,0.60616,0.0,0.0,0.0,0.0,0.07021,0.0137,584,354,0.60616,900,688.8,267.1,1290.6,321.7,21.75,0.0667,0.4222,0.1967,0.25,0.0644,0.0,0.0,0.0246,0.0112,0.0,0.0179,0.4206,0.4452,0.0716,0.0089,-0.741,-0.3791,0.9933,433.7,255.1,1.0,appenninico,0.7616,0.7616,True
041088_014612,04105_01465,41.0875,14.6125,41.075,14.6,1.0,0.35223,0.0,0.0,0.0,0.0,0.0,0.04983,582,205,0.35223,900,804.0,324.1,1380.5,298.3,24.02,0.0,0.3167,0.2522,0.3244,0.1067,0.0,0.0,0.0544,0.1367,0.0967,0.1311,0.5367,0.03,0.0033,0.0111,-0.4849,0.2628,1.0,409.7,394.3,1.0,appenninico,0.8447,0.8447,True
041088_014638,04105_01465,41.0875,14.6375,41.075,14.625,1.0,0.19692,0.0,0.0,0.0,0.0,0.0,0.07705,584,115,0.19692,900,502.1,328.0,869.0,101.7,10.6,0.0,0.8367,0.1633,0.0,0.0,0.0,0.0,0.0067,0.0536,0.1151,0.3274,0.2223,0.1698,0.1017,0.0034,-0.5387,0.1688,0.9944,409.7,92.4,1.0,mediterraneo,0.8582,0.8582,True
041088_014662,04105_01465,41.0875,14.6625,41.075,14.65,1.0,0.14384,0.0,0.0,0.0,0.0,0.0,0.03082,584,84,0.14384,900,509.5,323.4,660.7,61.6,8.98,0.0,0.9467,0.0533,0.0,0.0,0.0,0.0,0.1435,0.0621,0.1695,0.1492,0.2497,0.1073,0.0395,0.0791,-0.1803,0.1515,0.9833,409.7,99.8,1.0,mediterraneo,0.8527,0.8527,True
041088_014688,04105_01465,41.0875,14.6875,41.075,14.675,1.0,0.41753,0.0,0.0,0.0,0.0,0.0,0.00687,582,243,0.41753,900,384.0,225.4,528.7,60.7,9.31,0.0989,0.9011,0.0,0.0,0.0,0.0,0.0,0.043,0.1584,0.2941,0.155,0.1471,0.0905,0.0317,0.0803,-0.1117,0.377,0.9822,409.7,-25.7,1.0,mediterraneo,0.8203,0.8203,True
041088_014712,04105_01475,41.0875,14.7125,41.075,14.7,1.0,0.07388,0.0,0.0,0.0,0.0,0.0,0.0,582,43,0.07388,900,291.9,170.1,443.0,65.1,7.8,0.5411,0.4589,0.0,0.0,0.0,0.0,0.0,0.0666,0.09,0.2243,0.2535,0.1694,0.0736,0.0269,0.0958,-0.2204,0.3368,0.9511,307.6,-15.7,1.0,mediterraneo,0.6877,0.6877,False
041088_014738,04105_01475,41.0875,14.7375,41.075,14.725,1.0,0.18151,0.0,0.0,0.0,0.0,0.0,0.0,584,106,0.18151,900,204.4,135.3,321.2,40.7,7.06,0.9856,0.0144,0.0,0.0,0.0,0.0,0.0,0.201,0.1559,0.162,0.1194,0.0694,0.0134,0.1596,0.1194,0.244,0.1157,0.9122,307.6,-103.2,1.0,mediterraneo,0.5543,0.5543,True
041088_014762,04105_01475,41.0875,14.7625,41.075,14.75,1.0,0.13058,0.0,0.0,0.0,0.0,0.0,0.0,582,76,0.13058,900,276.6,172.4,377.5,41.5,9.18,0.7011,0.2989,0.0,0.0,0.0,0.0,0.0,0.0381,0.0635,0.2483,0.1259,0.0312,0.0242,0.2691,0.1998,0.0978,-0.0426,0.9622,307.6,-31.0,1.0,mediterraneo,0.6397,0.6397,True
041088_014788,04105_01475,41.0875,14.7875,41.075,14.775,1.0,0.04467,0.0,0.0,0.0,0.0,0.0,0.0,582,26,0.04467,900,184.0,133.8,392.4,45.6,6.63,0.9689,0.0311,0.0,0.0,0.0,0.0,0.0,0.0218,0.0419,0.2886,0.0453,0.0084,0.0285,0.3238,0.2416,0.1461,-0.1815,0.6622,307.6,-123.6,1.0,mediterraneo,0.5593,0.5593,False
041088_014812,04105_01485,41.0875,14.8125,41.075,14.8,1.0,0.20034,0.0,0.0,0.0,0.0,0.0,0.0,584,117,0.20034,900,286.4,206.2,395.4,35.3,6.25,0.6589,0.3411,0.0,0.0,0.0,0.0,0.0,0.2456,0.1779,0.1228,0.0188,0.0213,0.0965,0.1366,0.1805,0.3965,-0.0723,0.8867,409.3,-122.9,1.0,mediterraneo,0.6523,0.6523,True
041088_014838,04105_01485,41.0875,14.8375,41.075,14.825,1.0,0.14923,0.0,0.0,0.0,0.0,0.0,0.0,583,87,0.14923,900,314.0,235.8,379.9,28.9,4.7,0.3189,0.6811,0.0,0.0,0.0,0.0,0.0,0.1376,0.187,0.0541,0.0139,0.0062,0.1762,0.272,0.153,0.2416,-0.3308,0.7189,409.3,-95.3,1.0,mediterraneo,0.7543,0.7543,True
041088_014862,04105_01485,41.0875,14.8625,41.075,14.85,1.0,0.18696,0.0,0.0,0.0,0.0,0.0,0.0,583,109,0.18696,900,328.8,247.3,388.2,32.5,5.29,0.2178,0.7822,0.0,0.0,0.0,0.0,0.0,0.157,0.1694,0.303,0.1171,0.0028,0.0138,0.0634,0.1736,0.3114,0.3128,0.8067,409.3,-80.5,1.0,mediterraneo,0.7847,0.7847,True
041088_014888,04105_01485,41.0875,14.8875,41.075,14.875,1.0,0.06997,0.0,0.0,0.0,0.0,0.0,0.0,586,41,0.06997,900,273.8,218.5,325.8,24.4,3.89,0.83,0.17,0.0,0.0,0.0,0.0,0.0,0.1394,0.1829,0.3397,0.101,0.0087,0.0105,0.0383,0.1794,0.2989,0.3636,0.6378,409.3,-135.5,1.0,mediterraneo,0.601,0.601,False
041088_015212,04105_01525,41.0875,15.2125,41.075,15.2,1.0,0.0,0.09794,0.0,0.0,0.0,0.0,0.08076,582,57,0.09794,900,565.8,466.2,711.9,55.3,8.76,0.0,0.7256,0.2744,0.0,0.0,0.0,0.0,0.1116,0.0372,0.0384,0.1116,0.2174,0.2291,0.0884,0.1663,-0.2052,-0.2143,0.9556,689.7,-123.9,0.75,mediterraneo,0.8637,0.6478,False
041088_015238,04105_01525,41.0875,15.2375,41.075,15.225,1.0,0.10274,0.08048,0.0,0.0,0.0,0.0,0.0,584,107,0.18322,900,615.8,509.3,763.2,55.0,8.54,0.0,0.4433,0.5567,0.0,0.0,0.0,0.0,0.0478,0.1958,0.0128,0.0455,0.1841,0.2949,0.1503,0.0688,-0.1773,-0.2397,0.9533,689.7,-73.9,0.8902,appenninico,0.7948,0.7075,True
041088_015262,04105_01525,41.0875,15.2625,41.075,15.25,1.0,0.0378,0.03093,0.0,0.0,0.0,0.0,0.0,582,40,0.06873,900,680.3,562.1,826.1,70.6,6.99,0.0,0.1656,0.8344,0.0,0.0,0.0,0.0,0.0694,0.0412,0.1741,0.1824,0.3282,0.0847,0.0588,0.0612,-0.3795,0.17,0.9444,689.7,-9.4,0.8875,appenninico,0.892,0.7916,False
041088_015288,04105_01525,41.0875,15.2875,41.075,15.275,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583,0,0.0,900,687.8,592.0,784.1,46.2,6.65,0.0,0.0178,0.9822,0.0,0.0,0.0,0.0,0.0317,0.0228,0.0608,0.1787,0.057,0.0862,0.4119,0.1508,-0.0622,-0.3719,0.8767,689.7,-1.9,0.0,appenninico,0.9438,0.0,False
041088_015412,04105_01545,41.0875,15.4125,41.075,15.4,1.0,0.02401,0.0,0.0,0.0,0.0,0.0,0.0,583,14,0.02401,900,513.1,385.7,670.4,56.3,7.29,0.0,0.9222,0.0778,0.0,0.0,0.0,0.0,0.1937,0.2723,0.2265,0.0481,0.0035,0.0,0.0458,0.2101,0.5121,0.254,0.9467,641.3,-128.2,1.0,mediterraneo,0.8539,0.8539,False
041088_015438,04105_01545,41.0875,15.4375,41.075,15.425,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583,0,0.0,900,490.0,387.0,633.6,56.7,6.77,0.0,0.9456,0.0544,0.0,0.0,0.0,0.0,0.2835,0.1568,0.0169,0.0024,0.0084,0.0905,0.2063,0.2352,0.4852,-0.3068,0.9211,641.3,-151.3,0.0,mediterraneo,0.8527,0.0,False
041088_015462,04105_01545,41.0875,15.4625,41.075,15.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583,0,0.0,900,617.7,453.7,761.9,73.8,7.62,0.0,0.4111,0.5889,0.0,0.0,0.0,0.0,0.1825,0.0057,0.0,0.0034,0.0287,0.1527,0.302,0.3249,0.2891,-0.6405,0.9678,641.3,-23.6,0.0,appenninico,0.8061,0.0,False
041088_015488,04105_01545,41.0875,15.4875,41.075,15.475,1.0,0.08904,0.0,0.0,0.0,0.0,0.0,0.0,584,52,0.08904,900,653.6,479.0,770.0,70.6,7.15,0.0,0.23,0.77,0.0,0.0,0.0,0.0,0.2784,0.2192,0.1682,0.1872,0.0379,0.0,0.0059,0.1031,0.3525,0.3886,0.9378,641.3,12.3,1.0,appenninico,0.8695,0.8695,False
041088_015512,04105_01555,41.0875,15.5125,41.075,15.5,1.0,0.07388,0.0,0.0,0.0,0.0,0.0,0.0,582,43,0.07388,900,505.1,366.2,682.4,74.8,7.98,0.0,0.8778,0.1222,0.0,0.0,0.0,0.0,0.0382,0.2385,0.4511,0.1451,0.0855,0.0157,0.0022,0.0236,0.038,0.7115,0.9878,403.9,101.2,1.0,mediterraneo,0.8561,0.8561,False
041088_015538,04105_01555,41.0875,15.5375,41.075,15.525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584,0,0.0,900,351.2,219.5,496.3,60.9,7.08,0.1978,0.8022,0.0,0.0,0.0,0.0,0.0,0.0,0.0863,0.3417,0.202,0.2066,0.1612,0.0023,0.0,-0.4197,0.4414,0.9789,403.9,-52.7,0.0,mediterraneo,0.7907,0.0,False
041088_015562,04105_01555,41.0875,15.5625,41.075,15.55,1.0,0.08434,0.0,0.0,0.0,0.0,0.0,0.0,581,49,0.08434,900,252.5,201.0,353.2,36.9,5.7,0.8767,0.1233,0.0,0.0,0.0,0.0,0.0,0.1206,0.0575,0.1697,0.2412,0.0561,0.0323,0.1473,0.1753,0.0457,0.0855,0.7922,403.9,-151.4,1.0,mediterraneo,0.587,0.587,False
041088_015588,04105_01555,41.0875,15.5875,41.075,15.575,1.0,0.08191,0.0,0.0,0.01706,0.0,0.0,0.0,586,48,0.08191,900,231.7,193.5,381.5,43.0,3.8,0.9056,0.0944,0.0,0.0,0.0,0.0,0.0,0.3333,0.3503,0.0446,0.0722,0.0828,0.0064,0.0234,0.087,0.5149,0.2495,0.5233,403.9,-172.2,1.0,mediterraneo,0.5783,0.5783,False
041088_016412,04105_01645,41.0875,16.4125,41.075,16.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585,0,0.0,900,334.7,318.5,353.0,7.0,1.13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1818,0.8182,0.0,0.0,0.0,0.0,0.0,0.0,0.7012,0.6208,0.0244,337.6,-2.9,0.0,mediterraneo,0.85,0.0,False
041088_016438,04105_01645,41.0875,16.4375,41.075,16.425,1.0,0.02222,0.0,0.0,0.0,0.0,0.0,0.0,585,13,0.02222,930,329.5,292.8,349.7,11.6,1.41,0.0237,0.9763,0.0,0.0,0.0,0.0,0.0,0.193,0.6842,0.1228,0.0,0.0,0.0,0.0,0.0,0.6679,0.6574,0.0613,337.6,-8.1,1.0,mediterraneo,0.8429,0.8429,False
041088_016462,04105_01645,41.0875,16.4625,41.075,16.45,1.0,0.08763,0.0,0.0,0.0,0.0,0.0,0.0,582,51,0.08763,870,297.5,244.4,343.0,23.9,2.4,0.508,0.492,0.0,0.0,0.0,0.0,0.0,0.0487,0.4646,0.4159,0.0088,0.0088,0.0,0.0133,0.0398,0.4438,0.7192,0.2598,337.6,-40.1,1.0,mediterraneo,0.6976,0.6976,False
041088_016488,04105_01645,41.0875,16.4875,41.075,16.475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583,0,0.0,900,251.7,225.3,294.7,12.9,1.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,0.7143,0.0,0.0,0.0,0.0,0.0,0.2301,0.9302,0.0311,337.6,-85.9,0.0,mediterraneo,0.55,0.0,False
041112_013912,04115_01395,41.1125,13.9125,41.1,13.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584,0,0.0,900,12.3,1.2,105.6,10.1,1.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1944,0.5278,0.2778,0.0,0.0,-0.9028,-0.1123,0.04,114.4,-102.1,0.0,mediterraneo,0.55,0.0,False
041112_013938,04115_01395,41.1125,13.9375,41.1,13.925,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583,0,0.0,900,9.8,0.3,25.9,6.0,0.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.4,-104.6,0.0,mediterraneo,0.55,0.0,False
041112_013962,04115_01395,41.1125,13.9625,41.1,13.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583,0,0.0,900,4.4,-0.5,15.8,3.5,0.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.4,-110.0,0.0,mediterraneo,0.55,0.0,False
041112_013988,04115_01395,41.1125,13.9875,41.1,13.975,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584,0,0.0,900,4.7,-0.1,27.3,2.4,0.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.2,0.1,0.1,0.2,0.0,-0.1609,0.133,0.0111,114.4,-109.7,0.0,mediterraneo,0.55,0.0,False
041112_014212,04115_01425,41.1125,14.2125,41.1,14.2,1.0,0.04811,0.0,0.0,0.0,0.0,0.0,0.0,582,28,0.04811,900,23.5,11.5,37.2,3.5,0.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5556,0.0,0.0,0.0,0.0556,0.2222,0.1667,0.4939,-0.0784,0.02,106.5,-83.0,1.0,mediterraneo,0.55,0.55,False
041112_014238,04115_01425,41.1125,14.2375,41.1,14.225,1.0,0.02568,0.0,0.0,0.0,0.0,0.0,0.0,584,15,0.02568,900,28.2,14.0,44.1,5.5,0.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.6667,0.0,-0.3494,-0.9359,0.0033,106.5,-78.3,1.0,mediterraneo,0.55,0.55,False
041112_014262,04115_01425,41.1125,14.2625,41.1,14.25,1.0,0.05137,0.0,0.0,0.14555,0.0,0.0,0.15411,584,30,0.05137,900,120.7,31.7,442.5,94.5,8.89,0.9389,0.0611,0.0,0.0,0.0,0.0,0.0,0.0258,0.0092,0.0,0.0018,0.1494,0.297,0.452,0.0646,-0.3059,-0.704,0.6022,106.5,14.2,1.0,mediterraneo,0.5683,0.5683,False
041112_014288,04115_01425,41.1125,14.2875,41.1,14.275,1.0,0.2116,0.0,0.0,0.17577,0.0,0.23549,0.08874,586,124,0.2116,900,276.7,48.1,593.7,114.5,16.04,0.5822,0.4178,0.0,0.0,0.0,0.0,0.0,0.0915,0.3315,0.0949,0.0357,0.1473,0.1808,0.0982,0.0201,0.0365,0.1184,0.9956,106.5,170.2,1.0,mediterraneo,0.6753,0.6753,True
041112_014312,04115_01435,41.1125,14.3125,41.1,14.3,1.0,0.35616,0.0,0.0,0.24658,0.0,0.01884,0.04623,584,208,0.35616,900,197.0,45.5,446.8,82.3,14.55,0.8844,0.1156,0.0,0.0,0.0,0.0,0.0,0.1409,0.2211,0.0756,0.0344,0.0676,0.2486,0.1489,0.063,0.0863,-0.1193,0.97,183.0,14.0,1.0,mediterraneo,0.5847,0.5847,True
041112_014338,04115_01435,41.1125,14.3375,41.1,14.325,1.0,0.20654,0.0,0.0,0.19966,0.0,0.04819,0.20482,581,120,0.20654,900,261.0,152.4,404.7,58.2,10.68,0.7256,0.2744,0.0,0.0,0.0,0.0,0.0,0.1532,0.1029,0.0944,0.049,0.1176,0.2096,0.114,0.1593,0.0333,-0.1728,0.9067,183.0,78.0,1.0,mediterraneo,0.6323,0.6323,True
041112_014362,04115_01435,41.1125,14.3625,41.1,14.35,1.0,0.2354,0.0,0.0,0.07045,0.0,0.0378,0.15464,582,137,0.2354,900,306.6,209.0,528.9,76.7,9.61,0.5833,0.4167,0.0,0.0,0.0,0.0,0.0,0.3245,0.1003,0.0339,0.0693,0.1844,0.1209,0.0295,0.1372,0.175,-0.0775,0.7533,183.0,123.6,1.0,mediterraneo,0.675,0.675,True
041112_014388,04115_01435,41.1125,14.3875,41.1,14.375,1.0,0.39897,0.0,0.0,0.13699,0.0,0.0,0.125,584,233,0.39897,900,308.1,61.4,612.5,118.2,12.38,0.4989,0.4989,0.0022,0.0,0.0,0.0,0.0,0.2774,0.19,0.0816,0.1667,0.127,0.0268,0.021,0.1096,0.2272,0.2061,0.9533,183.0,125.1,1.0,mediterraneo,0.7004,0.7004,True
041112_014412,04115_01445,41.1125,14.4125,41.1,14.4,1.0,0.38632,0.0,0.0,0.04444,0.0,0.0,0.0,585,226,0.38632,900,176.5,39.3,424.9,110.3,10.07,0.7978,0.2022,0.0,0.0,0.0,0.0,0.0,0.3381,0.307,0.1835,0.0791,0.0,0.0024,0.0276,0.0624,0.5628,0.398,0.9267,102.2,74.3,1.0,mediterraneo,0.6107,0.6107,True
041112_014438,04115_01445,41.1125,14.4375,41.1,14.425,1.0,0.03608,0.0,0.0,0.0189,0.0,0.0,0.0,582,21,0.03608,900,65.4,34.2,264.2,30.9,3.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1382,0.2582,0.3491,0.1127,0.0,0.0182,0.0145,0.1091,0.3038,0.5345,0.3056,102.2,-36.8,1.0,mediterraneo,0.55,0.55,False
041112_014462,04115_01445,41.1125,14.4625,41.1,14.45,1.0,0.00862,0.0,0.0,0.0,0.0,0.0,0.06207,580,5,0.00862,900,84.4,45.1,208.3,32.6,3.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1307,0.0436,0.0044,0.0022,0.0893,0.2876,0.2288,0.2135,0.011,-0.5511,0.51,102.2,-17.8,1.0,mediterraneo,0.55,0.55,False
041112_014488,04115_01445,41.1125,14.4875,41.1,14.475,1.0,0.03082,0.0,0.0,0.0,0.0,0.0,0.0,584,18,0.03082,900,145.3,67.9,220.9,37.6,6.41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171,0.197,0.1041,0.0335,0.0967,0.2367,0.0892,0.0719,0.0718,-0.0368,0.8967,102.2,43.1,1.0,mediterraneo,0.55,0.55,False
041112_014512,04115_01455,41.1125,14.5125,41.1,14.5,1.0,0.02226,0.0,0.0,0.0,0.0,0.0,0.0,584,13,0.02226,900,194.8,104.9,366.7,54.6,6.02,0.9478,0.0522,0.0,0.0,0.0,0.0,0.0,0.0172,0.0415,0.0215,0.0901,0.1645,0.2876,0.2704,0.1073,-0.3082,-0.4484,0.7767,634.3,-439.5,1.0,mediterraneo,0.5657,0.5657,False
041112_014538,04115_01455,41.1125,14.5375,41.1,14.525,1.0,0.24742,0.0,0.0,0.00172,0.0,0.0,0.23711,582,144,0.24742,900,409.6,173.3,764.6,130.2,12.03,0.2511,0.6711,0.0778,0.0,0.0,0.0,0.0,0.0023,0.0057,0.0034,0.0333,0.0665,0.5069,0.3589,0.0229,-0.4376,-0.7295,0.9689,634.3,-224.7,1.0,mediterraneo,0.7786,0.7786,True
041112_014562,04115_01455,41.1125,14.5625,41.1,14.55,1.0,0.80345,0.0,0.0,0.0,0.0,0.0,0.10345,580,466,0.80345,900,869.9,387.7,1267.7,205.7,19.71,0.0,0.1344,0.3878,0.4533,0.0244,0.0,0.0,0.0223,0.0,0.0,0.0,0.0067,0.4961,0.3735,0.1014,-0.2599,-0.813,0.9967,634.3,235.6,1.0,appenninico,0.9231,0.9231,True
041112_014588,04115_01455,41.1125,14.5875,41.1,14.575,1.0,0.76884,0.0,0.0,0.0,0.0,0.0,0.01027,584,449,0.76884,900,1129.0,821.9,1322.4,111.6,14.71,0.0,0.0,0.06,0.6289,0.3111,0.0,0.0,0.1349,0.246,0.2268,0.1304,0.1032,0.0828,0.0408,0.0351,0.0809,0.3781,0.98,634.3,494.7,1.0,appenninico,0.9503,0.9503,True
041112_014612,04115_01465,41.1125,14.6125,41.1,14.6,1.0,0.49486,0.0,0.0,0.0,0.0,0.0,0.07192,584,289,0.49486,900,782.0,453.9,1117.7,166.5,16.0,0.0,0.1622,0.5767,0.2611,0.0,0.0,0.0,0.1442,0.4291,0.2361,0.0942,0.0715,0.0011,0.0023,0.0216,0.3407,0.6001,0.9789,527.2,254.8,1.0,appenninico,0.9063,0.9063,True
041112_014638,04115_01465,41.1125,14.6375,41.1,14.625,1.0,0.31552,0.0,0.0,0.0,0.0,0.0,0.0,580,183,0.31552,900,602.7,432.3,779.2,85.6,12.57,0.0,0.5011,0.4989,0.0,0.0,0.0,0.0,0.1191,0.0663,0.3303,0.2011,0.0146,0.0056,0.1045,0.1584,0.1482,0.3008,0.9889,527.2,75.5,1.0,appenninico,0.7746,0.7746,True
041112_014662,04115_01465,41.1125,14.6625,41.1,14.65,1.0,0.05489,0.0,0.0,0.0,0.0,0.0,0.0,583,32,0.05489,900,367.1,218.2,513.2,69.4,9.79,0.2111,0.7889,0.0,0.0,0.0,0.0,0.0,0.2005,0.089,0.2669,0.0631,0.0,0.0,0.0957,0.2849,0.4556,0.0825,0.9867,527.2,-160.1,1.0,mediterraneo,0.7867,0.7867,False
041112_014688,04115_01465,41.1125,14.6875,41.1,14.675,1.0,0.25983,0.0,0.0,0.0,0.0,0.0,0.05128,585,152,0.25983,900,314.0,189.5,478.2,59.5,8.27,0.4567,0.5433,0.0,0.0,0.0,0.0,0.0,0.0789,0.1568,0.3341,0.1304,0.0229,0.0069,0.1522,0.1178,0.176,0.31,0.9711,527.2,-213.2,1.0,mediterraneo,0.713,0.713,True
041112_014912,04115_01495,41.1125,14.9125,41.1,14.9,1.0,0.00853,0.0,0.0,0.0,0.0,0.0,0.0,586,5,0.00853,900,241.9,159.5,304.3,29.5,4.65,0.9822,0.0178,0.0,0.0,0.0,0.0,0.0,0.0171,0.157,0.2184,0.0529,0.0734,0.1655,0.2696,0.0461,-0.0757,-0.0384,0.6511,318.1,-76.2,1.0,mediterraneo,0.5553,0.5553,False
041112_014938,04115_01495,41.1125,14.9375,41.1,14.925,1.0,0.1704,0.0,0.0,0.0,0.0,0.0,0.0,581,99,0.1704,900,236.2,157.5,440.0,64.9,8.52,0.8344,0.1656,0.0,0.0,0.0,0.0,0.0,0.0418,0.1749,0.0862,0.0196,0.1031,0.2546,0.1997,0.1201,-0.0495,-0.2407,0.8511,318.1,-81.9,1.0,mediterraneo,0.5997,0.5997,True
041112_014962,04115_01495,41.1125,14.9625,41.1,14.95,1.0,0.05832,0.0,0.0,0.0,0.0,0.0,0.11492,583,34,0.05832,900,421.9,201.5,631.5,90.2,13.07,0.1133,0.8678,0.0189,0.0,0.0,0.0,0.0,0.0179,0.0179,0.0011,0.1366,0.1725,0.1825,0.1837,0.2878,-0.1777,-0.4355,0.9922,318.1,103.8,1.0,mediterraneo,0.817,0.817,False
041112_014988,04115_01495,41.1125,14.9875,41.1,14.975,1.0,0.03248,0.0,0.0,0.0,0.0,0.0,0.00171,585,19,0.03248,900,407.2,262.9,556.2,62.2,8.9,0.0278,0.9722,0.0,0.0,0.0,0.0,0.0,0.1801,0.1374,0.2771,0.2229,0.0335,0.0208,0.015,0.1132,0.1589,0.4268,0.9622,318.1,89.1,1.0,mediterraneo,0.8417,0.8417,False
041112_015312,04115_01535,41.1125,15.3125,41.1,15.3,1.0,0.17436,0.0,0.0,0.0,0.0,0.0,0.0,585,102,0.17436,900,700.2,519.2,835.3,75.0,9.43,0.0,0.1244,0.8756,0.0,0.0,0.0,0.0,0.0204,0.1519,0.2528,0.1338,0.1791,0.2234,0.034,0.0045,-0.3007,0.247,0.98,634.9,65.3,1.0,appenninico,0.9065,0.9065,True
041112_015338,04115_01535,41.1125,15.3375,41.1,15.325,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582,0,0.0,900,617.0,512.2,744.4,47.5,5.49,0.0,0.37,0.63,0.0,0.0,0.0,0.0,0.0031,0.1214,0.3702,0.1505,0.2995,0.0276,0.0,0.0276,-0.318,0.5398,0.7233,634.9,-17.9,0.0,appenninico,0.8205,0.0,False
041112_015362,04115_01535,41.1125,15.3625,41.1,15.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584,0,0.0,900,547.7,449.8,608.5,29.8,4.5,0.0,0.9689,0.0311,0.0,0.0,0.0,0.0,0.0413,0.141,0.3276,0.2578,0.1011,0.0869,0.0114,0.0328,-0.1795,0.5203,0.78,634.9,-87.2,0.0,mediterraneo,0.8516,0.0,False
041112_015388,04115_01535,41.1125,15.3875,41.1,15.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05842,582,0,0.0,900,445.7,336.8,551.6,55.5,7.19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0341,0.1448,0.1727,0.309,0.2384,0.0693,0.0,0.0316,-0.3655,0.4345,0.9133,634.9,-189.2,0.0,mediterraneo,0.85,0.0,False
041138_013912,04115_01395,41.1375,13.9125,41.125,13.9,1.0,0.0,0.0,0.0,0.12158,0.0,0.04281,0.21062,584,0,0.0,930,140.7,26.9,408.0,91.9,11.76,0.9409,0.0591,0.0,0.0,0.0,0.0,0.0,0.0,0.1252,0.2971,0.1855,0.3303,0.0618,0.0,0.0,-0.428,0.4751,0.7129,114.4,26.3,0.0,mediterraneo,0.5677,0.0,False
041138_013938,04115_01395,41.1375,13.9375,41.125,13.925,1.0,0.0,0.0,0.0,0.01544,0.0,0.0,0.0,583,0,0.0,930,50.3,14.2,404.4,47.9,3.47,0.9903,0.0097,0.0,0.0,0.0,0.0,0.0,0.0,0.0143,0.0786,0.7714,0.1286,0.0,0.0071,0.0,-0.7019,0.5977,0.1505,114.4,-64.1,0.0,mediterraneo,0.5529,0.0,False
041138_013962,04115_01395,41.1375,13.9625,41.125,13.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583,0,0.0,930,17.5,5.3,38.6,5.5,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.2341,0.9721,0.0022,114.4,-96.9,0.0,mediterraneo,0.55,0.0,False
041138_013988,04115_01395,41.1375,13.9875,41.125,13.975,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584,0,0.0,930,12.2,5.2,23.7,3.8,0.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.4,-102.2,0.0,mediterraneo,0.55,0.0,False
041138_014212,04115_01425,41.1375,14.2125,41.125,14.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583,0,0.0,930,27.8,20.6,43.5,5.1,0.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.5,-78.7,0.0,mediterraneo,0.55,0.0,False
