cell_id,parent_id,lat_min,lon_min,quota_media,delta_quota,bosco_frac,northness,idoneita_ospite,macroregione
043388_012888,04335_01285,43.375,12.875,519.9,44.3,0.50536,-0.2279,0.834,mediterraneo
043388_012912,04335_01295,43.375,12.9,432.0,35.9,0.27807,0.1126,0.8483,mediterraneo
043388_012938,04335_01295,43.375,12.925,404.1,8.0,0.49645,0.2153,0.8146,mediterraneo
043388_012962,04335_01295,43.375,12.95,656.2,260.1,0.73898,0.2144,0.815,appenninico
043388_012988,04335_01295,43.375,12.975,461.3,65.2,0.4875,0.0939,0.6752,mediterraneo
043388_013012,04335_01305,43.375,13.0,784.1,65.8,0.81818,0.2973,0.8662,appenninico
043388_013038,04335_01305,43.375,13.025,664.5,-53.8,0.45472,0.3769,0.7614,appenninico
043388_013062,04335_01305,43.375,13.05,570.1,-148.2,0.69573,0.3817,0.8705,mediterraneo
043388_013138,04335_01315,43.375,13.125,455.2,-26.5,0.121,-0.2727,0.8531,mediterraneo
043388_013162,04335_01315,43.375,13.15,443.6,-38.1,0.46881,-0.0369,0.8404,mediterraneo
043388_013188,04335_01315,43.375,13.175,397.3,-84.4,0.51964,0.4422,0.7942,mediterraneo
043412_010462,04345_01045,43.4,10.45,118.9,-2.4,0.10783,-0.3055,0.5225,mediterraneo
043412_010488,04345_01045,43.4,10.475,60.6,-60.7,0.16481,0.0225,0.5225,mediterraneo
043412_010538,04345_01055,43.4,10.525,121.0,-80.9,0.21088,0.048,0.5491,mediterraneo
043412_010562,04345_01055,43.4,10.55,243.3,41.4,0.24464,0.2637,0.6055,mediterraneo
043412_010588,04345_01055,43.4,10.575,497.4,295.5,0.63571,0.3433,0.8571,mediterraneo
043412_010612,04345_01065,43.4,10.6,495.5,164.9,0.71034,0.2196,0.8539,mediterraneo
043412_010638,04345_01065,43.4,10.625,355.9,25.3,0.64079,0.3213,0.7942,mediterraneo
043412_010662,04345_01065,43.4,10.65,340.8,10.2,0.76482,0.1436,0.7649,mediterraneo
043412_010688,04345_01065,43.4,10.675,513.3,182.7,0.76937,0.0121,0.8533,mediterraneo
043412_010712,04345_01075,43.4,10.7,471.1,296.0,0.91896,0.1449,0.8427,mediterraneo
043412_010738,04345_01075,43.4,10.725,307.1,132.0,0.61071,0.3758,0.7,mediterraneo
043412_010838,04345_01085,43.4,10.825,257.2,57.8,0.17143,0.0675,0.6142,mediterraneo
043412_010862,04345_01085,43.4,10.85,366.2,166.8,0.21071,0.5364,0.7562,mediterraneo
043412_010912,04345_01095,43.4,10.9,317.4,-82.2,0.58303,-0.1338,0.727,mediterraneo
043412_010938,04345_01095,43.4,10.925,359.4,-40.2,0.59298,-0.2091,0.8149,mediterraneo
043412_010962,04345_01095,43.4,10.95,426.7,27.1,0.38581,-0.1283,0.85,mediterraneo
043412_010988,04345_01095,43.4,10.975,439.1,39.5,0.6107,0.0357,0.8493,mediterraneo
043412_011012,04345_01105,43.4,11.0,309.2,69.6,0.58244,0.1102,0.7243,mediterraneo
043412_011038,04345_01105,43.4,11.025,254.0,14.4,0.15411,0.0489,0.6047,mediterraneo
043412_011062,04345_01105,43.4,11.05,215.5,-24.1,0.27878,0.166,0.55,mediterraneo
043412_011188,04345_01115,43.4,11.175,210.8,39.5,0.12084,0.1403,0.55,mediterraneo
043412_011212,04345_01125,43.4,11.2,211.1,-127.6,0.20451,0.0973,0.55,mediterraneo
043412_011238,04345_01125,43.4,11.225,229.5,-109.2,0.31123,0.2106,0.5567,mediterraneo
043412_011288,04345_01125,43.4,11.275,297.4,-41.3,0.12608,-0.2747,0.6697,mediterraneo
043412_011312,04345_01135,43.4,11.3,360.1,-90.9,0.53832,-0.4699,0.833,mediterraneo
043412_011338,04345_01135,43.4,11.325,439.0,-12.0,0.54107,-0.3948,0.8276,mediterraneo
043412_011362,04345_01135,43.4,11.35,420.3,-30.7,0.77662,0.1157,0.8262,mediterraneo
043412_011388,04345_01135,43.4,11.375,333.4,-117.6,0.55993,-0.1148,0.7737,mediterraneo
043412_011412,04345_01145,43.4,11.4,367.1,-126.1,0.66071,-0.1314,0.797,mediterraneo
043412_011438,04345_01145,43.4,11.425,412.3,-80.9,0.75536,-0.0931,0.85,mediterraneo
043412_011462,04345_01145,43.4,11.45,469.7,-23.5,0.62697,-0.1504,0.8483,mediterraneo
043412_011488,04345_01145,43.4,11.475,596.6,103.4,0.879,-0.1208,0.8583,mediterraneo
043412_011512,04345_01155,43.4,11.5,473.1,44.1,0.90727,-0.2099,0.8444,mediterraneo
043412_011538,04345_01155,43.4,11.525,418.3,-10.7,0.74653,-0.1775,0.8469,mediterraneo
043412_011562,04345_01155,43.4,11.55,475.2,46.2,0.96036,-0.2971,0.8452,mediterraneo
043412_011588,04345_01155,43.4,11.575,315.8,-113.2,0.37097,-0.2573,0.6921,mediterraneo
043412_011612,04345_01165,43.4,11.6,305.0,-10.2,0.50439,0.0521,0.6972,mediterraneo
043412_011638,04345_01165,43.4,11.625,387.3,72.1,0.81947,0.3249,0.7976,mediterraneo
043412_011662,04345_01165,43.4,11.65,397.5,82.3,0.76071,0.3243,0.8126,mediterraneo
043412_011688,04345_01165,43.4,11.675,466.1,150.9,0.84893,0.3185,0.8263,mediterraneo
043412_011712,04345_01175,43.4,11.7,451.3,114.0,0.76829,-0.0321,0.842,mediterraneo
043412_011738,04345_01175,43.4,11.725,363.7,26.4,0.46377,-0.3495,0.8034,mediterraneo
043412_011862,04345_01185,43.4,11.85,435.3,145.3,0.54624,0.0666,0.7982,mediterraneo
043412_011888,04345_01185,43.4,11.875,563.1,273.1,0.8164,0.503,0.8518,mediterraneo
043412_011912,04345_01195,43.4,11.9,454.7,-69.4,0.69805,0.3808,0.8454,mediterraneo
043412_011938,04345_01195,43.4,11.925,564.1,40.0,0.62657,0.1262,0.825,mediterraneo
043412_011962,04345_01195,43.4,11.95,488.0,-36.1,0.47727,0.0418,0.8481,mediterraneo
043412_011988,04345_01195,43.4,11.975,513.0,-11.1,0.56553,-0.0235,0.8256,mediterraneo
043412_012012,04345_01205,43.4,12.0,783.0,194.9,0.78507,-0.1259,0.9083,appenninico
043412_012038,04345_01205,43.4,12.025,878.2,290.1,0.94118,0.4132,0.9713,appenninico
043412_012062,04345_01205,43.4,12.05,820.9,232.8,0.88204,0.091,0.9573,appenninico
043412_012088,04345_01205,43.4,12.075,664.9,76.8,0.8973,-0.016,0.8491,appenninico
043412_012112,04345_01215,43.4,12.1,571.8,126.1,0.77224,-0.1084,0.8695,mediterraneo
043412_012138,04345_01215,43.4,12.125,503.7,58.0,0.58596,0.0131,0.8563,mediterraneo
043412_012162,04345_01215,43.4,12.15,475.4,29.7,0.45683,-0.0113,0.8524,mediterraneo
043412_012188,04345_01215,43.4,12.175,423.5,-22.2,0.30742,-0.1006,0.8501,mediterraneo
043412_012212,04345_01225,43.4,12.2,366.4,-4.9,0.11408,-0.4041,0.8276,mediterraneo
043412_012262,04345_01225,43.4,12.25,358.0,-13.3,0.37388,-0.1936,0.816,mediterraneo
043412_012288,04345_01225,43.4,12.275,432.4,61.1,0.76251,-0.2502,0.814,mediterraneo
043412_012312,04345_01235,43.4,12.3,528.3,-21.1,0.82952,-0.3562,0.8526,mediterraneo
043412_012338,04345_01235,43.4,12.325,490.4,-59.0,0.76523,-0.0243,0.8504,mediterraneo
043412_012362,04345_01235,43.4,12.35,522.9,-26.5,0.40787,-0.2205,0.8537,mediterraneo
043412_012388,04345_01235,43.4,12.375,493.5,-55.9,0.64211,-0.3527,0.8046,mediterraneo
043412_012412,04345_01245,43.4,12.4,558.5,-62.3,0.82531,-0.1338,0.8049,mediterraneo
043412_012438,04345_01245,43.4,12.425,589.1,-31.7,0.45422,-0.0357,0.8709,mediterraneo
043412_012462,04345_01245,43.4,12.45,541.7,-79.1,0.41754,-0.0683,0.8582,mediterraneo
043412_012488,04345_01245,43.4,12.475,599.8,-21.0,0.35,0.046,0.8755,mediterraneo
043412_012512,04345_01255,43.4,12.5,624.7,-49.9,0.44964,-0.1515,0.8158,appenninico
043412_012538,04345_01255,43.4,12.525,742.9,68.3,0.62807,0.0276,0.9458,appenninico
043412_012562,04345_01255,43.4,12.55,711.6,37.0,0.53214,0.1365,0.9321,appenninico
043412_012588,04345_01255,43.4,12.575,586.9,-87.7,0.46702,0.2932,0.861,mediterraneo
043412_012612,04345_01265,43.4,12.6,701.8,-23.4,0.56383,0.0058,0.8728,appenninico
043412_012638,04345_01265,43.4,12.625,685.1,-40.1,0.49911,0.2668,0.853,appenninico
043412_012662,04345_01265,43.4,12.65,684.4,-40.8,0.44029,-0.2272,0.8618,appenninico
043412_012688,04345_01265,43.4,12.675,736.5,11.3,0.43393,-0.2171,0.891,appenninico
043412_012712,04345_01275,43.4,12.7,833.2,90.9,0.74296,0.1135,0.9015,appenninico
043412_012738,04345_01275,43.4,12.725,668.3,-74.0,0.60784,0.0869,0.8075,appenninico
043412_012762,04345_01275,43.4,12.75,587.8,-154.5,0.58929,-0.1111,0.8719,mediterraneo
043412_012788,04345_01275,43.4,12.775,528.7,-213.6,0.65897,0.0586,0.8528,mediterraneo
043412_012812,04345_01285,43.4,12.8,471.7,47.9,0.51676,-0.0459,0.8264,mediterraneo
043412_012862,04345_01285,43.4,12.85,421.0,-2.8,0.28342,0.0755,0.8355,mediterraneo
043412_012888,04345_01285,43.4,12.875,531.6,107.8,0.65419,0.2699,0.8117,mediterraneo
043412_012938,04345_01295,43.4,12.925,345.4,-91.9,0.38256,0.0335,0.7076,mediterraneo
043412_012962,04345_01295,43.4,12.95,478.6,41.3,0.56228,-0.1338,0.8014,mediterraneo
043412_012988,04345_01295,43.4,12.975,358.6,-78.7,0.4082,0.0249,0.7079,mediterraneo
043412_013012,04345_01305,43.4,13.0,465.1,146.3,0.43494,0.2246,0.7993,mediterraneo
043412_013038,04345_01305,43.4,13.025,428.7,109.9,0.38516,0.3842,0.7712,mediterraneo
043438_010388,04345_01035,43.425,10.375,35.5,-9.4,0.40136,-0.4452,0.5288,mediterraneo
043438_010412,04345_01045,43.425,10.4,154.5,33.2,0.72857,-0.1075,0.5502,mediterraneo
043438_010438,04345_01045,43.425,10.425,250.7,129.4,0.20714,0.0145,0.5893,mediterraneo
043438_010588,04345_01055,43.425,10.575,352.6,150.7,0.71786,-0.0896,0.7743,mediterraneo
043438_010612,04345_01065,43.425,10.6,486.1,155.5,0.89107,-0.147,0.8505,mediterraneo
043438_010638,04345_01065,43.425,10.625,286.1,-44.5,0.64116,0.0482,0.6448,mediterraneo
043438_010662,04345_01065,43.425,10.65,224.7,-105.9,0.77679,0.1954,0.5676,mediterraneo
043438_010688,04345_01065,43.425,10.675,358.7,28.1,0.92593,0.3847,0.7845,mediterraneo
043438_010712,04345_01075,43.425,10.7,307.7,132.6,0.78075,0.5347,0.674,mediterraneo
043438_010738,04345_01075,43.425,10.725,187.5,12.4,0.17217,0.427,0.5628,mediterraneo
043438_010812,04345_01085,43.425,10.8,156.3,-43.1,0.10247,0.0638,0.55,mediterraneo
043438_010838,04345_01085,43.425,10.825,190.3,-9.1,0.25316,0.2213,0.55,mediterraneo
043438_010862,04345_01085,43.425,10.85,171.6,-27.8,0.3,0.1477,0.55,mediterraneo
043438_010938,04345_01095,43.425,10.925,458.7,59.1,0.7309,-0.065,0.8384,mediterraneo
043438_010962,04345_01095,43.425,10.95,500.1,100.5,0.61376,-0.1637,0.8512,mediterraneo
043438_010988,04345_01095,43.425,10.975,428.9,29.3,0.70396,-0.1541,0.85,mediterraneo
043438_011012,04345_01105,43.425,11.0,388.1,148.5,0.62132,-0.3756,0.8334,mediterraneo
043438_011038,04345_01105,43.425,11.025,256.5,16.9,0.15884,0.068,0.6093,mediterraneo
043438_011062,04345_01105,43.425,11.05,194.1,-45.5,0.23448,-0.1334,0.5503,mediterraneo
043438_011088,04345_01105,43.425,11.075,194.2,-45.4,0.16519,0.3585,0.55,mediterraneo
043438_011112,04345_01115,43.425,11.1,194.0,22.7,0.2,0.1607,0.55,mediterraneo
043438_011138,04345_01115,43.425,11.125,154.7,-16.6,0.2014,0.0676,0.55,mediterraneo
043438_011162,04345_01115,43.425,11.15,172.1,0.8,0.16984,0.1404,0.55,mediterraneo
043438_011188,04345_01115,43.425,11.175,175.9,4.6,0.13653,0.2434,0.55,mediterraneo
043438_011212,04345_01125,43.425,11.2,210.6,-128.1,0.26868,0.1749,0.55,mediterraneo
043438_011238,04345_01125,43.425,11.225,244.6,-94.1,0.27069,-0.0592,0.5539,mediterraneo
043438_011262,04345_01125,43.425,11.25,305.5,-33.2,0.40801,-0.2195,0.6896,mediterraneo
043438_011288,04345_01125,43.425,11.275,420.6,81.9,0.77143,-0.4741,0.8452,mediterraneo
043438_011312,04345_01135,43.425,11.3,499.3,48.3,0.69527,-0.1811,0.8288,mediterraneo
043438_011338,04345_01135,43.425,11.325,496.4,45.4,0.80536,0.1851,0.8519,mediterraneo
043438_011362,04345_01135,43.425,11.35,373.2,-77.8,0.86607,-0.1166,0.8493,mediterraneo
043438_011388,04345_01135,43.425,11.375,454.0,3.0,0.50538,-0.3461,0.85,mediterraneo
043438_011412,04345_01145,43.425,11.4,382.7,-110.5,0.68662,-0.2211,0.8403,mediterraneo
043438_011438,04345_01145,43.425,11.425,403.8,-89.4,0.54594,-0.1753,0.8449,mediterraneo
043438_011462,04345_01145,43.425,11.45,489.7,-3.5,0.79266,-0.0099,0.8478,mediterraneo
043438_011488,04345_01145,43.425,11.475,620.8,127.6,0.93903,-0.0614,0.8091,appenninico
043438_011512,04345_01155,43.425,11.5,636.2,207.2,0.98419,-0.2251,0.7564,appenninico
043438_011538,04345_01155,43.425,11.525,524.3,95.3,0.95645,-0.1358,0.8525,mediterraneo
043438_011562,04345_01155,43.425,11.55,556.5,127.5,0.98064,0.0372,0.8598,mediterraneo
043438_011588,04345_01155,43.425,11.575,394.8,-34.2,0.74643,-0.0355,0.8333,mediterraneo
043438_011612,04345_01165,43.425,11.6,262.3,-52.9,0.28268,0.0496,0.5777,mediterraneo
043438_011638,04345_01165,43.425,11.625,297.3,-17.9,0.61819,-0.0112,0.6726,mediterraneo
043438_011662,04345_01165,43.425,11.65,297.1,-18.1,0.43532,0.0862,0.6305,mediterraneo
043438_011688,04345_01165,43.425,11.675,403.7,88.5,0.62367,-0.1684,0.8426,mediterraneo
043438_011712,04345_01175,43.425,11.7,488.4,151.1,0.58123,-0.1174,0.8516,mediterraneo
043438_011738,04345_01175,43.425,11.725,436.5,99.2,0.59823,-0.0507,0.85,mediterraneo
043438_011762,04345_01175,43.425,11.75,340.8,3.5,0.31328,-0.1096,0.7535,mediterraneo
043438_011838,04345_01185,43.425,11.825,292.9,2.9,0.22241,0.0198,0.6609,mediterraneo
043438_011862,04345_01185,43.425,11.85,304.2,14.2,0.22598,0.4741,0.6366,mediterraneo
043438_011912,04345_01195,43.425,11.9,347.8,-176.3,0.14669,0.1811,0.7845,mediterraneo
043438_011938,04345_01195,43.425,11.925,487.4,-36.7,0.64147,0.0547,0.7356,mediterraneo
043438_011962,04345_01195,43.425,11.95,538.2,14.1,0.84795,-0.3047,0.8327,mediterraneo
043438_011988,04345_01195,43.425,11.975,500.3,-23.8,0.86918,-0.0168,0.8565,mediterraneo
043438_012012,04345_01205,43.425,12.0,633.6,45.5,0.99118,0.4404,0.8273,appenninico
043438_012038,04345_01205,43.425,12.025,728.0,139.9,0.84192,0.1585,0.9174,appenninico
043438_012062,04345_01205,43.425,12.05,597.4,9.3,0.85893,0.4432,0.8724,mediterraneo
043438_012088,04345_01205,43.425,12.075,688.9,100.8,0.87634,0.2908,0.8739,appenninico
043438_012112,04345_01215,43.425,12.1,536.0,90.3,0.76748,0.2291,0.8598,mediterraneo
043438_012138,04345_01215,43.425,12.125,501.8,56.1,0.59964,0.2564,0.8528,mediterraneo
043438_012162,04345_01215,43.425,12.15,511.5,65.8,0.47772,-0.0206,0.8547,mediterraneo
043438_012188,04345_01215,43.425,12.175,579.9,134.2,0.51241,-0.2485,0.8641,mediterraneo
043438_012212,04345_01225,43.425,12.2,492.6,121.3,0.54545,-0.2551,0.8543,mediterraneo
043438_012238,04345_01225,43.425,12.225,306.1,-65.2,0.12811,-0.1451,0.677,mediterraneo
043438_012262,04345_01225,43.425,12.25,333.8,-37.5,0.18393,0.0922,0.7579,mediterraneo
043438_012288,04345_01225,43.425,12.275,450.2,78.9,0.61729,0.1176,0.8497,mediterraneo
043438_012312,04345_01235,43.425,12.3,537.6,-11.8,0.86856,0.2746,0.8499,mediterraneo
043438_012338,04345_01235,43.425,12.325,573.5,24.1,0.64504,-0.1147,0.8652,mediterraneo
043438_012362,04345_01235,43.425,12.35,596.0,46.6,0.64324,-0.2029,0.8691,mediterraneo
043438_012388,04345_01235,43.425,12.375,573.5,24.1,0.82531,-0.1325,0.8296,mediterraneo
043438_012412,04345_01245,43.425,12.4,558.3,-62.5,0.3759,0.0066,0.8118,mediterraneo
043438_012438,04345_01245,43.425,12.425,567.1,-53.7,0.18981,0.0152,0.8433,mediterraneo
043438_012462,04345_01245,43.425,12.45,622.4,1.6,0.38393,-0.2132,0.7837,appenninico
043438_012488,04345_01245,43.425,12.475,667.2,46.4,0.70053,-0.1712,0.8607,appenninico
043438_012512,04345_01255,43.425,12.5,748.1,73.5,0.51328,-0.0773,0.9275,appenninico
043438_012538,04345_01255,43.425,12.525,731.0,56.4,0.58289,0.025,0.9476,appenninico
043438_012562,04345_01255,43.425,12.55,629.3,-45.3,0.37857,-0.0495,0.8277,appenninico
043438_012588,04345_01255,43.425,12.575,727.7,53.1,0.55752,-0.432,0.8841,appenninico
043438_012612,04345_01265,43.425,12.6,578.1,-147.1,0.61566,0.1395,0.8697,mediterraneo
043438_012638,04345_01265,43.425,12.625,514.7,-210.5,0.12321,0.1846,0.8593,mediterraneo
043438_012662,04345_01265,43.425,12.65,760.0,34.8,0.66963,0.0904,0.9107,appenninico
043438_012688,04345_01265,43.425,12.675,819.6,94.4,0.43363,-0.0418,0.9242,appenninico
043438_012712,04345_01275,43.425,12.7,993.8,251.5,0.66786,-0.4092,0.9143,appenninico
043438_012738,04345_01275,43.425,12.725,642.5,-99.8,0.51515,-0.2036,0.7735,appenninico
043438_012762,04345_01275,43.425,12.75,839.6,97.3,0.56738,-0.134,0.945,appenninico
043438_012788,04345_01275,43.425,12.775,803.3,61.0,0.68206,-0.3619,0.9243,appenninico
043438_012812,04345_01285,43.425,12.8,506.2,82.4,0.26025,0.1001,0.8413,mediterraneo
043438_012862,04345_01285,43.425,12.85,344.4,-79.4,0.10657,-0.067,0.7925,mediterraneo
043438_012912,04345_01295,43.425,12.9,380.5,-56.8,0.3125,-0.3465,0.7453,mediterraneo
043438_012938,04345_01295,43.425,12.925,415.5,-21.8,0.4875,-0.193,0.7925,mediterraneo
043438_012962,04345_01295,43.425,12.95,464.5,27.2,0.55971,0.0568,0.7981,mediterraneo
043438_012988,04345_01295,43.425,12.975,622.9,185.6,0.7695,-0.0033,0.7336,appenninico
043438_013012,04345_01305,43.425,13.0,359.5,40.7,0.49557,0.0545,0.6861,mediterraneo
043438_013038,04345_01305,43.425,13.025,237.0,-81.8,0.12835,0.3471,0.5748,mediterraneo
043438_013062,04345_01305,43.425,13.05,379.7,60.9,0.22857,0.4903,0.7919,mediterraneo
043438_013088,04345_01305,43.425,13.075,282.5,-36.3,0.17321,0.2621,0.6497,mediterraneo
043462_010338,04345_01035,43.45,10.325,19.6,-25.3,0.24286,-0.4448,0.5225,mediterraneo
043462_010362,04345_01035,43.45,10.35,62.5,17.6,0.50358,-0.5676,0.5301,mediterraneo
043462_010388,04345_01035,43.45,10.375,103.4,58.5,0.86702,-0.0924,0.5427,mediterraneo
043462_010412,04345_01045,43.45,10.4,188.4,67.1,0.42909,0.0023,0.5491,mediterraneo
043462_010438,04345_01045,43.45,10.425,174.5,53.2,0.44607,0.078,0.5481,mediterraneo
043462_010562,04345_01055,43.45,10.55,195.5,-6.4,0.28299,0.0097,0.553,mediterraneo
043462_010588,04345_01055,43.45,10.575,428.7,226.8,0.98357,-0.0456,0.8238,mediterraneo
043462_010612,04345_01065,43.45,10.6,488.3,157.7,0.96344,-0.0942,0.85,mediterraneo
043462_010638,04345_01065,43.45,10.625,316.0,-14.6,0.60606,-0.2074,0.7243,mediterraneo
043462_010662,04345_01065,43.45,10.65,200.5,-130.1,0.40204,0.0713,0.5537,mediterraneo
043462_010688,04345_01065,43.45,10.675,174.6,-156.0,0.42143,0.3722,0.55,mediterraneo
043462_010838,04345_01085,43.45,10.825,141.6,-57.8,0.13787,-0.1523,0.55,mediterraneo
043462_010888,04345_01085,43.45,10.875,214.9,15.5,0.38929,-0.2167,0.572,mediterraneo
043462_010912,04345_01095,43.45,10.9,236.8,-162.8,0.45739,0.0909,0.5483,mediterraneo
043462_010938,04345_01095,43.45,10.925,378.6,-21.0,0.77975,0.3273,0.7776,mediterraneo
043462_010962,04345_01095,43.45,10.95,456.1,56.5,0.80586,0.2813,0.8517,mediterraneo
043462_010988,04345_01095,43.45,10.975,497.0,97.4,0.93073,0.0796,0.852,mediterraneo
043462_011012,04345_01105,43.45,11.0,412.6,173.0,0.6512,0.2598,0.7903,mediterraneo
043462_011088,04345_01105,43.45,11.075,150.3,-89.3,0.23037,-0.0552,0.55,mediterraneo
043462_011112,04345_01115,43.45,11.1,131.3,-40.0,0.24912,0.1453,0.5498,mediterraneo
043462_011138,04345_01115,43.45,11.125,133.8,-37.5,0.17582,0.2386,0.5362,mediterraneo
043462_011162,04345_01115,43.45,11.15,138.3,-33.0,0.11013,-0.0188,0.5345,mediterraneo
043462_011188,04345_01115,43.45,11.175,180.4,9.1,0.14385,-0.2963,0.5225,mediterraneo
043462_011212,04345_01125,43.45,11.2,235.7,-103.0,0.2969,-0.341,0.5252,mediterraneo
043462_011238,04345_01125,43.45,11.225,294.3,-44.4,0.58036,-0.3501,0.6536,mediterraneo
043462_011262,04345_01125,43.45,11.25,404.6,65.9,0.57719,-0.3766,0.8295,mediterraneo
043462_011288,04345_01125,43.45,11.275,520.0,181.3,0.41355,-0.1709,0.8255,mediterraneo
043462_011312,04345_01135,43.45,11.3,512.6,61.6,0.83928,-0.117,0.8277,mediterraneo
043462_011338,04345_01135,43.45,11.325,477.5,26.5,0.88172,-0.3682,0.8542,mediterraneo
043462_011362,04345_01135,43.45,11.35,438.1,-12.9,0.73274,-0.2517,0.8501,mediterraneo
043462_011388,04345_01135,43.45,11.375,478.4,27.4,0.66432,0.0223,0.85,mediterraneo
043462_011412,04345_01145,43.45,11.4,424.4,-68.8,0.60838,-0.15,0.85,mediterraneo
043462_011438,04345_01145,43.45,11.425,401.0,-92.2,0.50177,-0.1623,0.8265,mediterraneo
043462_011462,04345_01145,43.45,11.45,515.6,22.4,0.90451,-0.2251,0.8429,mediterraneo
043462_011488,04345_01145,43.45,11.475,639.7,146.5,0.96892,-0.0468,0.8317,appenninico
043462_011512,04345_01155,43.45,11.5,621.2,192.2,0.91636,0.1244,0.7548,appenninico
043462_011538,04345_01155,43.45,11.525,494.4,65.4,0.87588,0.0821,0.8419,mediterraneo
043462_011562,04345_01155,43.45,11.55,393.6,-35.4,0.88733,0.3187,0.8176,mediterraneo
043462_011588,04345_01155,43.45,11.575,319.8,-109.2,0.34291,0.3401,0.6949,mediterraneo
043462_011612,04345_01165,43.45,11.6,247.6,-67.6,0.22581,0.0851,0.551,mediterraneo
043462_011638,04345_01165,43.45,11.625,294.2,-21.0,0.8101,0.1583,0.6797,mediterraneo
043462_011662,04345_01165,43.45,11.65,293.2,-22.0,0.35805,-0.2008,0.648,mediterraneo
043462_011688,04345_01165,43.45,11.675,373.1,57.9,0.59715,0.2573,0.8127,mediterraneo
043462_011712,04345_01175,43.45,11.7,362.7,25.4,0.81283,0.4776,0.811,mediterraneo
043462_011738,04345_01175,43.45,11.725,392.9,55.6,0.73124,0.3776,0.8165,mediterraneo
043462_011762,04345_01175,43.45,11.75,366.3,29.0,0.85637,-0.0879,0.84,mediterraneo
043462_011788,04345_01175,43.45,11.775,310.3,-27.0,0.25265,-0.0923,0.7042,mediterraneo
043462_011938,04345_01195,43.45,11.925,445.5,-78.6,0.56305,-0.1526,0.8416,mediterraneo
043462_011962,04345_01195,43.45,11.95,682.4,158.3,0.83755,-0.2623,0.8581,appenninico
043462_011988,04345_01195,43.45,11.975,715.1,191.0,0.7986,-0.4205,0.8711,appenninico
043462_012012,04345_01205,43.45,12.0,488.3,-99.8,0.875,-0.189,0.859,mediterraneo
043462_012038,04345_01205,43.45,12.025,456.7,-131.4,0.71123,0.099,0.8542,mediterraneo
043462_012062,04345_01205,43.45,12.05,457.7,-130.4,0.72222,0.2483,0.8554,mediterraneo
043462_012088,04345_01205,43.45,12.075,404.3,-183.8,0.67311,0.2979,0.8501,mediterraneo
043462_012112,04345_01215,43.45,12.1,390.1,-55.6,0.22321,0.3619,0.85,mediterraneo
043462_012138,04345_01215,43.45,12.125,411.7,-34.0,0.54137,0.2001,0.85,mediterraneo
043462_012162,04345_01215,43.45,12.15,427.9,-17.8,0.48768,0.1544,0.85,mediterraneo
043462_012188,04345_01215,43.45,12.175,469.3,23.6,0.51964,0.4415,0.8505,mediterraneo
043462_012212,04345_01225,43.45,12.2,398.3,27.0,0.23009,0.6938,0.7839,mediterraneo
043462_012262,04345_01225,43.45,12.25,341.8,-29.5,0.19538,0.0252,0.8014,mediterraneo
043462_012288,04345_01225,43.45,12.275,444.6,73.3,0.52993,-0.2569,0.8464,mediterraneo
043462_012312,04345_01235,43.45,12.3,431.5,-117.9,0.49548,-0.1129,0.85,mediterraneo
043462_012338,04345_01235,43.45,12.325,497.6,-51.8,0.55908,0.0912,0.851,mediterraneo
043462_012362,04345_01235,43.45,12.35,633.4,84.0,0.69982,0.0266,0.8542,appenninico
043462_012388,04345_01235,43.45,12.375,687.6,138.2,0.82469,-0.0646,0.9127,appenninico
043462_012412,04345_01245,43.45,12.4,567.3,-53.5,0.43617,-0.0077,0.845,mediterraneo
043462_012438,04345_01245,43.45,12.425,628.1,7.3,0.30125,-0.1328,0.8303,appenninico
043462_012462,04345_01245,43.45,12.45,706.6,85.8,0.89642,-0.2108,0.8985,appenninico
043462_012488,04345_01245,43.45,12.475,721.8,101.0,0.58835,0.1349,0.8775,appenninico
043462_012512,04345_01255,43.45,12.5,676.6,2.0,0.44007,0.2011,0.9036,appenninico
043462_012538,04345_01255,43.45,12.525,680.1,5.5,0.45893,-0.0039,0.8984,appenninico
043462_012562,04345_01255,43.45,12.55,781.7,107.1,0.72134,-0.24,0.955,appenninico
043462_012588,04345_01255,43.45,12.575,642.9,-31.7,0.68214,0.398,0.8057,appenninico
043462_012638,04345_01265,43.45,12.625,483.1,-242.1,0.29078,0.0235,0.8583,mediterraneo
043462_012662,04345_01265,43.45,12.65,771.8,46.6,0.32624,-0.3949,0.8413,appenninico
043462_012688,04345_01265,43.45,12.675,1123.7,398.5,0.55914,-0.3818,0.9152,appenninico
043462_012712,04345_01275,43.45,12.7,1260.4,518.1,0.66071,0.1837,0.8702,appenninico
043462_012738,04345_01275,43.45,12.725,713.3,-29.0,0.85512,0.0009,0.8938,appenninico
043462_012762,04345_01275,43.45,12.75,754.2,11.9,0.64171,0.1758,0.8867,appenninico
043462_012788,04345_01275,43.45,12.775,698.8,-43.5,0.52228,0.3548,0.813,appenninico
043462_012812,04345_01285,43.45,12.8,437.7,13.9,0.10733,0.0493,0.85,mediterraneo
043462_012912,04345_01295,43.45,12.9,472.4,35.1,0.46964,0.0329,0.8552,mediterraneo
043462_012938,04345_01295,43.45,12.925,522.3,85.0,0.4306,0.16,0.8638,mediterraneo
043462_012962,04345_01295,43.45,12.95,526.8,89.5,0.68319,-0.1041,0.86,mediterraneo
