cell_id,parent_id,lat_min,lon_min,quota_media,delta_quota,bosco_frac,northness,idoneita_ospite,macroregione
040162_009188,04015_00915,40.15,9.175,862.7,245.6,0.26767,0.0056,0.9597,appenninico
040162_009212,04015_00925,40.15,9.2,858.9,-12.2,0.46713,-0.1662,0.965,appenninico
040162_009362,04015_00935,40.15,9.35,1006.6,55.2,0.14406,-0.0621,0.9828,appenninico
040162_009388,04015_00935,40.15,9.375,827.2,-124.2,0.59412,0.187,0.9487,appenninico
040162_009412,04015_00945,40.15,9.4,839.7,-114.1,0.94643,0.2211,0.8712,appenninico
040162_009438,04015_00945,40.15,9.425,1110.9,157.1,0.35204,-0.2113,0.9717,appenninico
040162_009462,04015_00945,40.15,9.45,930.7,-23.1,0.71261,0.1218,0.9877,appenninico
040162_009488,04015_00945,40.15,9.475,846.0,-107.8,0.87037,0.2671,0.9564,appenninico
040162_009512,04015_00955,40.15,9.5,935.5,199.1,0.39507,0.2986,0.8974,appenninico
040162_009538,04015_00955,40.15,9.525,705.7,-30.7,0.65152,-0.1476,0.8232,appenninico
040162_009562,04015_00955,40.15,9.55,555.6,-180.8,0.55802,0.2425,0.8107,mediterraneo
040162_009588,04015_00955,40.15,9.575,807.1,70.7,0.31333,0.2634,0.9347,appenninico
040162_009612,04015_00965,40.15,9.6,389.6,147.4,0.4404,0.2275,0.7666,mediterraneo
040162_009638,04015_00965,40.15,9.625,297.3,55.1,0.40646,0.2224,0.7001,mediterraneo
040162_015212,04015_01525,40.15,15.2,163.2,-241.7,0.26599,0.0416,0.5535,mediterraneo
040162_015238,04015_01525,40.15,15.225,307.2,-97.7,0.6875,0.4095,0.6809,mediterraneo
040162_015262,04015_01525,40.15,15.25,572.4,167.5,0.86078,0.3438,0.8601,mediterraneo
040162_015288,04015_01525,40.15,15.275,660.4,255.5,0.94435,-0.0393,0.864,appenninico
040162_015312,04015_01535,40.15,15.3,597.0,54.5,0.4678,-0.5121,0.8683,mediterraneo
040162_015338,04015_01535,40.15,15.325,655.8,113.3,0.71453,-0.6642,0.7853,appenninico
040162_015362,04015_01535,40.15,15.35,708.3,165.8,0.58883,-0.6422,0.8236,appenninico
040162_015388,04015_01535,40.15,15.375,579.9,37.4,0.56419,-0.6922,0.8366,mediterraneo
040162_015412,04015_01545,40.15,15.4,362.0,53.8,0.74788,-0.5096,0.7324,mediterraneo
040162_015438,04015_01545,40.15,15.425,220.8,-87.4,0.51182,-0.1882,0.5913,mediterraneo
040162_015462,04015_01545,40.15,15.45,299.8,-8.4,0.13367,-0.3776,0.6762,mediterraneo
040162_015488,04015_01545,40.15,15.475,208.3,-99.9,0.42061,-0.4711,0.5897,mediterraneo
040162_015512,04015_01555,40.15,15.5,213.5,-151.6,0.71066,-0.1914,0.5677,mediterraneo
040162_015538,04015_01555,40.15,15.525,421.8,56.7,0.38776,0.0764,0.7876,mediterraneo
040162_015562,04015_01555,40.15,15.55,516.4,151.3,0.88087,-0.0078,0.8378,mediterraneo
040162_015588,04015_01555,40.15,15.575,575.0,209.9,0.59083,0.0477,0.8715,mediterraneo
040162_015612,04015_01565,40.15,15.6,601.0,-140.0,0.60237,0.0068,0.8022,appenninico
040162_015638,04015_01565,40.15,15.625,665.4,-75.6,0.68243,0.0084,0.8193,appenninico
040162_015662,04015_01565,40.15,15.65,833.4,92.4,0.55838,0.482,0.9641,appenninico
040162_015688,04015_01565,40.15,15.675,760.8,19.8,0.50507,0.0644,0.9511,appenninico
040162_015712,04015_01575,40.15,15.7,773.7,-99.1,0.5416,0.3235,0.9597,appenninico
040162_015738,04015_01575,40.15,15.725,759.2,-113.6,0.45869,-0.1937,0.945,appenninico
040162_015762,04015_01575,40.15,15.75,928.6,55.8,0.65313,0.0921,0.9591,appenninico
040162_015788,04015_01575,40.15,15.775,1114.1,241.3,0.78305,0.1804,0.9562,appenninico
040162_015812,04015_01585,40.15,15.8,1199.0,-22.4,0.68518,0.0482,0.9262,appenninico
040162_015838,04015_01585,40.15,15.825,1339.9,118.5,0.45068,0.2135,0.8515,appenninico
040162_015862,04015_01585,40.15,15.85,1181.8,-39.6,0.33446,0.4075,0.9338,appenninico
040162_015888,04015_01585,40.15,15.875,1050.9,-170.5,0.40067,0.5036,0.9739,appenninico
040162_015912,04015_01595,40.15,15.9,982.2,-126.1,0.62139,0.039,0.9946,appenninico
040162_015938,04015_01595,40.15,15.925,1096.2,-12.1,0.62162,-0.0586,0.9898,appenninico
040162_015962,04015_01595,40.15,15.95,1135.7,27.4,0.46206,0.2955,0.9503,appenninico
040162_015988,04015_01595,40.15,15.975,1047.6,-60.7,0.42517,0.2191,0.9634,appenninico
040162_016012,04015_01605,40.15,16.0,923.6,23.8,0.77665,0.5094,0.9669,appenninico
040162_016038,04015_01605,40.15,16.025,948.4,48.6,0.85017,0.6091,0.9768,appenninico
040162_016062,04015_01605,40.15,16.05,910.6,10.8,0.68359,0.3648,0.9785,appenninico
040162_016087,04015_01605,40.15,16.075,794.5,-105.3,0.74024,0.0798,0.9466,appenninico
040162_016112,04015_01615,40.15,16.1,758.0,90.4,0.79595,-0.0142,0.9379,appenninico
040162_016138,04015_01615,40.15,16.125,780.4,112.8,0.76897,-0.172,0.9336,appenninico
040162_016163,04015_01615,40.15,16.15,701.5,33.9,0.5365,-0.1351,0.9051,appenninico
040162_016188,04015_01615,40.15,16.175,584.5,-83.1,0.26949,-0.0988,0.8695,mediterraneo
040162_016212,04015_01625,40.15,16.2,525.5,96.9,0.22934,-0.2877,0.8595,mediterraneo
040162_016238,04015_01625,40.15,16.225,488.0,59.4,0.33784,-0.3186,0.8518,mediterraneo
040162_016262,04015_01625,40.15,16.25,414.9,-13.7,0.28983,-0.1195,0.846,mediterraneo
040162_016288,04015_01625,40.15,16.275,378.8,-49.8,0.17905,0.2012,0.821,mediterraneo
040162_016362,04015_01635,40.15,16.35,285.2,-26.5,0.21284,0.1441,0.6361,mediterraneo
040162_016388,04015_01635,40.15,16.375,328.0,16.3,0.29831,0.2372,0.7333,mediterraneo
040162_016412,04015_01645,40.15,16.4,239.9,-155.4,0.17317,-0.258,0.62,mediterraneo
040162_016438,04015_01645,40.15,16.425,304.6,-90.7,0.26094,0.19,0.6783,mediterraneo
040162_016462,04015_01645,40.15,16.45,555.7,160.4,0.49662,0.4794,0.8552,mediterraneo
